drug_name	total_signals	female_signals	male_signals	mean_log_ratio	total_reports	pct_female
ACETYLSALICYLIC ACID;OXYCODONE	13	9	4	0.37448135428738794	2809	69.2
SPARSENTAN	13	6	7	-0.09644802796050918	910	46.2
DOXYLAMINE	13	5	8	-0.19005759558139093	616	38.5
RUCAPARIB	13	5	8	-0.34045735402643673	6305	38.5
CHLORAMPHENICOL	13	1	12	-1.3087149341151956	867	7.7
UNSPECIFIED INGREDIENT	13	11	2	0.4132723115577319	806	84.6
ACENOCOUMAROL	13	10	3	0.6315193485704325	632	76.9
CAPSAICIN	13	4	9	-0.3213199775073329	1416	30.8
G-CSF, UNSPECIFIED	13	11	2	0.47170434647581866	564	84.6
ZIPRASIDONE HYDROCHLORIDE	13	12	1	0.9379467837241082	1725	92.3
PEGINTERFERONS, UNSPECIFIED	13	6	7	0.0022284193950289355	764	46.2
MOXONIDINE	13	5	8	-0.2151256436997947	723	38.5
CIPROFLOXACIN HYDROCHLORIDE	13	2	11	-0.5471249636829566	516	15.4
ALBUTEROL	13	7	6	0.020422689396587004	718	53.8
ELOTUZUMAB	13	11	2	0.4975335060897979	1045	84.6
ESOMEPRAZOLE;NAPROXEN	13	7	6	0.08023405011029784	2331	53.8
TENECTEPLASE	13	11	2	0.5414877423695995	666	84.6
GADODIAMIDE	13	3	10	-0.39129453354082383	1329	23.1
ZOLPIDEM TARTRATE	13	7	6	-0.039510436666986254	1242	53.8
NICARDIPINE	13	5	8	-0.13392929780992796	839	38.5
NAPROXEN SODIUM	13	5	8	-0.34429861826379865	1342	38.5
DULOXETINE HYDROCHLORIDE	13	2	11	-0.4536385415337328	637	15.4
ONDANSETRON HYDROCHLORIDE	13	2	11	-0.40825674875642315	705	15.4
CHLORTALIDONE	12	5	7	-0.17505097766397806	696	41.7
VINDESINE	12	12	0	0.7497269809746703	596	100.0
SELINEXOR	12	8	4	0.3095758926016689	1050	66.7
INTERFERON ALFA-2B	12	5	7	-0.031135808411301803	741	41.7
RADIOTHERAPY, UNSPECIFIED	12	9	3	0.3428316561845664	684	75.0
AZELASTINE;FLUTICASONE	12	0	12	-0.9329851724278294	605	0.0
SEVELAMER	12	7	5	0.14704880102987425	620	58.3
VITAMIN B, UNSPECIFIED	12	5	7	-0.33639130026440195	1120	41.7
BRODALUMAB	12	6	6	0.05477538368524033	855	50.0
RIMEGEPANT	12	0	12	-0.9635106117629292	1625	0.0
MUPIROCIN	12	3	9	-0.4505709102445235	1823	25.0
THIAMAZOLE	12	2	10	-0.593805268942425	988	16.7
TAMOXIFEN	12	1	11	-1.4836176002983665	2928	8.3
OLMESARTAN MEDOXOMIL	12	5	7	-0.271616910050215	466	41.7
NADOLOL	12	3	9	-0.5520059336717041	1698	25.0
MACROGOL;PROPYLENE GLYCOL	12	0	12	-0.88588267890212	4219	0.0
INDAPAMIDE;PERINDOPRIL	12	6	6	-0.12391497745620939	745	50.0
VENLAFAXINE HYDROCHLORIDE	12	7	5	0.03306811397536182	706	58.3
NIRAPARIB	12	8	4	0.09803448577078461	19484	66.7
TRAVOPROST	12	6	6	-0.022763312751769554	2990	50.0
PASIREOTIDE	12	8	4	0.1639759869733608	1136	66.7
GLUCAGON	12	5	7	-0.3023304069367831	792	41.7
GEFITINIB	12	6	6	-0.053818735618322455	2037	50.0
PLANTAGO SPP	12	3	9	-1.0001686532112115	1220	25.0
INDOMETHACIN	12	6	6	-0.08926212768015729	576	50.0
SUGAMMADEX	12	5	7	-0.16321539715926756	460	41.7
IVACAFTOR;TEZACAFTOR	12	2	10	-0.4709862015523156	657	16.7
ABEMACICLIB	12	1	11	-1.0965433527622432	7548	8.3
MIDOMAFETAMINE	12	10	2	0.6433259821011689	848	83.3
CHLORHEXIDINE;ISOPROPANOL	12	4	8	-0.7065157001779321	4577	33.3
METHYLDOPA	12	1	11	-1.2320084888206657	2468	8.3
IDARUCIZUMAB	12	12	0	0.8134425083742315	732	100.0
TASIMELTEON	12	3	9	-0.45089925716895246	713	25.0
DICLOFENAMIDE	12	1	11	-0.5454955865729624	498	8.3
VILANTEROL	12	6	6	-0.3576970543817415	1058	50.0
CERITINIB	12	8	4	0.20344874639635813	666	66.7
NITRIC OXIDE	12	5	7	-0.08095892299221637	703	41.7
AZELASTINE	11	0	11	-0.7128593439658109	1135	0.0
PYRIDOSTIGMINE	11	3	8	-0.3486819506532179	548	27.3
PARAFFIN	11	1	10	-0.7887401901944425	934	9.1
ROPEGINTERFERON ALFA-2B	11	0	11	-0.8377833900151228	509	0.0
DAPAGLIFLOZIN;METFORMIN	11	8	3	0.2868001723236028	501	72.7
LEUCOVORIN CALCIUM	11	7	4	0.19498542182607562	418	63.6
TETRACYCLINE	11	2	9	-0.6933207125250648	880	18.2
HYDROCHLOROTHIAZIDE;IRBESARTAN	11	7	4	0.19986130865523546	795	63.6
IMIGLUCERASE	11	2	9	-0.244958607432818	511	18.2
EZETIMIBE;SIMVASTATIN	11	8	3	0.37068006088190697	521	72.7
DELORAZEPAM	11	5	6	-0.14579097671018468	1481	45.5
RIFAMPIN	11	9	2	0.45834564722040594	738	81.8
DIGITOXIN	11	6	5	0.08210862400487123	543	54.5
SACITUZUMAB GOVITECAN	11	3	8	-0.36660249285860685	3205	27.3
CEPHALEXIN	11	2	9	-0.5628337056478581	637	18.2
DIPHENHYDRAMINE;PARACETAMOL	11	3	8	-0.4632827116220526	580	27.3
INTERFERON	11	8	3	0.29867598342835966	472	72.7
ENOXAPARIN SODIUM	11	6	5	-0.052992070439864876	652	54.5
DOCOSANOL	11	1	10	-0.6302250049639178	1145	9.1
APROTININ	11	10	1	1.0079209787880121	380	90.9
TALC	11	0	11	-1.8216978572075464	1655	0.0
XANTOFYL	11	4	7	-0.34846580053681264	2176	36.4
PROCYCLIDINE	11	9	2	0.5710081102091724	841	81.8
MILNACIPRAN	11	3	8	-0.48999825414635656	869	27.3
VANDETANIB	11	7	4	0.29512167956097257	538	63.6
DEXAMETHASONE;TOBRAMYCIN	11	1	10	-0.6607892572362556	569	9.1
ALPELISIB	11	6	5	-0.13209571292024186	6900	54.5
PRIMIDONE	11	2	9	-0.4016637387975879	1040	18.2
XIPAMIDE	11	8	3	0.6920030618797491	957	72.7
ESLICARBAZEPINE	11	3	8	-0.34294504285462474	640	27.3
AMLODIPINE BESYLATE	11	2	9	-0.4724272763273593	441	18.2
CILTACABTAGENE AUTOLEUCEL	11	8	3	0.3808635145910562	940	72.7
POVIDONE	11	4	7	-0.35061978233720037	892	36.4
XYLOMETAZOLINE	11	2	9	-1.3387096443379478	1099	18.2
COLESTYRAMINE	11	4	7	-0.3962959711137183	1096	36.4
ISAVUCONAZOLE	11	10	1	0.5518945264950518	420	90.9
VITAMIN B5	11	6	5	0.12815111736152096	716	54.5
BRINZOLAMIDE	11	2	9	-0.3759802690571928	665	18.2
CLIOQUINOL	10	0	10	-1.9331718057518312	591	0.0
KETOTIFEN	10	0	10	-0.8994641056376322	616	0.0
REMIFENTANIL	10	7	3	0.3354427405746691	496	70.0
CISATRACURIUM	10	9	1	0.5597077997904422	440	90.0
OLOPATADINE	10	0	10	-0.8817933083853309	772	0.0
SULPIRIDE	10	4	6	-0.2087236588259366	489	40.0
RIBOCICLIB	10	4	6	-0.6355971154662526	10333	40.0
EMPAGLIFLOZIN;METFORMIN	10	8	2	0.3982586207047372	514	80.0
BELUMOSUDIL	10	5	5	0.0952273305974546	429	50.0
SULFADIAZINE	10	2	8	-0.7269020261648085	1128	20.0
CITRIC ACID;MAGNESIUM;SODIUM PICOSULFATE	10	0	10	-0.9122758335386255	1201	0.0
DEFERIPRONE	10	2	8	-0.29842694643774303	505	20.0
CILOSTAZOL	10	9	1	0.546162549100621	377	90.0
FARICIMAB	10	5	5	0.05126480635198401	2409	50.0
BECAPLERMIN	10	4	6	-0.17299096347181245	651	40.0
LANADELUMAB	10	2	8	-0.48816947289948265	2979	20.0
BENZONATATE	10	2	8	-0.6075509288015517	624	20.0
SODIUM FLUORIDE	10	3	7	-0.4023780982853947	666	30.0
PHENTERMINE;TOPIRAMATE	10	0	10	-0.7343889858758794	1848	0.0
SODIUM	10	3	7	-0.430958692980251	559	30.0
ENZALUTAMIDE	10	5	5	1.0310153279447811	20903	50.0
CANAGLIFLOZIN;METFORMIN	10	6	4	0.08768839395013993	694	60.0
PROGESTERONE	10	1	9	-2.193272337530461	1848	10.0
ALFUZOSIN	10	10	0	1.7660911981045708	527	100.0
AVACOPAN	10	5	5	-0.009512313848306008	407	50.0
LOPINAVIR	10	9	1	0.5511311859298635	343	90.0
BUPROPION HYDROCHLORIDE	10	5	5	-0.20211146871794158	818	50.0
ETRAVIRINE	10	9	1	1.1522619160067458	573	90.0
ROMOSOZUMAB	10	1	9	-0.7437487607593563	1633	10.0
ELBASVIR;GRAZOPREVIR	10	2	8	-0.432339807623286	629	20.0
FLUTICASONE PROPIONATE	10	3	7	-0.4689219372543409	438	30.0
ORITAVANCIN	10	0	10	-0.8632630377108667	688	0.0
LOSARTAN POTASSIUM	10	4	6	-0.15831214383646935	430	40.0
BISMUTH;METRONIDAZOLE;TETRACYCLINE	9	4	5	-0.16866814595345953	408	44.4
INTERFERON BETA	9	0	9	-0.8813503579848504	390	0.0
TINZAPARIN	9	3	6	-0.2951758724907481	598	33.3
OMADACYCLINE	9	4	5	-0.06169243920334325	353	44.4
IODINE	9	1	8	-0.9897022949604809	438	11.1
TOLTERODINE	9	0	9	-1.0530648760689	665	0.0
ENASIDENIB	9	4	5	-0.06554069221743053	395	44.4
VANCOMYCIN HYDROCHLORIDE	9	7	2	0.5346983895297367	401	77.8
INSULIN;LIXISENATIDE	9	6	3	0.0827964085709007	720	66.7
DICLOFENAC;MISOPROSTOL	9	3	6	-0.5886251257778805	970	33.3
RILONACEPT	9	0	9	-0.723253335696638	478	0.0
CEDAZURIDINE;DECITABINE	9	7	2	0.45270608544896906	545	77.8
PROPIOMAZINE	9	4	5	-0.26711128760443786	2265	44.4
ALOGLIPTIN	9	7	2	0.47632440361389367	294	77.8
FLUOCINOLONE	9	2	7	-0.530158684955295	542	22.2
MAGNESIUM;POTASSIUM;SODIUM SULFATE	9	1	8	-0.558604212446866	592	11.1
MAVACAMTEN	9	1	8	-0.45385466125600615	319	11.1
PROMAZINE	9	6	3	0.22704810135332654	977	66.7
MEFLOQUINE	9	3	6	-0.27136394374797485	374	33.3
BEBTELOVIMAB	9	0	9	-0.6806701132960602	551	0.0
CALCIUM CHLORIDE\DEXTROSE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE\SODIUM LACTATE	9	5	4	0.12726167401702315	1059	55.6
PRAZOSIN	9	3	6	-0.341538837105839	500	33.3
MITOMYCIN	9	8	1	0.5792042131954086	540	88.9
HYDROCHLOROTHIAZIDE;RAMIPRIL	9	5	4	0.16434536739510272	411	55.6
BELANTAMAB MAFODOTIN	9	5	4	-0.06101487472975263	777	55.6
GLOFITAMAB	9	8	1	0.6059222992603128	896	88.9
DOXYCYCLINE HYCLATE	9	0	9	-0.8354235622425306	476	0.0
MIDODRINE	9	6	3	0.22697624982301898	485	66.7
BENAZEPRIL	9	6	3	0.22691566001323027	487	66.7
MICONAZOLE	9	1	8	-1.222849350221174	1112	11.1
GEMTUZUMAB OZOGAMICIN	9	6	3	0.35660292052521575	475	66.7
TRIAMCINOLONE ACETONIDE	9	3	6	-0.20073541482022866	495	33.3
ELETRIPTAN	9	0	9	-1.3542087989045564	1254	0.0
ABROCITINIB	9	1	8	-0.5289928746855665	273	11.1
LOPERAMIDE;SIMETICONE	9	6	3	0.20320670010412367	1897	66.7
DIPHENHYDRAMINE HYDROCHLORIDE	9	7	2	0.5401058987843511	926	77.8
NELFINAVIR	9	7	2	0.7054261166901549	495	77.8
DICYCLOVERINE	9	0	9	-0.7176423080165194	419	0.0
UNSPECIFIED, TRIAL	9	7	2	0.4113459601209555	496	77.8
LOTEPREDNOL	9	1	8	-0.6382833355308493	588	11.1
FENOTEROL;IPRATROPIUM	9	1	8	-1.09726336597511	631	11.1
PENTOXIFYLLINE	9	4	5	0.05489199704494371	359	44.4
BETAMETHASONE;CALCIPOTRIOL	9	3	6	-0.33098850267769003	348	33.3
NEPAFENAC	9	0	9	-0.7059099238842531	369	0.0
FLUCLOXACILLIN	9	3	6	-0.29685280596193603	428	33.3
ATORVASTATIN;EZETIMIBE	8	8	0	0.8520875463736257	260	100.0
DARATUMUMAB;HYALURONIDASE	8	6	2	0.2700608179885079	277	75.0
MISOPROSTOL	8	0	8	-2.8044641277956543	599	0.0
PEGINTERFERON ALFA	8	6	2	0.31374506148297443	305	75.0
DARIDOREXANT	8	0	8	-0.6629408459925664	338	0.0
ZICONOTIDE	8	3	5	-0.18683633666662983	366	37.5
DEXAMFETAMINE;AMFETAMINE	8	6	2	0.3403797084430691	431	75.0
ATOGEPANT	8	0	8	-0.8607555536848296	1772	0.0
AMLODIPINE;OLMESARTAN	8	4	4	-0.06461111689239174	317	50.0
METHYLTHIONINIUM	8	2	6	-0.14504029617118464	654	25.0
CIDOFOVIR	8	8	0	0.7795156790728086	315	100.0
PARATHYROID HORMONE	8	1	7	-0.7994308134997896	735	12.5
AGOMELATINE	8	1	7	-0.8103879300663239	343	12.5
LOVASTATIN	8	5	3	0.1650459836719279	467	62.5
COBICISTAT;DARUNAVIR	8	6	2	0.7863924769518552	430	75.0
ATRACURIUM	8	4	4	-0.0650104643004476	459	50.0
DACLIZUMAB	8	2	6	-0.2844683773506459	973	25.0
NELARABINE	8	7	1	0.7666265160516498	291	87.5
PSEUDOEPHEDRINE HYDROCHLORIDE	8	2	6	-0.5665092293665785	1634	25.0
RISDIPLAM	8	1	7	-0.4235083259913003	526	12.5
CYTARABINE;DAUNORUBICIN	8	8	0	0.8308610196656363	254	100.0
CHLORDIAZEPOXIDE	8	7	1	0.824268187914173	268	87.5
AVIBACTAM;CEFTAZIDIME	8	8	0	1.0986380626930932	358	100.0
MARAVIROC	8	8	0	1.0900221867843842	360	100.0
MEFENAMIC ACID	8	1	7	-0.747498017928542	336	12.5
BISOPROLOL;HYDROCHLOROTHIAZIDE	8	1	7	-0.7932748305285063	358	12.5
PREDNISOLONE ACETATE	8	1	7	-0.5243889820148205	486	12.5
LETERMOVIR	8	8	0	0.898463869444703	379	100.0
PANAX SPP	8	2	6	-0.42820973100346305	474	25.0
CITRIC ACID	8	6	2	0.5088801877217026	480	75.0
PENICILLINS, UNSPECIFIED	8	4	4	-0.061425492804833684	844	50.0
DEFLAZACORT	8	7	1	0.9842618214314183	555	87.5
AMIVANTAMAB	8	2	6	-0.43586569732626934	315	25.0
DINUTUXIMAB	8	7	1	0.5829655311655555	263	87.5
TIOPRONIN	8	2	6	-0.27258854826976253	396	25.0
FERRIC DERISOMALTOSE	8	0	8	-1.121288939481258	385	0.0
HYALURONIC ACID	8	1	7	-1.060308351674043	365	12.5
ERDAFITINIB	8	6	2	0.3300850527744899	275	75.0
FLUTICASONE FUROATE\VILANTEROL TRIFENATATE	8	0	8	-0.9677198283464264	342	0.0
ACETYLSALICYLIC ACID;DIPYRIDAMOLE	8	2	6	-0.09288258013820336	797	25.0
DIVALPROEX SODIUM	8	7	1	0.46423448722406124	401	87.5
DISULFIRAM	8	7	1	0.7253710707078811	313	87.5
TRANDOLAPRIL	8	7	1	0.8053471988241611	439	87.5
DIPYRIDAMOLE	8	4	4	0.2855256290930091	1269	50.0
TALIGLUCERASE ALFA	8	1	7	-0.5027629112373349	246	12.5
HYDROCHLOROTHIAZIDE;TELMISARTAN	8	5	3	0.1279722331697818	404	62.5
HYDROCODONE;IBUPROFEN	8	7	1	0.79903807091201	981	87.5
BROTIZOLAM	8	3	5	-0.35362460511206006	347	37.5
INDINAVIR	8	8	0	1.1673845559846932	384	100.0
DIPHENHYDRAMINE;IBUPROFEN	8	0	8	-0.7590367296530084	318	0.0
HYDROXYPROGESTERONE	8	0	8	-3.6484744146024983	1937	0.0
HYDROXYUREA	8	6	2	0.4209468326396281	374	75.0
TAZOBACTAM	8	6	2	0.4477831133386353	350	75.0
ALFACALCIDOL	8	2	6	-0.6137024152636117	371	25.0
SELEGILINE	8	1	7	-0.7346165488955648	447	12.5
ESZOPICLONE	8	0	8	-0.8555895847914071	344	0.0
TECLISTAMAB	8	5	3	0.30414176505571183	828	62.5
ETESEVIMAB	8	1	7	-0.4673717479425837	536	12.5
DONANEMAB	8	2	6	-0.383930521660969	472	25.0
IDECABTAGENE VICLEUCEL	8	8	0	0.7946945490676758	924	100.0
ISOFLURANE	8	5	3	0.4797768947268276	444	62.5
BREXUCABTAGENE AUTOLEUCEL	8	8	0	0.876699817194164	1306	100.0
EMPAGLIFLOZIN;LINAGLIPTIN	8	2	6	-0.2559603128600079	432	25.0
GLYCOPYRROLATE	8	7	1	0.4781271721605714	352	87.5
ROMIDEPSIN	8	7	1	0.5495447410719014	294	87.5
ETHOSUXIMIDE	8	2	6	-0.45961249674340354	619	25.0
ESCITALOPRAM OXALATE	8	1	7	-0.7754295178966875	368	12.5
TUBERCULIN	8	1	7	-0.6047746236128472	415	12.5
DEXTROPROPOXYPHENE;PARACETAMOL	8	5	3	0.33276827720180635	1156	62.5
GLUCOSAMINE	8	0	8	-2.0862171027556577	782	0.0
ACLIDINIUM BROMIDE	7	7	0	0.9375387914423673	659	100.0
METHADONE HYDROCHLORIDE	7	4	3	0.008406335623302714	835	57.1
GLYCEROL PHENYLBUTYRATE	7	1	6	-0.46197620966799086	252	14.3
BENZODIAZEPINES, UNSPECIFIED	7	5	2	0.4500014120605958	861	71.4
AMIFAMPRIDINE	7	4	3	0.09146670745252242	371	57.1
LISOCABTAGENE MARALEUCEL	7	6	1	0.6030159700263853	632	85.7
SONIDEGIB	7	2	5	-0.41510042096318117	520	28.6
SAQUINAVIR	7	7	0	1.2519578359609966	297	100.0
NALOXEGOL	7	3	4	0.019114358988675466	348	42.9
NADROPARIN	7	2	5	-0.20942997381445985	321	28.6
ETELCALCETIDE	7	5	2	0.2606300248594232	414	71.4
FLUPHENAZINE	7	6	1	0.521165820512387	308	85.7
.ALPHA.-TOCOPHEROL, D-	7	1	6	-0.9833130459349643	428	14.3
TALQUETAMAB	7	3	4	-0.17164367582879314	430	42.9
TALAZOPARIB	7	5	2	0.42266574324999046	436	71.4
PILOCARPINE	7	1	6	-0.5770069279610647	560	14.3
ORLISTAT	7	0	7	-1.066371655183098	429	0.0
TUCATINIB	7	3	4	-0.6735341837196026	3117	42.9
DIHYDROCODEINE	7	4	3	0.06600659165692256	428	57.1
TRAZODONE HYDROCHLORIDE	7	1	6	-0.643575223172664	250	14.3
GUAIFENESIN;PARACETAMOL;PHENYLEPHRINE	7	1	6	-0.51912937555048	440	14.3
CODEINE;PROMETHAZINE	7	3	4	-0.059187481989341505	2719	42.9
CILGAVIMAB;TIXAGEVIMAB	7	6	1	0.5075095963332821	402	85.7
MINOCYCLINE HYDROCHLORIDE	7	2	5	-1.2544812670477319	842	28.6
PIRARUBICIN	7	4	3	-0.10747513686866858	740	57.1
CYCLOSERINE	7	6	1	0.8190719323829221	295	85.7
SODIUM ZIRCONIUM CYCLOSILICATE	7	7	0	0.6569828072619038	296	100.0
DORZOLAMIDE	7	3	4	-0.0850576208614038	546	42.9
DALFAMPRIDINE	7	0	7	-0.7068334581902048	468	0.0
ZOLMITRIPTAN	7	1	6	-1.3226241972554216	713	14.3
OLODATEROL	7	1	6	-0.7386941617154064	407	14.3
TRIHEPTANOIN	7	4	3	0.2398502014460168	299	57.1
CEFTRIAXONE SODIUM	7	4	3	0.11052764820164575	288	57.1
DEUCRAVACITINIB	7	0	7	-0.7055560624741416	269	0.0
FEXOFENADINE;PSEUDOEPHEDRINE	7	0	7	-0.6889531422633163	319	0.0
CEFPROZIL	7	0	7	-0.9856031538836774	207	0.0
NITRAZEPAM	7	2	5	-0.43481062491474626	346	28.6
THIOPENTAL	7	5	2	0.5819631305078883	367	71.4
DEFEROXAMINE	7	2	5	-0.31570061495477536	272	28.6
IMIQUIMOD	7	1	6	-0.4636058869894221	434	14.3
LAPATINIB	7	2	5	-0.6939018091720557	3102	28.6
FINERENONE	7	6	1	0.5192540127662147	413	85.7
NIMESULIDE	7	1	6	-0.7321537581489403	274	14.3
IMIPRAMINE	7	1	6	-0.4863076259564858	209	14.3
ETIZOLAM	7	6	1	0.6526323718204826	843	85.7
AMITRIPTYLINE HYDROCHLORIDE	7	2	5	-0.4798324871191092	380	28.6
DEXRAZOXANE	7	4	3	0.09582669159690563	611	57.1
FERUMOXYTOL	7	0	7	-0.9661242997953738	352	0.0
FENOTEROL	6	2	4	-0.7460163307790036	295	33.3
OMACETAXINE	6	2	4	-0.39771705650453976	257	33.3
HERBALS, UNSPECIFIED;PLANTAGO SPP	6	1	5	-1.2568850387294184	442	16.7
MITOTANE	6	0	6	-0.8553182092697927	241	0.0
MARIBAVIR	6	4	2	0.2270004340761755	670	66.7
EPHEDRINE	6	2	4	-0.19265189971391272	366	33.3
EPINEPHRINE;LIDOCAINE	6	1	5	-0.5204246967721048	732	16.7
ECGONINE	6	5	1	0.8139327737498748	356	83.3
TERAZOSIN	6	6	0	1.1010156917187623	271	100.0
FORMOTEROL;GLYCOPYRRONIUM	6	2	4	-0.35663830331965957	246	33.3
ORPHENADRINE	6	0	6	-1.4555302376466688	151	0.0
SODIUM POLYSTYRENE SULFONATE	6	6	0	0.9682122847997982	239	100.0
COLESEVELAM	6	1	5	-1.3713937714151763	608	16.7
GRANISETRON	6	1	5	-0.6132513024116695	322	16.7
AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE	6	1	5	-0.7331356520361846	307	16.7
ANTI-D IMMUNOGLOBULIN	6	0	6	-1.9950235490572787	456	0.0
SOTATERCEPT	6	3	3	-0.10054821346235261	378	50.0
PRALSETINIB	6	4	2	0.2187963260800224	259	66.7
CITALOPRAM HYDROBROMIDE	6	1	5	-0.7526737360191582	451	16.7
POLYMYXIN B	6	2	4	-0.19658655678269477	407	33.3
OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE	6	2	4	-0.3308304739302794	439	33.3
GIMERACIL;OTERACIL;TEGAFUR	6	6	0	0.6832145761689743	440	100.0
PRAVASTATIN SODIUM	6	2	4	-0.24954212268588072	233	33.3
SUCROFERRIC OXYHYDROXIDE	6	4	2	0.28006461520595194	287	66.7
PLECANATIDE	6	0	6	-0.814126168284445	354	0.0
GADOVERSETAMIDE	6	2	4	-0.07522277397398924	270	33.3
MERCAPTAMINE	6	2	4	-0.2048068310536901	294	33.3
ERIBULIN	6	1	5	-0.6408404745815721	1006	16.7
FULVESTRANT	6	2	4	-0.9200106946320447	6145	33.3
CALCIUM;VITAMIN D2	6	0	6	-1.1157383748960765	215	0.0
CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM CHLORIDE;SODIUM LACTATE	6	5	1	0.675109442854721	495	83.3
PROPRANOLOL HYDROCHLORIDE	6	4	2	0.2975671194339757	367	66.7
GLIMEPIRIDE;ROSIGLITAZONE	6	6	0	0.8258577381567531	557	100.0
DIPHENHYDRAMINE;NAPROXEN	6	0	6	-0.6501301880670517	303	0.0
PEGLOTICASE	6	2	4	-0.18712029488100979	887	33.3
CLOXACILLIN	6	5	1	0.46126704429852516	418	83.3
ELIGLUSTAT	6	1	5	-0.4514626513099915	437	16.7
NAPHAZOLINE;PHENIRAMINE	6	0	6	-0.6389193640511222	965	0.0
DIPHTHERIA VACCINE	6	0	6	-1.6546067409740732	333	0.0
ELRANATAMAB	6	6	0	0.7518103007498133	414	100.0
FIDAXOMICIN	6	1	5	-0.5027543103102733	270	16.7
BALOXAVIR MARBOXIL	6	1	5	-0.42982913869546646	259	16.7
ARACHIS SPP	6	0	6	-0.7206771825917503	457	0.0
DICLOFENAC POTASSIUM	6	0	6	-1.2023930834349517	262	0.0
CEFTAROLINE	6	6	0	0.7502762840871261	234	100.0
ELUXADOLINE	6	1	5	-0.4137073567091843	320	16.7
VIBEGRON	6	1	5	-0.4883569318799256	285	16.7
VERTEPORFIN	6	2	4	-0.25349851579655147	462	33.3
CEFOXITIN	6	2	4	-0.41705231588273106	229	33.3
DARUNAVIR;RITONAVIR	6	5	1	0.5876183576145007	383	83.3
MOXIFLOXACIN HYDROCHLORIDE	6	3	3	-0.013504453617277331	392	50.0
ZANUBRUTINIB	6	4	2	0.2958923089131142	219	66.7
MOSUNETUZUMAB	6	5	1	0.5785923057922191	345	83.3
LOPERAMIDE HYDROCHLORIDE	6	0	6	-0.8539409995138737	315	0.0
DIHYDROERGOTAMINE	6	2	4	-1.1864876500009884	1295	33.3
ACEBUTOLOL	6	5	1	1.386494871238144	1453	83.3
THIOCOLCHICOSIDE	5	2	3	-0.10510620660104701	194	40.0
NALOXONE;TILIDINE	5	4	1	0.5537570939275203	422	80.0
ASCORBIC ACID;MACROGOL;POTASSIUM;SODIUM	5	1	4	-0.7668246660454747	173	20.0
ASCIMINIB	5	2	3	-0.11717870931092442	267	40.0
PENTAMIDINE	5	4	1	0.7086759039754954	254	80.0
OLANZAPINE;SAMIDORPHAN	5	0	5	-0.6198590692662125	229	0.0
CHLORPROTHIXENE	5	4	1	0.45386105297094304	258	80.0
STREPTOMYCIN	5	4	1	0.5174870218774652	236	80.0
POLIDOCANOL	5	0	5	-0.6619414759231269	363	0.0
CALCIUM;GLUCOSE;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	5	5	0	0.7810188992447362	196	100.0
METHYLPHENIDATE HYDROCHLORIDE	5	3	2	0.2942441490579145	224	60.0
TEBENTAFUSP	5	2	3	-0.13398443374660435	165	40.0
FLUDROCORTISONE	5	1	4	-0.7701664806206769	282	20.0
OLARATUMAB	5	2	3	-0.24989745943214184	207	40.0
POMALIDOMIDE, TRIAL	5	5	0	0.741702695911368	292	100.0
CLORHEXIDINE;ISOPROPANOL	5	0	5	-2.165997672636723	1014	0.0
CASIRIVIMAB	5	0	5	-0.785442410765269	189	0.0
GADOTERIDOL	5	0	5	-0.6940650442197709	256	0.0
CARBON MONOXIDE	5	4	1	0.9006648174245256	455	80.0
MORPHINE;NALTREXONE	5	0	5	-0.784919893669388	168	0.0
FERROUS SULFATE	5	1	4	-0.6672508852215973	173	20.0
SUXAMETHONIUM	5	2	3	-0.12900412418285598	196	40.0
CARGLUMIC ACID	5	2	3	-0.0862336055418295	288	40.0
MOCLOBEMIDE	5	3	2	0.27637165523661333	374	60.0
EMICIZUMAB	5	4	1	1.4801855550197425	4636	80.0
VORINOSTAT	5	3	2	0.22572274767182804	420	60.0
VONOPRAZAN	5	0	5	-0.9925514378043492	146	0.0
NORFLOXACIN	5	0	5	-1.1292395059188165	151	0.0
EDARAVONE	5	3	2	0.30048380898641636	671	60.0
PIMECROLIMUS	5	0	5	-0.8050448664209295	359	0.0
MICAFUNGIN SODIUM	5	4	1	0.5882615614757547	167	80.0
BAMLANIVIMAB;ETESEVIMAB	5	1	4	-0.4159182631271596	205	20.0
OMEPRAZOLE MAGNESIUM	5	3	2	0.03728528193774783	254	60.0
PAPAVERINE	5	5	0	1.6431005963848626	296	100.0
ETONOGESTREL	5	0	5	-5.065354946644419	5189	0.0
CALCIUM;GLUCOSE;HYDROCHLORIC ACID;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	5	5	0	0.8399416877823604	254	100.0
TAFASITAMAB	5	4	1	0.44640918954128506	295	80.0
PITOLISANT	5	0	5	-0.8755272554626801	243	0.0
CLOTIAPINE	5	5	0	0.9352942171597884	311	100.0
ALMOTRIPTAN	5	0	5	-3.448923859177621	1155	0.0
SULFAGUANIDINE	5	5	0	1.8888602791494677	270	100.0
