drug_name	adverse_event	direction	log_ratio	ror_female	ror_male	n_female	n_male	total_reports
SECUKINUMAB	Type 2 diabetes mellitus	female_higher	1.9806098171892847	14.590224346061996	2.013233069110374	1995	96	2091
RITUXIMAB	Confusional state	female_higher	1.9804174686850655	5.238782789673899	0.7230128459734676	3062	334	3396
METHYLPREDNISOLONE	C-reactive protein increased	female_higher	1.9789838768575962	20.729901849906966	2.86507152482608	985	124	1109
APREMILAST	Weight increased	female_higher	1.9770000227817721	1.4134030525537138	0.19573379850674244	1431	74	1505
HYDROXYCHLOROQUINE	Fatigue	female_higher	1.9768578301230257	5.667006631266049	0.7849017072125167	8200	288	8488
MYCOPHENOLIC ACID	Swelling	female_higher	1.9750296676470103	4.883639423258075	0.6776401106068962	986	79	1065
CELECOXIB	Inflammation	female_higher	1.97338759520066	15.821213221116196	2.198914992036137	1114	35	1149
PREDNISONE	Systemic lupus erythematosus	female_higher	1.9728224478264083	53.341210540781496	7.417831512468302	7112	149	7261
DICLOFENAC	Muscular weakness	female_higher	1.9716814070299402	5.095444876105068	0.7094009283842239	1168	68	1236
RITUXIMAB	Anti-cyclic citrullinated peptide antibody positive	female_higher	1.9712911065972882	390.1650832653487	54.340990594084495	4162	52	4214
OXYCODONE;PARACETAMOL	Fatigue	female_higher	1.9709048654183252	1.4440794468125808	0.20120463426553947	1955	255	2210
SECUKINUMAB	Night sweats	female_higher	1.9708934083534604	9.279254258696085	1.2929000231208467	1280	89	1369
DICLOFENAC	Contraindicated product administered	female_higher	1.968964493837066	74.81903366360518	10.44483731525904	4348	189	4537
CETIRIZINE	Dyspepsia	female_higher	1.965475261221866	10.281113786761518	1.4402739491393184	1251	41	1292
CETIRIZINE	Sinusitis	female_higher	1.965362225687996	13.362241568043636	1.8721185618769924	2075	45	2120
GOLIMUMAB	Pyrexia	female_higher	1.965323679343872	4.211261948525369	0.590042136803126	3029	150	3179
OXYCODONE	Intentional product use issue	female_higher	1.965097705413329	5.403586360546765	0.7572704442311021	1509	304	1813
RISPERIDONE	Schizophrenia	female_higher	1.9648796342302925	119.12986570213467	16.69876178826121	759	688	1447
HYDROXYCHLOROQUINE	Abdominal discomfort	female_higher	1.9645436627229442	22.60582833729204	3.1697860748505273	7108	223	7331
NAPROXEN	Synovitis	female_higher	1.9639891574196353	62.229247850207166	8.730616225533556	2281	45	2326
HYDROXYCHLOROQUINE	Liver injury	female_higher	1.9630454118658065	56.06318400183042	7.872958622596695	1984	83	2067
RAMIPRIL	Nasopharyngitis	female_higher	1.9628656599424243	5.8720898964798804	0.8247664205005577	1013	90	1103
SULFAMETHOXAZOLE;TRIMETHOPRIM	Abdominal pain upper	female_higher	1.9577357933068145	5.043615774483961	0.7120461495614718	1133	86	1219
VITAMIN B9	Vomiting	female_higher	1.957644194617111	11.093746186965271	1.566333203164425	2545	70	2615
METHOTREXATE	Road traffic accident	female_higher	1.9539970475958148	5.061792220865335	0.7172890129765201	1164	91	1255
NAPROXEN	Hypoaesthesia	female_higher	1.9538287337112519	6.922885196449958	0.9811831740612675	1886	83	1969
RITUXIMAB	Lower respiratory tract infection	female_higher	1.9533570552375252	15.23143280367979	2.1597752923495523	3018	241	3259
ISOTRETINOIN	Irritable bowel syndrome	male_higher	-1.95085138279661	18.671587699620332	131.3485368681931	555	591	1146
LEFLUNOMIDE	Hepatic enzyme increased	female_higher	1.9487217747119852	54.642314124136306	7.784128024257199	5856	156	6012
METHOTREXATE	Amnesia	female_higher	1.947058579541377	2.6111174205074845	0.3725886364131158	1021	61	1082
GOLIMUMAB	Joint swelling	female_higher	1.9467621548547018	22.454708935305828	3.205083648692526	6827	190	7017
CORTISONE	Blood cholesterol increased	female_higher	1.9465369638761456	134.7252989089542	19.234411079414095	1799	28	1827
GOLIMUMAB	Hip arthroplasty	female_higher	1.9452552158465113	35.019250050308045	5.006027547469736	1246	41	1287
MINOXIDIL	Overdose	female_higher	1.9449260610685593	8.866626115211695	1.2679079928875816	1843	460	2303
SARILUMAB	Hypersensitivity	female_higher	1.943572700234717	11.812012029870493	1.6913791852950473	1903	30	1933
METHOTREXATE	Discomfort	female_higher	1.9429668315091055	11.022549669231212	1.579291474968432	4515	217	4732
SACITUZUMAB GOVITECAN	Disease progression	female_higher	1.9423831324942453	99.66126288221025	14.287627203098593	1350	29	1379
RITUXIMAB	Neck pain	female_higher	1.9410509351571597	4.544120097751974	0.6523220977253149	1242	77	1319
DICLOFENAC	Psoriatic arthropathy	female_higher	1.940249735349851	34.57255208370519	4.966971705005035	2895	155	3050
PARACETAMOL	Lung disorder	female_higher	1.9400121859261197	6.679678298832046	0.9598844576342183	1084	81	1165
PREDNISONE	Dry mouth	female_higher	1.939877719695232	4.794044675846448	0.68900740221406	1589	119	1708
INFLIXIMAB	Wound infection	female_higher	1.939673782953426	26.707157109264624	3.8391761643889377	1051	81	1132
CERTOLIZUMAB	Road traffic accident	female_higher	1.9395235064972827	7.457370822202991	1.0721643997818864	1022	40	1062
ETANERCEPT	Confusional state	female_higher	1.9389406451401983	1.5728273711728802	0.2262610694055148	3666	200	3866
PARACETAMOL	Oedema	female_higher	1.9381591443339077	6.549459956902657	0.9429174429596997	1173	75	1248
CELECOXIB	Dry mouth	female_higher	1.9378848878982777	9.741723027236333	1.4028882066388348	1034	33	1067
TOFACITINIB	Confusional state	female_higher	1.937811097671731	3.4629561023210482	0.498730949234417	2924	119	3043
CELECOXIB	Lower respiratory tract infection	female_higher	1.9372480831023773	15.621582517246548	2.251069349373834	988	36	1024
CODEINE;PARACETAMOL	Fatigue	female_higher	1.9360525547539083	2.7061304107879236	0.3904197514104729	978	68	1046
SULFASALAZINE	Confusional state	female_higher	1.9357209377436164	12.790071752489268	1.8458655271150262	2456	90	2546
CODEINE	Arthralgia	female_higher	1.933843107218245	3.2862831516480013	0.4751684424046746	970	44	1014
TRIAMCINOLONE	Fatigue	female_higher	1.9328049938024212	1.9877697972211463	0.2877130388552223	960	60	1020
TOCILIZUMAB	Sleep disorder due to general medical condition, insomnia type	female_higher	1.9319012662199895	139.54848562593267	20.216737326930684	2226	43	2269
CERTOLIZUMAB	Rheumatoid factor positive	female_higher	1.9293403520859265	179.42534534680223	26.060450692664187	2653	13	2666
HYDROCORTISONE	Wheezing	female_higher	1.929028508809153	35.10986257432708	5.101086555912994	1385	92	1477
METHOTREXATE	Sciatica	female_higher	1.9284848167169093	11.945119838571001	1.7364416603774218	1376	52	1428
METHYLPREDNISOLONE	Hepatic enzyme increased	female_higher	1.927641396774451	13.521494639968791	1.9672550943789548	1385	124	1509
SULFASALAZINE	Hypoaesthesia	female_higher	1.9273427497747464	8.31852196713003	1.2106311571532642	1930	41	1971
VITAMIN B9	Pneumonia	female_higher	1.9271948374756054	12.659493338931497	1.8426643817997337	1872	86	1958
HYDROXYCHLOROQUINE	Vomiting	female_higher	1.926918257152275	3.5649611960285688	0.5190447956639056	3417	91	3508
HYDROMORPHONE	Asthma	female_higher	1.9264636292060378	5.620941642554555	0.8187598780760496	970	97	1067
CALCIUM	Urticaria	female_higher	1.9261919274870003	16.88363959191917	2.459979838242055	1269	35	1304
DICLOFENAC	Mobility decreased	female_higher	1.9215292867376945	14.871678790280846	2.1769599063623932	2399	123	2522
LEFLUNOMIDE	Bursitis	female_higher	1.920753667534549	56.520603485008905	8.280071201670602	1434	18	1452
BELIMUMAB	Systemic lupus erythematosus	male_higher	-1.9198649885833903	54.10565645846573	369.00261272817403	2539	174	2713
OXYCODONE;PARACETAMOL	Abdominal discomfort	female_higher	1.9169893137678107	4.82782603813585	0.7099270625327776	1469	172	1641
PARACETAMOL	Gastrointestinal disorder	female_higher	1.9167885666003985	8.248941340168843	1.2132422277090569	2560	142	2702
HYDROXYCHLOROQUINE	Hypersensitivity	female_higher	1.916226540663371	13.63956428313606	2.0072149559438617	5156	120	5276
NAPROXEN	Weight decreased	female_higher	1.9134178155311388	2.866041917450272	0.4229565345297332	1248	95	1343
INFLIXIMAB	Lung disorder	female_higher	1.912102950688603	7.079555897825693	1.0461410763270056	1354	127	1481
RANITIDINE	Abdominal pain upper	female_higher	1.9113192809801678	0.5062676102304933	0.07486946439941504	950	111	1061
VITAMIN D3	Abdominal pain upper	female_higher	1.910676816507073	13.825968218746329	2.045969504239904	1073	45	1118
CERTOLIZUMAB	Dry mouth	female_higher	1.9105399358684618	3.925468113454439	0.5809710639918002	1315	30	1345
METHOTREXATE	Maternal exposure during pregnancy	female_higher	1.9100763363965254	5.534319084814148	0.8194615524922539	5069	18	5087
CORTISONE	Rash	female_higher	1.9086207130094524	31.34622776782886	4.648168264805715	3311	84	3395
PSEUDOEPHEDRINE	Vomiting	female_higher	1.9078820237201661	11.146070012544069	1.6540138113071607	1798	29	1827
GOLIMUMAB	Pruritus	female_higher	1.906609374081865	3.5929558273655404	0.5338533196232824	3416	118	3534
LEUPRORELIN	Wrong technique in product usage process	male_higher	-1.9062447296824283	1.1435434091980785	7.693504682436088	206	3852	4058
CERTOLIZUMAB	Contusion	female_higher	1.905953053530759	5.988543974035685	0.8903819535099992	2504	55	2559
CORTISONE	Decreased appetite	female_higher	1.9035336596549142	16.330521567333076	2.43391771141477	1257	30	1287
SULFAMETHOXAZOLE	Dyspnoea	female_higher	1.9031074428550683	35.71931739282778	5.325913270181702	1597	67	1664
TOCILIZUMAB	Joint range of motion decreased	female_higher	1.897549978689327	40.63207618228663	6.092191259564391	1856	46	1902
USTEKINUMAB	Dyspepsia	female_higher	1.8951225399070266	4.3408208798761105	0.6524250143984047	1007	72	1079
RITUXIMAB	Contusion	female_higher	1.8949388481092215	5.1002153109618265	0.7667027578117119	2373	153	2526
RISPERIDONE	Gynaecomastia	male_higher	-1.8947951592511663	183.23836391894463	1218.752409829231	34	24373	24407
METHOTREXATE	Sleep disorder due to general medical condition, insomnia type	female_higher	1.8933069298708274	71.28797903245041	10.734048437932408	2185	71	2256
HYDROXYCHLOROQUINE	Pulmonary fibrosis	female_higher	1.892529374579291	46.40901583416837	6.993382694192965	1315	68	1383
SARILUMAB	Stomatitis	female_higher	1.8923264581631367	19.317445603728977	2.9115399881464747	1035	21	1056
RITUXIMAB	Mobility decreased	female_higher	1.8917307619630543	9.20757323402557	1.388599327558822	3143	238	3381
TRAMADOL	Fibromyalgia	female_higher	1.8851281166689764	17.97752620215939	2.729161220698088	1153	17	1170
VITAMIN D3	Malaise	female_higher	1.8841834256261714	5.9936300823305055	0.9107506100185149	1067	47	1114
CETIRIZINE	Wheezing	female_higher	1.8827847891615574	24.345009731718157	3.7044770445457025	1746	74	1820
CETIRIZINE	Pneumonia	female_higher	1.8813985855247375	3.832473506536779	0.5839802199793845	1385	82	1467
VITAMIN C	Hypertension	female_higher	1.881038231907279	49.66534404193099	7.570576004574955	1561	69	1630
CERTOLIZUMAB	Pulmonary fibrosis	female_higher	1.8786046376178693	19.38660028775171	2.9623340351054797	1105	50	1155
INFLIXIMAB	Gait inability	female_higher	1.878406799956047	8.474081885912454	1.2951227980389206	1439	101	1540
RITUXIMAB	Liver disorder	female_higher	1.8763377544112294	8.505701343850058	1.3026477586729508	1288	154	1442
HYDROXYCHLOROQUINE	Systemic lupus erythematosus	female_higher	1.8761752984877504	95.33361533467257	14.602710785444392	6425	53	6478
TESTOSTERONE	Asthenia	male_higher	-1.8757679729286785	0.30923904185857964	2.018041062858969	10	1137	1147
APREMILAST	Irritable bowel syndrome	female_higher	1.8751064620484559	12.07195879702357	1.851097758920887	1273	39	1312
RITUXIMAB	Memory impairment	female_higher	1.8715544588503064	1.9880780602826824	0.30593393909370115	1401	105	1506
RANITIDINE	Hypertension	female_higher	1.8711089947323225	0.5282765577216616	0.08132967331693729	875	148	1023
SECUKINUMAB	Joint range of motion decreased	female_higher	1.866132090000386	22.825620811881933	3.531601796997123	1400	75	1475
RITUXIMAB	Peripheral swelling	female_higher	1.8648232767267725	5.509665436581047	0.8535771274758979	4546	363	4909
VITAMIN B9	Synovitis	female_higher	1.8645375474221977	456.04926400553063	70.67297786006934	3585	62	3647
SULFAMETHOXAZOLE;TRIMETHOPRIM	Hypersensitivity	female_higher	1.8634099503239678	12.093807730817504	1.8762659660863679	2356	171	2527
HYDROXYCHLOROQUINE SULFATE	Hepatic enzyme increased	female_higher	1.863313980808067	41.93195566988115	6.50606110815143	1089	24	1113
USTEKINUMAB	Infusion related reaction	female_higher	1.8631331682204044	26.563059872355407	4.122205582957046	3354	288	3642
CERTOLIZUMAB	Lung disorder	female_higher	1.8631202895158037	6.607100557842807	1.0253403674879351	1162	45	1207
PARACETAMOL	Swelling	female_higher	1.8627016316016611	9.184927066446654	1.4259840638762038	3484	160	3644
GOLIMUMAB	Condition aggravated	female_higher	1.8624235316423627	6.290504522012327	0.9768889926980526	4193	189	4382
VITAMIN B9	Treatment failure	female_higher	1.8617010472755902	58.41073760843398	9.07749877008593	2280	91	2371
TOCILIZUMAB	Fatigue	female_higher	1.8606584420090253	4.3386264479991485	0.6749608224388887	11354	450	11804
CETIRIZINE	Gait disturbance	female_higher	1.8598079311264075	3.7185758582702944	0.5789916806808488	982	39	1021
USTEKINUMAB	Adverse drug reaction	female_higher	1.858027394061924	5.434871429069654	0.8477313226649726	993	134	1127
VITAMIN C	Pyrexia	female_higher	1.8553684795937024	18.63507963558935	2.9144389368132697	1057	51	1108
ALENDRONIC ACID	Knee arthroplasty	female_higher	1.8553161827957174	48.33488379596952	7.559744164766956	1490	11	1501
HYDROMORPHONE	Pneumonia	female_higher	1.853452114142983	2.0942502513148558	0.3281591745372593	861	170	1031
GOLIMUMAB	Chest pain	female_higher	1.8519542637572906	3.0221803242747933	0.47427131279391	1236	53	1289
CALCIUM	Pyrexia	female_higher	1.8510388435179155	11.50518221593586	1.8071639135586237	1437	81	1518
ALENDRONIC ACID	Therapeutic product effect decreased	female_higher	1.850982040805531	51.64170723925588	8.112025456968034	2997	31	3028
CALCIUM	Pain	female_higher	1.8504315913245986	9.259231222142187	1.4552670634161817	2383	97	2480
CALCIUM	Abdominal pain upper	female_higher	1.8497998117118848	11.283321235914741	1.7745126588382878	1088	35	1123
CERTOLIZUMAB	Hand deformity	female_higher	1.8482970632408264	144.6120762508898	22.777148119169016	5202	49	5251
APREMILAST	Swelling	female_higher	1.8471646616462083	3.455437735097257	0.5448659290469066	1700	79	1779
LEFLUNOMIDE	Lung disorder	female_higher	1.845987727715771	16.25105768903377	2.565543295994365	1482	50	1532
CODEINE;PARACETAMOL	Off label use	female_higher	1.8450796319236014	2.6731811849186915	0.42239667694374167	1006	96	1102
VITAMIN B9	Dizziness	female_higher	1.8446029878349346	5.643500817118399	0.8921701596707938	1519	48	1567
ADALIMUMAB	Hypercholesterolaemia	female_higher	1.842734780816591	9.94403999751497	1.574973734546254	1259	86	1345
LEUPRORELIN	Off label use	female_higher	1.8421254521448418	1.9302242664016973	0.3059023774807545	1259	761	2020
RITUXIMAB	Arthropathy	female_higher	1.8417892381560987	27.92961892645261	4.427780744073987	6554	458	7012
CORTISONE	Pruritus	female_higher	1.839624283109134	12.525282111887707	1.9899805951567504	1651	30	1681
HYDROXYCHLOROQUINE	Psoriatic arthropathy	female_higher	1.8394535817599273	33.85522601580294	5.3797386404420395	2846	92	2938
VITAMIN D3	Arthralgia	female_higher	1.8394109016815727	7.55108736027487	1.1999509397754695	1232	55	1287
ETANERCEPT	Hypercholesterolaemia	female_higher	1.8391592981965612	11.42826545627782	1.8165342264681374	1236	59	1295
SARILUMAB	Vomiting	female_higher	1.8387854090382683	2.543774380482584	0.4044866873446257	1025	21	1046
TOCILIZUMAB	Contusion	female_higher	1.8378080616100123	8.348353608710768	1.3287734320859093	3096	86	3182
OXYCODONE	Systemic lupus erythematosus	female_higher	1.8372188662204625	15.795599216073803	2.5156029198589853	2654	78	2732
PREDNISONE	Rash	female_higher	1.836418718727904	4.3266890720060776	0.6896189242138486	7004	795	7799
ETANERCEPT	Wheezing	female_higher	1.8332516466886748	2.1885704269161215	0.3499366681176575	2252	98	2350
CHLORHEXIDINE	Hypersensitivity	female_higher	1.8323328018716012	74.61351457972927	11.941131267721977	2904	47	2951
RANITIDINE	Off label use	female_higher	1.831726504892555	0.2517484354979215	0.040314201933895	1878	372	2250
CODEINE	Headache	female_higher	1.831678992039583	2.914773834275118	0.46678488360501946	1290	58	1348
TOFACITINIB	Impaired healing	female_higher	1.8297104067943992	15.993838948565013	2.566371864412804	2930	83	3013
DICLOFENAC	Pneumonia	female_higher	1.8289615995346646	2.984269017105757	0.47921459862376703	1797	162	1959
HYDROXYCHLOROQUINE	Swelling	female_higher	1.8289340123469844	31.729747546901827	5.0953106529003716	5861	170	6031
CETIRIZINE;PSEUDOEPHEDRINE	Product use issue	female_higher	1.828351460460374	55.03612576229309	8.843107492627988	1710	30	1740
CETIRIZINE	Hypersensitivity	female_higher	1.8280737185424425	18.516085967261862	2.975958427083757	4097	135	4232
VITAMIN B9	Pain	female_higher	1.8206005428426746	19.85996594300613	3.2158940332674475	4862	212	5074
ABATACEPT	Lower limb fracture	female_higher	1.8196201534926484	10.278622319038508	1.6660342169110849	1061	17	1078
SULFAMETHOXAZOLE	Drug ineffective	female_higher	1.8186097227033828	12.827240672769392	2.0812347854388653	1495	63	1558
ABATACEPT	Sciatica	female_higher	1.8174724281341141	16.29743171315657	2.647286369032533	1362	21	1383
LEFLUNOMIDE	Ill-defined disorder	female_higher	1.8172664962903713	37.440739243862794	6.0829690044372695	2939	84	3023
RITUXIMAB	Product use issue	female_higher	1.8171349279915716	5.772724629338808	0.9380136734895274	4945	521	5466
LEUPRORELIN	Intercepted product preparation error	male_higher	-1.816579680027779	246.24998839361155	1514.6306804538112	395	6741	7136
CALCIUM	Musculoskeletal stiffness	female_higher	1.814576321069994	29.463551622691234	4.799816270275368	1241	43	1284
USTEKINUMAB	Drug intolerance	female_higher	1.8143736650309998	11.43330301460682	1.8629416090293278	2852	207	3059
CELECOXIB	Drug intolerance	female_higher	1.8135734367644307	16.315010313503727	2.660494813027544	2215	79	2294
RANITIDINE	Headache	female_higher	1.8132670264233968	0.17173038982225744	0.02801272075098248	1071	117	1188
CALCIUM	Confusional state	female_higher	1.8128565893770683	23.195345159595053	3.7851860093202543	1331	77	1408
RITUXIMAB	Gastrointestinal disorder	female_higher	1.8128177520555622	8.264397961070772	1.348697260857734	3044	264	3308
CHLORHEXIDINE;ISOPROPANOL	Rash	female_higher	1.8104595297517914	39.549018086936634	6.469386857508208	1143	27	1170
METHOTREXATE	Dry mouth	female_higher	1.8103253972685933	3.2727598691516793	0.5354264366990583	1829	94	1923
PANTOPRAZOLE	Hepatic enzyme increased	female_higher	1.8087846961262146	12.613922314656204	2.0668308699653974	1529	129	1658
CORTISONE	Musculoskeletal stiffness	female_higher	1.807373831859005	58.930331714777	9.66955312551554	1838	33	1871
MAGNESIUM	Pain	female_higher	1.8066485569094288	6.425351902711708	1.0550654925229448	1160	71	1231
TRASTUZUMAB	Ejection fraction decreased	female_higher	1.8052351244588491	75.07432986903399	12.344906677339738	1309	36	1345
TOCILIZUMAB	Wound infection	female_higher	1.8044470120543368	39.22618533964408	6.455274219346433	1218	52	1270
RITUXIMAB	Joint stiffness	female_higher	1.803735652512243	8.296584347724155	1.366302591679582	1036	78	1114
APREMILAST	Contraindicated product administered	female_higher	1.8037096171021036	7.12708443193348	1.1737369322182494	1196	51	1247
TRAMADOL	Hypersensitivity	female_higher	1.8035082203490653	2.9017280245293957	0.4779726382472648	1152	82	1234
GOLIMUMAB	Anti-cyclic citrullinated peptide antibody positive	female_higher	1.80316047444561	518.6381704120082	85.45979220720106	3850	26	3876
USTEKINUMAB	Peripheral swelling	female_higher	1.802829169284669	3.8078474294162126	0.6276546909199479	1741	142	1883
HYDROXYCHLOROQUINE	Anxiety	female_higher	1.8019093763800456	1.649478453846224	0.2721368465163651	987	31	1018
PSEUDOEPHEDRINE	Dizziness	female_higher	1.8002794364479233	7.495787093530551	1.2386990868671917	1358	26	1384
HYDROCORTISONE	Drug intolerance	female_higher	1.7993927091969149	27.31220276127859	4.5174193056716065	1938	117	2055
ETANERCEPT	Blood cholesterol increased	female_higher	1.798015203390678	4.399438300157706	0.7286670814552735	3041	118	3159
NAPROXEN	Infection	female_higher	1.797803002130464	6.211182623204877	1.028959723002666	1473	102	1575
TOFACITINIB	Systemic lupus erythematosus	female_higher	1.796695554225695	18.254925936996475	3.027506682587963	4659	32	4691
CALCIUM	Arthralgia	female_higher	1.7958953382306604	7.497220287217272	1.2443794665733405	1481	51	1532
CORTISONE	Confusional state	female_higher	1.7954503440970564	46.475043404901704	7.717304333423076	1962	59	2021
HYDROXYCHLOROQUINE	Pyrexia	female_higher	1.7936512492692516	4.596384081785403	0.7646161589627188	2765	139	2904
CORTISONE	Wheezing	female_higher	1.7919067616328608	62.2205117311231	10.368557966204579	1295	26	1321
OXYCODONE	Dyspepsia	female_higher	1.791708393936933	2.7119186165033744	0.4520095220122572	1015	145	1160
TRAMADOL	Weight increased	female_higher	1.7851198038210079	2.441646243888905	0.4096519829138891	1043	103	1146
HYDROCORTISONE	Arthralgia	female_higher	1.7846833628057197	6.949479603110865	1.166471542690697	2074	132	2206
SULFASALAZINE	Abdominal pain upper	female_higher	1.7842030079106994	5.590759194669909	0.9388609282568148	1812	44	1856
PREDNISONE	Oedema	female_higher	1.7834128011852104	11.372182397052605	1.9112499108394398	2100	261	2361
CERTOLIZUMAB	Alopecia	female_higher	1.7831181029834708	7.583520882069643	1.2748894706177452	7512	64	7576
HYDROXYCHLOROQUINE	Abdominal pain	female_higher	1.782024112149839	2.609877677579701	0.4392349749085333	1251	43	1294
OXYCODONE;PARACETAMOL	Drug hypersensitivity	female_higher	1.7809145124523431	3.8497183927495695	0.6486159385943251	1561	141	1702
MINOXIDIL	Hair growth abnormal	female_higher	1.7798439149803817	139.24999542284928	23.48652684419218	1110	111	1221
SULFAMETHOXAZOLE	Rheumatoid arthritis	female_higher	1.7792410063765915	101.72497736139532	17.167736972386287	1406	22	1428
DICLOFENAC	Decreased appetite	female_higher	1.7783081352981376	4.514589075500011	0.7626210982379766	2027	181	2208
SULFASALAZINE	Ill-defined disorder	female_higher	1.777830015992946	36.06234619131989	6.09469830663892	2084	65	2149
SARILUMAB	Urticaria	female_higher	1.7775527583876638	7.010532921225885	1.1851400612717693	1028	20	1048
CALCIUM	General physical health deterioration	female_higher	1.7767283021024949	39.15030557682583	6.623870889587487	1507	99	1606
OXYCODONE	Paraesthesia	female_higher	1.7761465444098175	1.5282888355711506	0.25872285632062325	979	126	1105
RITUXIMAB	Inflammation	female_higher	1.7753575494179625	11.886382480289713	2.0138249341558514	2721	224	2945
TOFACITINIB	Wheezing	female_higher	1.7750024346636404	4.2039442028839495	0.7124972303148597	1597	54	1651
CLONAZEPAM	Wheezing	female_higher	1.7740049338606125	13.513865565413061	2.2926567625437073	934	92	1026
OXYCODONE	Condition aggravated	female_higher	1.7738092801223035	1.7133707976865744	0.29073396975895116	1859	350	2209
SECUKINUMAB	Lung disorder	female_higher	1.7726757867480467	6.505321283771172	1.1051098195910543	1274	144	1418
PARACETAMOL	Hepatic enzyme increased	female_higher	1.7724923304417166	17.440741304953384	2.963338763042202	3796	258	4054
ETANERCEPT	Injury	female_higher	1.7718855525800352	2.64865791636286	0.45030394651393046	2461	120	2581
AZATHIOPRINE	C-reactive protein increased	female_higher	1.771175455884856	37.40367300856554	6.3635948935292594	1008	116	1124
LEFLUNOMIDE	Dry mouth	female_higher	1.7710705395940531	8.44568332334479	1.4370392519638442	1487	33	1520
OXYCODONE	Confusional state	female_higher	1.7674003768527218	7.267450568271378	1.241108801503165	3518	869	4387
TOFACITINIB	Adverse drug reaction	female_higher	1.766242063569401	2.3126477277393875	0.39540331160984393	1148	61	1209
PANTOPRAZOLE	Hypoaesthesia	female_higher	1.7654194651940287	4.031953338567645	0.6899276739357743	1210	93	1303
DICLOFENAC	Peripheral swelling	female_higher	1.7639685484268826	7.898477402944299	1.3535103253411038	3067	189	3256
CALCIUM	Asthenia	female_higher	1.7637355262472698	6.89340115628304	1.181552289562953	1066	56	1122
INFLIXIMAB	Contraindicated product administered	female_higher	1.7635357671976184	72.90335367781861	12.49837798351599	7227	551	7778
ALENDRONIC ACID	Adverse drug reaction	female_higher	1.7630849351292848	9.051787359432762	1.5525167151382064	1002	17	1019
MYCOPHENOLIC ACID	Sinusitis	female_higher	1.76237416959251	4.528336552740671	0.7772295784972786	1086	84	1170
DICLOFENAC	Pyrexia	female_higher	1.761270660911646	4.949797339317627	0.8505058178014038	2958	283	3241
PREDNISONE	Pain	female_higher	1.7611999316510925	4.584136981821115	0.7877314315773937	11134	1225	12359
PREDNISONE	Contusion	female_higher	1.761087580158763	5.958465231818021	1.0240090416521912	2493	211	2704
DOXYCYCLINE	Hypersensitivity	female_higher	1.7610314439505048	7.655761373155261	1.315776572967194	991	54	1045
CERTOLIZUMAB	Weight increased	female_higher	1.7608963279915262	4.014642477170604	0.6900798031498678	3468	105	3573
METHOTREXATE	Lower respiratory tract infection	female_higher	1.7594714969105563	16.59607951292812	2.8567796577720648	4629	332	4961
METHOTREXATE	Hypercholesterolaemia	female_higher	1.7567188294959182	28.19721947159957	4.867130497883353	1196	86	1282
MYCOPHENOLIC ACID	Peripheral swelling	female_higher	1.7537616236920708	2.4595013924338023	0.42579256824910283	897	112	1009
USTEKINUMAB	Rash	female_higher	1.7536006264272752	3.6877917680151975	0.6385388342066941	3590	377	3967
TOCILIZUMAB	Rash	female_higher	1.7528745357872375	7.514870770598027	1.3021402945282237	10215	465	10680
LEUPRORELIN	Intentional product use issue	male_higher	-1.7528171852954006	1.2276467763507015	7.084549826974555	75	1560	1635
METHYLPREDNISOLONE	Drug intolerance	female_higher	1.7525446247263814	6.598308223613747	1.1437000467629028	1180	103	1283
SARILUMAB	Drug hypersensitivity	female_higher	1.7518974992954197	5.458823466640624	0.9468030167783115	1130	18	1148
INFLIXIMAB	Lower respiratory tract infection	female_higher	1.7517875573904507	13.913211086434407	2.4134355438074566	2782	231	3013
USTEKINUMAB	Rheumatoid arthritis	female_higher	1.7517168302987245	9.655803091747652	1.6750487359905375	3260	126	3386
MYCOPHENOLIC ACID	Pruritus	female_higher	1.7502302411700719	1.3496068035232838	0.23447250491662186	993	128	1121
RITUXIMAB	Hypoaesthesia	female_higher	1.749878716413445	4.06130479285043	0.7058345503624943	2815	225	3040
HYDROXYCHLOROQUINE	Joint range of motion decreased	female_higher	1.7497338829752356	60.78501320522316	10.565662776013832	1636	44	1680
OXYCODONE	Pneumonia	female_higher	1.749680485610661	1.2583048260873795	0.2187304680600155	1392	348	1740
METHOTREXATE	Contusion	female_higher	1.749158253105348	4.385512513065242	0.762729558548412	3082	160	3242
RITUXIMAB	Pulmonary fibrosis	female_higher	1.746847926550299	27.00381220862324	4.707373562249625	1571	248	1819
HYDROXYCHLOROQUINE	Rash	female_higher	1.7464761686760648	9.232526130122103	1.6100359843862548	7094	316	7410
USTEKINUMAB	Abdominal pain upper	female_higher	1.745662100580128	2.862864094189076	0.4996539374386725	1482	117	1599
VITAMIN B9	Drug intolerance	female_higher	1.7446062186318643	67.16195798372718	11.734119178912641	3214	111	3325
TESTOSTERONE	Pain	male_higher	-1.7442093355482369	0.34507158228105683	1.9742842684454809	22	1568	1590
RITUXIMAB	Rheumatoid factor positive	female_higher	1.7422973191769842	263.70573956738724	46.17952598958425	3122	55	3177
DIPHENHYDRAMINE	Hypertension	female_higher	1.7422049464385112	7.086610377993675	1.2411051030710794	1011	82	1093
SARILUMAB	Abdominal pain upper	female_higher	1.742056196098965	5.619393143679609	0.9842921559196509	1031	23	1054
PANTOPRAZOLE	Sinusitis	female_higher	1.7415041961796782	4.605141208230932	0.8070813076353595	1134	60	1194
