drug_name	adverse_event	direction	log_ratio	ror_female	ror_male	n_female	n_male	total_reports
MONTELUKAST	Pain	female_higher	0.9642825424089209	2.126169492275715	0.8106162305428185	1210	186	1396
RISPERIDONE	Psychotic disorder	female_higher	0.963806478453594	29.02781684275505	11.072317708867645	526	815	1341
EVOLOCUMAB	Device difficult to use	male_higher	-0.9637779804077109	119.90704399454505	314.3461570313765	19866	10807	30673
MORPHINE	Fatigue	female_higher	0.9636033800834788	0.9198637764596994	0.3509424359699458	1578	520	2098
ADALIMUMAB	Product use in unapproved indication	female_higher	0.9621029656805562	0.5733175373799686	0.21905805017801522	2712	530	3242
DICLOFENAC	Musculoskeletal stiffness	female_higher	0.9614268402560779	16.19658714751874	6.1927156730531845	3080	397	3477
UPADACITINIB	Acne	male_higher	-0.9609621893682141	3.0246291248401955	7.9070176080167744	666	381	1047
PARACETAMOL	Pyrexia	female_higher	0.9605735746832296	3.993758606109602	1.528304910131543	4214	904	5118
AZITHROMYCIN ANHYDROUS	Off label use	male_higher	-0.9604013609599458	4.7324179452260315	12.364600930632577	1009	1657	2666
PARACETAMOL	Liver disorder	female_higher	0.9601396541853391	8.60910658822199	3.2959053481133247	1098	229	1327
GOLIMUMAB	Abdominal pain	female_higher	0.9596513175182224	1.9780464123840815	0.7576440305797156	1139	103	1242
VITAMIN D2	Wheezing	male_higher	-0.9595915040848491	133.5613888378149	348.67934502923976	856	289	1145
INFLIXIMAB	Neck pain	female_higher	0.9595865867500855	3.3730914718409437	1.292066775437272	931	130	1061
RITUXIMAB	Drug ineffective	female_higher	0.9593858593121162	4.512164163779135	1.728736920398262	20758	5664	26422
TOFACITINIB	Swelling	female_higher	0.9592509835385734	10.294332458165279	3.9445801133033354	6274	375	6649
METHOTREXATE	Arthropathy	female_higher	0.9589379478026867	23.085086187476286	8.84850786193214	7951	913	8864
CYCLOPHOSPHAMIDE	Alopecia	female_higher	0.9585254572649652	1.710101962722424	0.6557520977673921	1463	88	1551
DOXORUBICIN	Acute myeloid leukaemia	female_higher	0.9581500910357934	50.05270880093248	19.200312120116113	712	425	1137
ESTRADIOL	Off label use	male_higher	-0.9580686465400182	2.2987180984549185	5.9919701562348315	2923	134	3057
PANTOPRAZOLE	Hypertension	female_higher	0.9578740769780969	5.7496152870620785	2.206171960350824	2038	494	2532
NIRAPARIB	Fatigue	female_higher	0.9576823984167084	8.413990831701554	3.229132408915174	3968	37	4005
ADALIMUMAB	Asthma	female_higher	0.9573238629045047	1.1932824788930299	0.4581237350363344	2986	348	3334
FUMARIC ACID	Multiple sclerosis	male_higher	-0.9555220892701559	17.71360264734476	46.05585711020907	3841	1342	5183
MYCOPHENOLIC ACID	Gastrointestinal disorder	female_higher	0.9553613724665467	6.248146709556789	2.4034940212682683	1006	287	1293
USTEKINUMAB	Pruritus	female_higher	0.9538554123587968	2.0641557614799324	0.795221885705065	1910	370	2280
SECUKINUMAB	Urticaria	female_higher	0.9528972273543204	3.2231691882434115	1.2429254913414038	2530	362	2892
INFLIXIMAB	Pain	female_higher	0.9527235193365302	4.164717850787306	1.6062865288180495	11258	2013	13271
OLANZAPINE	Schizophrenia	female_higher	0.9525190897454769	100.74023770221196	38.86236144555321	756	755	1511
TOCILIZUMAB	Arthropathy	female_higher	0.952138324024085	44.21025386811418	17.061396999213958	7816	554	8370
TOFACITINIB	Gastrointestinal disorder	female_higher	0.9515525682207321	5.255065325296766	2.029196429412818	2809	204	3013
PREGABALIN	Rash	female_higher	0.9514973380776552	1.4821773911126852	0.5723611411059919	2456	402	2858
RITUXIMAB	Lymphadenopathy	male_higher	-0.9513871257548998	2.8789428761710685	7.454443485782552	414	628	1042
METHOTREXATE	Insomnia	female_higher	0.9507264241261588	1.9829423555768668	0.7663282744583305	3408	518	3926
CERTOLIZUMAB	Sinusitis	female_higher	0.9506740627298118	8.784447471336954	3.3950169796798377	4273	182	4455
NIRAPARIB	Asthenia	female_higher	0.9506014884696309	5.3409058915587595	2.064305381295234	1323	13	1336
RITUXIMAB	Knee arthroplasty	female_higher	0.9502135720270561	12.421074317641219	4.802713159283287	1255	183	1438
VITAMIN C	General physical health deterioration	female_higher	0.947700685504659	65.33690286778656	25.32662766883032	1134	136	1270
SECUKINUMAB	Hypertension	female_higher	0.9476458775051064	2.8533978111004727	1.106126885356315	2478	547	3025
PREDNISONE	Depression	female_higher	0.9476182439974408	2.6044965312870905	1.009667574370035	2207	542	2749
CELECOXIB	Arthropathy	female_higher	0.9476175873433679	25.355732326594993	9.829491902925515	2034	146	2180
PANTOPRAZOLE	Weight decreased	female_higher	0.9474664684741811	2.56874550969791	0.9959593681470345	1198	352	1550
METHADONE	Emotional distress	female_higher	0.9470445878826279	28.31308722970737	10.982241467116966	1253	1111	2364
ABATACEPT	Injection site reaction	female_higher	0.9469467424331814	2.734032387596906	1.060595817329586	1047	32	1079
PREGABALIN	Abdominal discomfort	female_higher	0.9466695767587265	1.8136376158683611	0.7037479476994492	1309	177	1486
USTEKINUMAB	Drug hypersensitivity	female_higher	0.9459303429037477	2.8198432773833297	1.0949962790183394	1651	207	1858
CELECOXIB	Synovitis	female_higher	0.9454894741972306	57.0283140438269	22.154893728559472	1638	60	1698
DICLOFENAC	Headache	female_higher	0.9447964868331032	2.4367485990757634	0.947307169750087	3540	381	3921
RANITIDINE	Pain	female_higher	0.9422583824910522	0.29601982896181844	0.11537273480742281	1755	590	2345
LEFLUNOMIDE	Bone erosion	male_higher	-0.9411626325599958	164.81297595990821	422.4089770096639	924	222	1146
USTEKINUMAB	Hypersensitivity	female_higher	0.9409125256769636	6.220779773617033	2.4277933023602754	2883	424	3307
HYDROXYCHLOROQUINE	Arthralgia	female_higher	0.9405085262372437	9.301725690469357	3.6316657046190475	7611	569	8180
HYDROXYCHLOROQUINE	Therapy non-responder	female_higher	0.9404666960841264	15.3284424706165	5.984922509940223	1274	137	1411
TRAMADOL	Asthma	female_higher	0.9402627084828133	5.245109011022924	2.048347390269883	1224	243	1467
SULFAMETHOXAZOLE;TRIMETHOPRIM	Vomiting	female_higher	0.9401175810859064	4.076545049978356	1.592224742093424	1921	417	2338
SECUKINUMAB	Dyspepsia	female_higher	0.9396385494208345	2.7743462959313905	1.0841286762422395	1238	207	1445
METHYLPREDNISOLONE	Infection	female_higher	0.9390257782225516	4.474474887387029	1.7495580672057516	974	276	1250
CALCIUM	Nausea	female_higher	0.9388749109831301	4.510405909570874	1.7638734957819162	1635	117	1752
