kg_node_id,kg_drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc,source
DRUG:CIMETIDINE,CIMETIDINE,CHEMBL30,A02BA01,cimetidine,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA,H2-receptor antagonists,ChEMBL_36
DRUG:CIMETIDINE,CIMETIDINE,CHEMBL30,A02BA51,"cimetidine, combinations",A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA,H2-receptor antagonists,ChEMBL_36
DRUG:CINACALCET,CINACALCET,CHEMBL1201284,H05BX01,cinacalcet,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H05,CALCIUM HOMEOSTASIS,H05B,ANTI-PARATHYROID AGENTS,H05BX,Other anti-parathyroid agents,ChEMBL_36
DRUG:CINCHOCAINE,CINCHOCAINE,,S02DA04,cinchocaine,S,SENSORY ORGANS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS,S02DA,Analgesics and anesthetics,WHO_ATC
DRUG:CINCHOCAINE,CINCHOCAINE,,S01HA06,cinchocaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,WHO_ATC
DRUG:CINCHOCAINE,CINCHOCAINE,,N01BB06,cinchocaine,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BB,Amides,WHO_ATC
DRUG:CINCHOCAINE,CINCHOCAINE,,D04AB02,cinchocaine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AB,Anesthetics for topical use,WHO_ATC
DRUG:CINCHOCAINE,CINCHOCAINE,,C05AD04,cinchocaine,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,WHO_ATC
DRUG:CINNARIZINE,CINNARIZINE,CHEMBL43064,N07CA02,cinnarizine,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07C,ANTIVERTIGO PREPARATIONS,N07CA,Antivertigo preparations,ChEMBL_36
DRUG:CINNARIZINE,CINNARIZINE,CHEMBL43064,N07CA52,"cinnarizine, combinations",N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07C,ANTIVERTIGO PREPARATIONS,N07CA,Antivertigo preparations,ChEMBL_36
DRUG:CIPROFLOXACIN,CIPROFLOXACIN,CHEMBL8,S02AA15,ciprofloxacin,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,ChEMBL_36
DRUG:CIPROFLOXACIN,CIPROFLOXACIN,CHEMBL8,S03AA07,ciprofloxacin,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,ChEMBL_36
DRUG:CIPROFLOXACIN,CIPROFLOXACIN,CHEMBL8,S01AE03,ciprofloxacin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AE,Fluoroquinolones,ChEMBL_36
DRUG:CIPROFLOXACIN,CIPROFLOXACIN,CHEMBL8,J01MA02,ciprofloxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,Fluoroquinolones,ChEMBL_36
DRUG:CISAPRIDE,CISAPRIDE,CHEMBL1729,A03FA02,cisapride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,ChEMBL_36
DRUG:CISATRACURIUM,CISATRACURIUM,CHEMBL1201248,M03AC11,cisatracurium,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,ChEMBL_36
DRUG:CISPLATIN,CISPLATIN,CHEMBL11359,L01XA01,cisplatin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XA,Platinum compounds,ChEMBL_36
DRUG:CITALOPRAM,CITALOPRAM,CHEMBL549,N06AB04,citalopram,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,ChEMBL_36
DRUG:CITICOLINE,CITICOLINE,CHEMBL1231700,N06BX06,citicoline,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BX,Other psychostimulants and nootropics,ChEMBL_36
DRUG:CITRIC ACID,CITRIC ACID,CHEMBL1261,A09AB04,citric acid,A,ALIMENTARY TRACT AND METABOLISM,A09,"DIGESTIVES, INCL. ENZYMES",A09A,"DIGESTIVES, INCL. ENZYMES",A09AB,Acid preparations,ChEMBL_36
DRUG:CLADRIBINE,CLADRIBINE,CHEMBL1619,L04AA40,cladribine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,ChEMBL_36
DRUG:CLADRIBINE,CLADRIBINE,CHEMBL1619,L01BB04,cladribine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BB,Purine analogues,ChEMBL_36
DRUG:CLARITHROMYCIN,CLARITHROMYCIN,CHEMBL1741,J01FA09,clarithromycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides,ChEMBL_36
DRUG:CLASCOTERONE,CLASCOTERONE,CHEMBL3590187,D10AX06,clascoterone,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AX,Other anti-acne preparations for topical use,ChEMBL_36
DRUG:CLEBOPRIDE,CLEBOPRIDE,CHEMBL325109,A03FA06,clebopride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,ChEMBL_36
DRUG:CLEMASTINE,CLEMASTINE,CHEMBL1626,R06AA04,clemastine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers,ChEMBL_36
DRUG:CLEMASTINE,CLEMASTINE,CHEMBL1626,D04AA14,clemastine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AA,Antihistamines for topical use,ChEMBL_36
DRUG:CLEMASTINE,CLEMASTINE,CHEMBL1626,R06AA54,"clemastine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers,ChEMBL_36
DRUG:CLENBUTEROL,CLENBUTEROL,CHEMBL49080,R03AC14,clenbuterol,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,ChEMBL_36
DRUG:CLENBUTEROL,CLENBUTEROL,CHEMBL49080,R03CC13,clenbuterol,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,Selective beta-2-adrenoreceptor agonists,ChEMBL_36
DRUG:CLEVIDIPINE,CLEVIDIPINE,CHEMBL1237132,C08CA16,clevidipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,ChEMBL_36
DRUG:CLINDAMYCIN,CLINDAMYCIN,CHEMBL1753,G01AA10,clindamycin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AA,Antibiotics,ChEMBL_36
DRUG:CLINDAMYCIN,CLINDAMYCIN,CHEMBL1753,D10AF01,clindamycin,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne,ChEMBL_36
DRUG:CLINDAMYCIN,CLINDAMYCIN,CHEMBL1753,J01FF01,clindamycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FF,Lincosamides,ChEMBL_36
DRUG:CLIOQUINOL,CLIOQUINOL,CHEMBL497,D09AA10,clioquinol,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives,ChEMBL_36
DRUG:CLIOQUINOL,CLIOQUINOL,CHEMBL497,P01AA02,clioquinol,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AA,Hydroxyquinoline derivatives,ChEMBL_36
DRUG:CLIOQUINOL,CLIOQUINOL,CHEMBL497,P01AA52,"clioquinol, combinations",P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AA,Hydroxyquinoline derivatives,ChEMBL_36
DRUG:CLIOQUINOL,CLIOQUINOL,CHEMBL497,S02AA05,clioquinol,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,ChEMBL_36
DRUG:CLIOQUINOL,CLIOQUINOL,CHEMBL497,G01AC02,clioquinol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AC,Quinoline derivatives,ChEMBL_36
DRUG:CLIOQUINOL,CLIOQUINOL,CHEMBL497,D08AH30,clioquinol,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AH,Quinoline derivatives,ChEMBL_36
DRUG:CLOBAZAM,CLOBAZAM,CHEMBL70418,N05BA09,clobazam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,ChEMBL_36
DRUG:CLOBETASOL,CLOBETASOL,,D07AD01,clobetasol,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AD,"Corticosteroids, very potent (group IV)",WHO_ATC
DRUG:CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,CHEMBL1159650,D07AD01,clobetasol,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AD,"Corticosteroids, very potent (group IV)",ChEMBL_36
DRUG:CLOBETASONE,CLOBETASONE,,S01BA09,clobetasone,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BA,"Corticosteroids, plain",WHO_ATC
DRUG:CLOBETASONE,CLOBETASONE,,D07AB01,clobetasone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AB,"Corticosteroids, moderately potent (group II)",WHO_ATC
DRUG:CLODRONIC ACID,CLODRONIC ACID,CHEMBL12318,M05BA02,clodronic acid,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,ChEMBL_36
DRUG:CLOFARABINE,CLOFARABINE,CHEMBL1750,L01BB06,clofarabine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BB,Purine analogues,ChEMBL_36
DRUG:CLOFAZIMINE,CLOFAZIMINE,CHEMBL1292,J04BA01,clofazimine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04B,DRUGS FOR TREATMENT OF LEPRA,J04BA,Drugs for treatment of lepra,ChEMBL_36
DRUG:CLOFIBRATE,CLOFIBRATE,CHEMBL565,C10AB01,clofibrate,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,ChEMBL_36
DRUG:CLOMETHIAZOLE,CLOMETHIAZOLE,CHEMBL315795,N05CM02,clomethiazole,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives,ChEMBL_36
DRUG:CLOMETHIAZOLE,CLOMETHIAZOLE,CHEMBL315795,N05CX04,"clomethiazole, combinations",N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",ChEMBL_36
DRUG:CLOMIFENE,CLOMIFENE,,G03GB02,clomifene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GB,"Ovulation stimulants, synthetic",WHO_ATC
DRUG:CLOMIPRAMINE,CLOMIPRAMINE,CHEMBL415,N06AA04,clomipramine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,ChEMBL_36
DRUG:CLONAZEPAM,CLONAZEPAM,CHEMBL452,N03AE01,clonazepam,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AE,Benzodiazepine derivatives,ChEMBL_36
DRUG:CLONIDINE,CLONIDINE,CHEMBL134,C02AC01,clonidine,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02AC,Imidazoline receptor agonists,ChEMBL_36
DRUG:CLONIDINE,CLONIDINE,CHEMBL134,N02CX02,clonidine,N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CX,Other antimigraine preparations,ChEMBL_36
DRUG:CLONIDINE,CLONIDINE,CHEMBL134,S01EA04,clonidine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,ChEMBL_36
DRUG:CLOPIDOGREL,CLOPIDOGREL,CHEMBL1771,B01AC04,clopidogrel,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,ChEMBL_36
DRUG:CLOTIAPINE,CLOTIAPINE,,N05AH06,clotiapine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",WHO_ATC
DRUG:CLOTIAPINE,CLOTIAPINE,,N05AH06,clotiapine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",WHO_ATC
DRUG:CLOTIAZEPAM,CLOTIAZEPAM,CHEMBL1697737,N05BA21,clotiazepam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,ChEMBL_36
DRUG:CLOTRIMAZOLE,CLOTRIMAZOLE,CHEMBL104,G01AF02,clotrimazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,Imidazole derivatives,ChEMBL_36
DRUG:CLOTRIMAZOLE,CLOTRIMAZOLE,CHEMBL104,D01AC01,clotrimazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,ChEMBL_36
DRUG:CLOTRIMAZOLE,CLOTRIMAZOLE,CHEMBL104,A01AB18,clotrimazole,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,ChEMBL_36
DRUG:CLOXACILLIN,CLOXACILLIN,CHEMBL891,J01CF02,cloxacillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,Beta-lactamase resistant penicillins,ChEMBL_36
DRUG:CLOXAZOLAM,CLOXAZOLAM,CHEMBL2107254,N05BA22,cloxazolam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,ChEMBL_36
DRUG:CLOZAPINE,CLOZAPINE,CHEMBL42,N05AH02,clozapine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",ChEMBL_36
DRUG:COBAMAMIDE,COBAMAMIDE,CHEMBL3833359,B03BA04,cobamamide,B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03B,VITAMIN B12 AND FOLIC ACID,B03BA,Vitamin B12 (cyanocobalamin and analogues),ChEMBL_36
DRUG:COBICISTAT,COBICISTAT,CHEMBL2095208,V03AX03,cobicistat,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AX,Other therapeutic products,ChEMBL_36
DRUG:COBIMETINIB,COBIMETINIB,CHEMBL2146883,L01EE02,cobimetinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EE,Mitogen-activated protein kinase (MEK) inhibitors,ChEMBL_36
DRUG:COCAINE,COCAINE,CHEMBL370805,N01BC01,cocaine,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BC,Esters of benzoic acid,ChEMBL_36
DRUG:COCAINE,COCAINE,CHEMBL370805,S02DA02,cocaine,S,SENSORY ORGANS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS,S02DA,Analgesics and anesthetics,ChEMBL_36
DRUG:COCAINE,COCAINE,CHEMBL370805,S01HA01,cocaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,ChEMBL_36
DRUG:COCAINE,COCAINE,CHEMBL370805,R02AD03,cocaine,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AD,"Anesthetics, local",ChEMBL_36
DRUG:CODEINE,CODEINE,CHEMBL485,N02AA59,"codeine, combinations excl. psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,ChEMBL_36
DRUG:CODEINE,CODEINE,CHEMBL485,R05DA04,codeine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DA,Opium alkaloids and derivatives,ChEMBL_36
DRUG:CODEINE,CODEINE,CHEMBL485,N02AA79,"codeine, combinations with psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,ChEMBL_36
DRUG:COLCHICINE,COLCHICINE,CHEMBL107,M04AC01,colchicine,M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AC,Preparations with no effect on uric acid metabolism,ChEMBL_36
DRUG:COLESEVELAM,COLESEVELAM,CHEMBL6068331,C10AC04,colesevelam,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,ChEMBL_36
DRUG:COLESTIPOL,COLESTIPOL,,C10AC02,colestipol,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,WHO_ATC
DRUG:COLESTIPOL HYDROCHLORIDE,COLESTIPOL HYDROCHLORIDE,CHEMBL1201474,C10AC02,colestipol,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,ChEMBL_36
DRUG:COLESTYRAMINE,COLESTYRAMINE,,C10AC01,colestyramine,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AC,Bile acid sequestrants,WHO_ATC
DRUG:COLISTIN,COLISTIN,CHEMBL6067481,J01XB01,colistin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XB,Polymyxins,ChEMBL_36
DRUG:COLISTIN,COLISTIN,CHEMBL6067481,A07AA10,colistin,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,ChEMBL_36
DRUG:COLLAGENASE,COLLAGENASE,,D03BA02,collagenase,D,DERMATOLOGICALS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03B,ENZYMES,D03BA,Proteolytic enzymes,WHO_ATC
DRUG:COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,CHEMBL2108709,D03BA02,collagenase,D,DERMATOLOGICALS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03B,ENZYMES,D03BA,Proteolytic enzymes,ChEMBL_36
DRUG:COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,CHEMBL2108709,D03BA52,"collagenase, combinations",D,DERMATOLOGICALS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03B,ENZYMES,D03BA,Proteolytic enzymes,ChEMBL_36
DRUG:COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,CHEMBL2108709,M09AB02,collagenase clostridium histolyticum,M,MUSCULO-SKELETAL SYSTEM,M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09AB,Enzymes,ChEMBL_36
DRUG:CONESTAT ALFA,CONESTAT ALFA,CHEMBL2108350,B06AC04,conestat alfa,B,BLOOD AND BLOOD FORMING ORGANS,B06,OTHER HEMATOLOGICAL AGENTS,B06A,OTHER HEMATOLOGICAL AGENTS,B06AC,Drugs used in hereditary angioedema,ChEMBL_36
DRUG:COPANLISIB,COPANLISIB,CHEMBL3218576,L01EM02,copanlisib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,ChEMBL_36
DRUG:COPPER OXODOTREOTIDE CU-64,COPPER OXODOTREOTIDE CU-64,CHEMBL4297339,V09IX15,copper (64Cu) dotatate,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION,V09IX,Other diagnostic radiopharmaceuticals for tumour detection,ChEMBL_36
DRUG:CORIFOLLITROPIN ALFA,CORIFOLLITROPIN ALFA,CHEMBL2108185,G03GA09,corifollitropin alfa,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,ChEMBL_36
DRUG:CORTICOTROPIN,CORTICOTROPIN,CHEMBL1201610,H01AA01,corticotropin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AA,ACTH,ChEMBL_36
DRUG:CORTISONE,CORTISONE,,S01BA03,cortisone,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BA,"Corticosteroids, plain",WHO_ATC
DRUG:CORTISONE,CORTISONE,,H02AB10,cortisone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AB,Glucocorticoids,WHO_ATC
DRUG:CORTISONE,CORTISONE,,H02AB10,cortisone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AB,Glucocorticoids,WHO_ATC
