id,name,soc
AE:Peritonitis pneumococcal,Peritonitis pneumococcal,Infections and infestations
AE:Phlebitis infective,Phlebitis infective,Vascular disorders
AE:Pleuroparenchymal fibroelastosis,Pleuroparenchymal fibroelastosis,Unclassified
AE:Pre-existing disease,Pre-existing disease,Unclassified
AE:Precursor T-lymphoblastic lymphoma/leukaemia,Precursor T-lymphoblastic lymphoma/leukaemia,"Neoplasms benign, malignant and unspecified"
AE:Primary cardiac lymphoma,Primary cardiac lymphoma,"Neoplasms benign, malignant and unspecified"
AE:Primary mediastinal large B-cell lymphoma recurrent,Primary mediastinal large B-cell lymphoma recurrent,"Neoplasms benign, malignant and unspecified"
AE:Pyloric stenosis,Pyloric stenosis,Unclassified
AE:Pyomyositis,Pyomyositis,Unclassified
AE:Refractory cytopenia with multilineage dysplasia,Refractory cytopenia with multilineage dysplasia,"Neoplasms benign, malignant and unspecified"
AE:Restrictive cardiomyopathy,Restrictive cardiomyopathy,Unclassified
AE:Rhabdoid tumour,Rhabdoid tumour,"Neoplasms benign, malignant and unspecified"
AE:Sarcoma metastatic,Sarcoma metastatic,"Neoplasms benign, malignant and unspecified"
AE:Scrotal cellulitis,Scrotal cellulitis,Infections and infestations
AE:Sertoli-cell-only syndrome,Sertoli-cell-only syndrome,Unclassified
AE:Soft tissue neoplasm,Soft tissue neoplasm,"Neoplasms benign, malignant and unspecified"
AE:Splenic candidiasis,Splenic candidiasis,Unclassified
AE:Stenotrophomonas bacteraemia,Stenotrophomonas bacteraemia,Infections and infestations
AE:Stenotrophomonas maltophilia pneumonia,Stenotrophomonas maltophilia pneumonia,Infections and infestations
AE:Toxic cardiomyopathy,Toxic cardiomyopathy,Unclassified
AE:Toxic erythema of chemotherapy,Toxic erythema of chemotherapy,Skin and subcutaneous tissue disorders
AE:Xerophthalmia,Xerophthalmia,Unclassified
AE:Prosopagnosia,Prosopagnosia,Unclassified
AE:Bacillus test positive,Bacillus test positive,Investigations
AE:Blood bilirubin unconjugated increased,Blood bilirubin unconjugated increased,Investigations
AE:Caecitis,Caecitis,Unclassified
AE:Capnocytophaga infection,Capnocytophaga infection,Infections and infestations
AE:Cerebral fungal infection,Cerebral fungal infection,Infections and infestations
AE:Cytarabine syndrome,Cytarabine syndrome,Unclassified
AE:Ecthyma,Ecthyma,Unclassified
AE:Hepatic calcification,Hepatic calcification,Hepatobiliary disorders
AE:Laryngeal inflammation,Laryngeal inflammation,"Respiratory, thoracic and mediastinal disorders"
AE:Left atrial hypertrophy,Left atrial hypertrophy,Unclassified
AE:Meningitis chemical,Meningitis chemical,Infections and infestations
AE:Pneumatosis,Pneumatosis,Unclassified
AE:Respiratory moniliasis,Respiratory moniliasis,"Respiratory, thoracic and mediastinal disorders"
AE:Stomatococcal infection,Stomatococcal infection,Infections and infestations
AE:Subacute combined cord degeneration,Subacute combined cord degeneration,Unclassified
AE:Tonsillar haemorrhage,Tonsillar haemorrhage,"Injury, poisoning and procedural complications"
AE:Zygomycosis,Zygomycosis,Unclassified
AE:Activated partial thromboplastin time abnormal,Activated partial thromboplastin time abnormal,Investigations
AE:Cardiac valve replacement complication,Cardiac valve replacement complication,Cardiac disorders
AE:Coagulation time shortened,Coagulation time shortened,Unclassified
AE:Procoagulant therapy,Procoagulant therapy,General disorders and administration site conditions
AE:Skull fractured base,Skull fractured base,Unclassified
AE:Thrombin time abnormal,Thrombin time abnormal,Investigations
AE:Thrombin time prolonged,Thrombin time prolonged,Unclassified
AE:Thrombotic cerebral infarction,Thrombotic cerebral infarction,Nervous system disorders
AE:Anaplastic thyroid cancer,Anaplastic thyroid cancer,"Neoplasms benign, malignant and unspecified"
AE:BRAF V600E mutation positive,BRAF V600E mutation positive,Unclassified
AE:Malignant melanoma stage IV,Malignant melanoma stage IV,"Neoplasms benign, malignant and unspecified"
AE:Melanoma recurrent,Melanoma recurrent,"Neoplasms benign, malignant and unspecified"
AE:Abdominal cavity drainage,Abdominal cavity drainage,Gastrointestinal disorders
AE:Gestational trophoblastic tumour,Gestational trophoblastic tumour,"Pregnancy, puerperium and perinatal conditions"
AE:Acquired phimosis,Acquired phimosis,Unclassified
AE:Balanitis candida,Balanitis candida,Infections and infestations
AE:Diabetic ketosis,Diabetic ketosis,Unclassified
AE:Genital infection female,Genital infection female,Infections and infestations
AE:Genital infection male,Genital infection male,Infections and infestations
AE:Necrotising soft tissue infection,Necrotising soft tissue infection,Infections and infestations
AE:Penile infection,Penile infection,Infections and infestations
AE:Perineal cellulitis,Perineal cellulitis,Infections and infestations
AE:Scrotal gangrene,Scrotal gangrene,Vascular disorders
AE:Scrotal infection,Scrotal infection,Infections and infestations
AE:Blood methaemoglobin present,Blood methaemoglobin present,Unclassified
AE:Crossmatch incompatible,Crossmatch incompatible,Unclassified
AE:Light chain analysis abnormal,Light chain analysis abnormal,Investigations
AE:Natural killer cell count decreased,Natural killer cell count decreased,Investigations
AE:Anti-erythropoietin antibody positive,Anti-erythropoietin antibody positive,Unclassified
AE:Arteriovenous fistula operation,Arteriovenous fistula operation,Unclassified
AE:Arteriovenous fistula site infection,Arteriovenous fistula site infection,Infections and infestations
AE:Arteriovenous fistula thrombosis,Arteriovenous fistula thrombosis,Vascular disorders
AE:Peritoneal dialysis,Peritoneal dialysis,Renal and urinary disorders
AE:Refractory cytopenia with unilineage dysplasia,Refractory cytopenia with unilineage dysplasia,"Neoplasms benign, malignant and unspecified"
AE:Reticulocyte count decreased,Reticulocyte count decreased,Investigations
AE:Shunt occlusion,Shunt occlusion,Unclassified
AE:Hormone-dependent prostate cancer,Hormone-dependent prostate cancer,"Neoplasms benign, malignant and unspecified"
AE:Anal atresia,Anal atresia,Gastrointestinal disorders
AE:Bladder agenesis,Bladder agenesis,Renal and urinary disorders
AE:Caudal regression syndrome,Caudal regression syndrome,Unclassified
AE:Cloacal exstrophy,Cloacal exstrophy,Unclassified
AE:Congenital choroid plexus cyst,Congenital choroid plexus cyst,"Congenital, familial and genetic disorders"
AE:Congenital genital malformation,Congenital genital malformation,"Congenital, familial and genetic disorders"
AE:Congenital mitral valve incompetence,Congenital mitral valve incompetence,"Congenital, familial and genetic disorders"
AE:Exomphalos,Exomphalos,Unclassified
AE:Gastrointestinal disorder congenital,Gastrointestinal disorder congenital,"Congenital, familial and genetic disorders"
AE:Gastrointestinal malformation,Gastrointestinal malformation,"Congenital, familial and genetic disorders"
AE:Genitalia external ambiguous,Genitalia external ambiguous,Unclassified
AE:HIV associated nephropathy,HIV associated nephropathy,Renal and urinary disorders
AE:Hemivertebra,Hemivertebra,Unclassified
AE:Laryngomalacia,Laryngomalacia,Unclassified
AE:Meconium stain,Meconium stain,Unclassified
AE:Meningomyelocele,Meningomyelocele,Unclassified
AE:Neural tube defect,Neural tube defect,Unclassified
AE:Plagiocephaly,Plagiocephaly,Unclassified
AE:Spine malformation,Spine malformation,"Congenital, familial and genetic disorders"
AE:Tethered cord syndrome,Tethered cord syndrome,Unclassified
AE:Ventricular hypoplasia,Ventricular hypoplasia,Unclassified
AE:Blast cell crisis,Blast cell crisis,Unclassified
AE:Central nervous system neoplasm,Central nervous system neoplasm,"Neoplasms benign, malignant and unspecified"
AE:Chronic myeloid leukaemia transformation,Chronic myeloid leukaemia transformation,"Neoplasms benign, malignant and unspecified"
AE:Emergency care examination,Emergency care examination,Unclassified
AE:Gene mutation identification test positive,Gene mutation identification test positive,Investigations
AE:Philadelphia positive chronic myeloid leukaemia,Philadelphia positive chronic myeloid leukaemia,"Neoplasms benign, malignant and unspecified"
AE:Polymerase chain reaction positive,Polymerase chain reaction positive,Unclassified
AE:Hepatic siderosis,Hepatic siderosis,Hepatobiliary disorders
AE:Liver iron concentration increased,Liver iron concentration increased,Hepatobiliary disorders
AE:Moyamoya disease,Moyamoya disease,Unclassified
AE:SICKLE CELL ANAEMIA WITH CRISIS,SICKLE CELL ANAEMIA WITH CRISIS,Blood and lymphatic system disorders
AE:Serum ferritin abnormal,Serum ferritin abnormal,Investigations
AE:Blood testosterone abnormal,Blood testosterone abnormal,Investigations
AE:Bone giant cell tumour,Bone giant cell tumour,"Neoplasms benign, malignant and unspecified"
AE:Bone giant cell tumour malignant,Bone giant cell tumour malignant,"Neoplasms benign, malignant and unspecified"
AE:Bone resorption test abnormal,Bone resorption test abnormal,Investigations
AE:Bone sequestrum,Bone sequestrum,Unclassified
AE:C-telopeptide increased,C-telopeptide increased,Investigations
AE:Calcium metabolism disorder,Calcium metabolism disorder,Unclassified
AE:Dental alveolar anomaly,Dental alveolar anomaly,Gastrointestinal disorders
AE:Gingival cyst,Gingival cyst,"Neoplasms benign, malignant and unspecified"
AE:Gingival discolouration,Gingival discolouration,Unclassified
AE:Gingival inflammation,Gingival inflammation,General disorders and administration site conditions
AE:Hypercalcaemia of malignancy,Hypercalcaemia of malignancy,Unclassified
AE:Malocclusion,Malocclusion,Unclassified
AE:Malpositioned teeth,Malpositioned teeth,Unclassified
AE:Metabolic function test abnormal,Metabolic function test abnormal,Investigations
AE:Temporomandibular pain and dysfunction syndrome,Temporomandibular pain and dysfunction syndrome,General disorders and administration site conditions
AE:Tooth resorption,Tooth resorption,Gastrointestinal disorders
AE:Tooth restoration,Tooth restoration,Gastrointestinal disorders
AE:Hyponatraemic encephalopathy,Hyponatraemic encephalopathy,Unclassified
AE:Out of specification product use,Out of specification product use,Unclassified
AE:Abnormal withdrawal bleeding,Abnormal withdrawal bleeding,Psychiatric disorders
AE:Hypomenorrhoea,Hypomenorrhoea,Unclassified
AE:Withdrawal bleed,Withdrawal bleed,Psychiatric disorders
AE:Herpes zoster oticus,Herpes zoster oticus,Infections and infestations
AE:Corneal infiltrates,Corneal infiltrates,Eye disorders
AE:Creatinine urine abnormal,Creatinine urine abnormal,Investigations
AE:Fungal test positive,Fungal test positive,Infections and infestations
AE:Urinary casts present,Urinary casts present,Renal and urinary disorders
AE:Urinary occult blood positive,Urinary occult blood positive,Renal and urinary disorders
AE:Urine protein/creatinine ratio abnormal,Urine protein/creatinine ratio abnormal,Investigations
AE:Vitamin A decreased,Vitamin A decreased,Investigations
AE:Acinetobacter bacteraemia,Acinetobacter bacteraemia,Infections and infestations
AE:Adrenogenital syndrome,Adrenogenital syndrome,Unclassified
AE:Adrenomegaly,Adrenomegaly,Unclassified
AE:Anaphylactoid shock,Anaphylactoid shock,Vascular disorders
AE:Balamuthia infection,Balamuthia infection,Infections and infestations
AE:Body mass index decreased,Body mass index decreased,Investigations
AE:Brain stem glioma,Brain stem glioma,"Neoplasms benign, malignant and unspecified"
AE:Burkholderia pseudomallei infection,Burkholderia pseudomallei infection,Infections and infestations
AE:Cataract cortical,Cataract cortical,Eye disorders
AE:Catheter site thrombosis,Catheter site thrombosis,Vascular disorders
AE:Cellulitis enterococcal,Cellulitis enterococcal,Infections and infestations
AE:Central serous chorioretinopathy,Central serous chorioretinopathy,Unclassified
AE:Clostridial sepsis,Clostridial sepsis,Infections and infestations
AE:Corneal decompensation,Corneal decompensation,Eye disorders
AE:Cryoglobulinaemia,Cryoglobulinaemia,Unclassified
AE:Disseminated coccidioidomycosis,Disseminated coccidioidomycosis,Unclassified
AE:Disseminated strongyloidiasis,Disseminated strongyloidiasis,Unclassified
AE:Enlarged uvula,Enlarged uvula,Unclassified
AE:Familial periodic paralysis,Familial periodic paralysis,"Congenital, familial and genetic disorders"
AE:Heart block congenital,Heart block congenital,"Congenital, familial and genetic disorders"
AE:Hoigne's syndrome,Hoigne's syndrome,Unclassified
AE:Implantation complication,Implantation complication,Unclassified
AE:Keratitis fungal,Keratitis fungal,Eye disorders
AE:Klebsiella urinary tract infection,Klebsiella urinary tract infection,Renal and urinary disorders
AE:Loss of bladder sensation,Loss of bladder sensation,Renal and urinary disorders
AE:Lymphocytic leukaemia,Lymphocytic leukaemia,"Neoplasms benign, malignant and unspecified"
AE:Malignant syphilis,Malignant syphilis,"Neoplasms benign, malignant and unspecified"
AE:Meningitis herpes,Meningitis herpes,Infections and infestations
AE:Myeloma cast nephropathy,Myeloma cast nephropathy,"Neoplasms benign, malignant and unspecified"
AE:Negative pressure pulmonary oedema,Negative pressure pulmonary oedema,"Respiratory, thoracic and mediastinal disorders"
AE:Otitis media acute,Otitis media acute,Ear and labyrinth disorders
AE:Pasteurella infection,Pasteurella infection,Infections and infestations
AE:Pelvic floor muscle weakness,Pelvic floor muscle weakness,Musculoskeletal and connective tissue disorders
AE:Phrenic nerve paralysis,Phrenic nerve paralysis,Unclassified
AE:Phyllodes tumour,Phyllodes tumour,"Neoplasms benign, malignant and unspecified"
AE:Pneumonia parainfluenzae viral,Pneumonia parainfluenzae viral,Infections and infestations
AE:Pneumoretroperitoneum,Pneumoretroperitoneum,Unclassified
AE:Product packaging confusion,Product packaging confusion,Product issues
AE:Prostate cancer stage II,Prostate cancer stage II,"Neoplasms benign, malignant and unspecified"
AE:Pseudohyponatraemia,Pseudohyponatraemia,Unclassified
AE:Pulmonary necrosis,Pulmonary necrosis,"Respiratory, thoracic and mediastinal disorders"
AE:Renal oncocytoma,Renal oncocytoma,Renal and urinary disorders
AE:Retinal vein thrombosis,Retinal vein thrombosis,Eye disorders
AE:SARS-CoV-2 viraemia,SARS-CoV-2 viraemia,Infections and infestations
AE:Salmonella bacteraemia,Salmonella bacteraemia,Infections and infestations
AE:Sepsis syndrome,Sepsis syndrome,Infections and infestations
AE:Taeniasis,Taeniasis,Unclassified
AE:Tracheal deviation,Tracheal deviation,"Respiratory, thoracic and mediastinal disorders"
AE:Transverse sinus thrombosis,Transverse sinus thrombosis,Vascular disorders
