drug_id	cluster	pc1	pc2
DRUG:BURGERSTEIN_MULTIVITAMIN	18	0.5352673	-0.01696816
DRUG:BUROSUMAB	1	0.5628061	-0.23323889
DRUG:BUROSUMAB-TWZA	2	-0.23113757	0.4352905
DRUG:BUSCOPAN_AMPULLEN	6	0.31880423	-0.31224367
DRUG:BUSERELIN	0	-0.65501213	0.14400604
DRUG:BUSERELIN_ACETATE	0	-0.5192568	0.13064125
DRUG:BUSIPRONE	8	0.154484	0.33085915
DRUG:BUSPAR_10MG	5	0.300096	0.16890731
DRUG:BUSPARONE	18	0.5476231	0.21455726
DRUG:BUSPERONE	8	0.34482795	0.33568826
DRUG:BUSPIRONE	0	-0.63956976	0.2677584
DRUG:BUSPIRONE_HC	8	0.14378363	0.4183835
DRUG:BUSPIRONE_HYDROCHLORIDE	3	-0.8990437	-0.7532882
DRUG:BUSPIRONE_KENT	14	-0.08805734	-0.20734252
DRUG:BUSPIRONE_TAB	8	0.16890979	0.358457
DRUG:BUSPIRONE_TAB_15MG	1	0.6237351	-0.05913028
DRUG:BUSPRIONE	6	0.65922	-0.48098487
DRUG:BUSULCAN	18	0.44132262	0.18401143
DRUG:BUSULFAN	3	-0.8883248	-0.83141696
DRUG:BUSULFAN;FLUDARABINE	4	-0.7476781	-0.23502979
DRUG:BUT/APAP/CAF	16	-0.5655298	0.3305771
DRUG:BUT/ASA/CAF	7	0.48264974	0.03154272
DRUG:BUTABARBITAL	0	-0.7169071	0.15277663
DRUG:BUTAL	4	-0.5431561	-0.1160959
DRUG:BUTAL/ACETAMN	14	0.3314193	-0.2758939
DRUG:BUTAL/APAP	8	0.32596144	0.32488975
DRUG:BUTAL/ASA/CAFF	1	0.5397829	0.008235633
DRUG:BUTALB/ACET/CAFFEINE	16	-0.58741724	0.32055864
DRUG:BUTALBITAL	4	-0.8989608	-0.24059416
DRUG:BUTALBITAL_W/CAFFEINE/PARACETAMOL	18	0.34606963	0.15178588
DRUG:BUTALBITAL,_ACETAMINOPHEN_&_CAFFEINE	8	0.27150127	0.29951325
DRUG:BUTALBITAL,_ACETAMINOPHEN_+_CAFFEINE	16	-0.43508315	0.25541124
DRUG:BUTALBITAL-ACEAMINOPHEN-CAFFEINE	6	0.5004028	-0.53036207
DRUG:BUTALBITAL-ACETAMINOPHEN	16	-0.6216478	0.2961513
DRUG:BUTALBITAL-ACETAMINOPHEN-CAFFE	12	0.003321454	0.33762434
DRUG:BUTALBITAL-APAP-CAFFEINE	1	0.5227648	0.026322246
DRUG:BUTALBITAL-ASA-CAFFEINE	8	0.05279269	0.42703113
DRUG:BUTALBITAL/ACETAMINOPHEN/CAFF	1	0.5936119	-0.046458542
DRUG:BUTALBITAL/ACETAMINOPHEN/CAFFEINE_TABLETS	18	0.46992868	0.32961938
DRUG:BUTALBITAL/ACETAMINOPHEN/CAFFEINE/CODEINE_PHOSPHATE_CAPSULES	1	0.5864388	-0.019763082
DRUG:BUTALBITAL/ASPIRIN/CAFFEINE	8	0.079473235	0.35922882
DRUG:BUTALBITAL/CAFFEINE/PARACETAMOL/	17	0.6994309	-0.19175361
DRUG:BUTALBITAL/CAFFEINE/SALICYLATE	6	0.5066848	-0.30751747
DRUG:BUTALBITAL?ACETAMINOPHEN	6	0.59797174	-0.39109293
DRUG:BUTALBITAL\CAFFEINE\PROPYPHENAZONE	16	-0.37250245	0.36863533
DRUG:BUTALBITOL	2	-0.006810136	0.40301272
DRUG:BUTAMBEN	16	-0.32605022	0.37849805
DRUG:BUTAMIRATE_CITRATE	12	-0.11939735	0.32171705
DRUG:BUTAMIRATE_CITRATE\GUAIFENESIN	5	0.248032	0.015061766
DRUG:BUTANE	5	0.24943829	0.113214344
DRUG:BUTCHERS_BROOM	16	-0.5120835	0.30049607
DRUG:BUTENAFINE_HYDROCHLORIDE	4	-0.873586	-0.08538535
DRUG:BUTEROL	10	0.38343316	0.14649609
DRUG:BUTHIAZIDE\CANRENOATE_POTASSIUM	16	-0.5297832	0.3013501
DRUG:BUTHIAZIDE\SPIRONOLACTONE	16	-0.35320187	0.48784068
DRUG:BUTILHIOSCINA	18	0.44979215	0.31375375
DRUG:BUTIRAN	1	0.5696248	-0.002458781
DRUG:BUTIZIDE;SPIRONOLACTONE	2	-0.25265923	0.35710385
DRUG:BUTOCONAZOLE_NITRATE	0	-0.6507339	0.080522716
DRUG:BUTORPHANOL	0	-0.7451173	0.21176168
DRUG:BUTORPHANOL_TARTRATE	4	-0.82701725	-0.08061972
DRUG:BUTORPHANOL_TARTRATE_NASAL_SPRAY,_USP	18	0.6592399	0.013192266
DRUG:BUTOSOL	4	-0.79625726	0.026403338
DRUG:BUTRAN	1	0.50475526	-0.2785831
DRUG:BUTRANS_/00444001/	7	0.4301685	0.013781041
DRUG:BUTRANS_TRANSDERMAL_PATCH	10	0.3630594	0.17713043
DRUG:BUTROPIUM_BROMIDE	5	0.3382089	0.02935633
DRUG:BUTTERBUR	8	0.027105212	0.4526706
DRUG:BUTYLPHTHALIDE	16	-0.44907343	0.3537065
DRUG:BUTYLSCOPOLAMIN	4	-0.78623635	-0.09086701
DRUG:BUTYLSCOPOLAMINE	9	-0.978004	-0.34654522
DRUG:BUTYLSCOPOLAMINE_BROMIDE	3	-0.9362042	-0.65626705
DRUG:BUTYLSCOPOLAMINE_BROMIDE\METAMIZOLE_SODIUM	0	-0.6388297	0.3141882
DRUG:BUTYRFENTANYL	5	0.36622792	0.1316376
DRUG:BUTYRIC_ACID	10	0.16606393	0.13696721
DRUG:BUTYROLACTONE	2	-0.21364754	0.46191898
DRUG:BY-VERTIN	1	0.5383774	-0.15041676
DRUG:BYDUREON_2MG_SUSPENSION	4	-0.8072103	0.011238635
DRUG:BYDUREON_2MG_VIAL_+_SYRINGE	0	-0.7761914	0.10810271
DRUG:BYDUREON_BC	8	0.061721258	0.25424454
DRUG:BYETTA_PEN_DISPOSABLE	4	-0.8051966	-0.22801873
DRUG:BYETTA_PEN,_DISPOSABLE	16	-0.4643427	0.3087655
DRUG:BYSTALIC	10	0.30182385	0.062499702
DRUG:C	4	-0.88163865	-0.061056346
DRUG:C_1000	0	-0.73331034	0.14087889
DRUG:C_500	5	0.34674442	0.11048302
DRUG:C_PAP_MACHINE	1	0.6419454	-0.28265744
DRUG:C_RETARD	18	0.4441771	0.17553893
DRUG:C_[ASCORBIC_ACID]	18	0.52818245	0.1754221
DRUG:C-PAP	16	-0.5978006	0.33855286
DRUG:C-TREPROSTINIL_RM	10	0.2898052	0.2143183
DRUG:C1_ESTERASE_INHIBITOR_(HUMAN)	0	-0.64570576	0.21308169
DRUG:CA	0	-0.72059613	0.18263146
DRUG:CA_+_D3	7	0.47008508	0.010889381
DRUG:CA_DTPA	17	0.71710616	-0.35536513
DRUG:CA_LACTATE	7	0.49838752	-0.07866585
DRUG:CA_[CALCIUM]	16	-0.33244118	0.4191154
DRUG:CA+D	1	0.47812712	-0.049362928
DRUG:CA/MA/D3	12	-0.012313522	0.005998522
DRUG:CABAZITAXEL	9	-0.9602179	-0.38690352
DRUG:CABERGOLINA_RAT	8	0.037553795	0.3023701
DRUG:CABERGOLINE	3	-0.9489559	-0.75968564
DRUG:CABIRALIZUMAB	2	-0.14653844	0.43691954
DRUG:CABOTEGRAVIR	9	-0.96339947	-0.4435011
DRUG:CABOTEGRAVIR_SODIUM	9	-0.9223992	-0.4341395
DRUG:CABOTEGRAVIR\RILPIVIRINE	9	-0.9464909	-0.23593406
DRUG:CABOZANTINIB	9	-0.9341698	-0.5335505
DRUG:CABOZANTINIB_S-MALATE	3	-0.9322427	-0.7197437
DRUG:CAC	16	-0.5161738	0.3807492
DRUG:CACIT_1000	14	0.24780491	-0.15373757
DRUG:CACO3	14	0.12155526	0.044608265
DRUG:CACTINOMYCIN	0	-0.5894629	-0.03432536
DRUG:CAD3	14	0.415159	-0.23371829
DRUG:CADEX	0	-0.70409036	0.21208778
DRUG:CADEX_/00082201/	5	0.26755336	0.023054034
DRUG:CADEXOMER_IODINE	2	-0.04563105	0.5209303
DRUG:CADONILIMAB	8	0.10196588	0.51558435
DRUG:CADUET	16	-0.48607385	0.38754824
DRUG:CAFEDRINE_HYDROCHLORIDE\THEODRENALINE	4	-0.80037004	0.008705556
DRUG:CAFFEIC_ACID	18	0.4701702	0.13501927
DRUG:CAFFEINE	9	-0.97206277	-0.4879928
DRUG:CAFFEINE_CITRATE	9	-0.9709408	-0.38631606
DRUG:CAFFEINE_CITRATE;CYNARA_CARDUNCULUS;FRANGULA_PURSHIANA;FUCUS_VESICULOS	2	-0.1760999	0.50669813
DRUG:CAFFEINE_CITRATE\ERGOTAMINE_TARTRATE	18	0.44567305	-0.003675431
DRUG:CAFFEINE_CITRATE\NITROGLYCERIN	18	0.4713164	0.16137388
DRUG:CAFFEINE_CITRATE\NITROGLYCERIN\PHENOBARBITAL	7	0.3733287	0.08118829
DRUG:CAFFEINE;DIHYDROCODEINE_BITARTRATE;PARACETAMOL	10	0.15786672	0.20739177
DRUG:CAFFEINE;DIHYDROCODEINE;PARACETAMOL	4	-0.89045197	-0.020109594
DRUG:CAFFEINE\CHLORPHENIRAMINE\DIHYDROCODEINE_BITARTRATE\METHYLEPHEDRINE_HYDROCHLORIDE,_(+/-)-	10	0.16919869	0.038371354
DRUG:CAFFEINE\CHLORPHENIRAMINE\PHENYLPROPANOLAMINE	4	-0.9383474	-0.15916133
DRUG:CAFFEINE\CYCLIZINE_HYDROCHLORIDE\ERGOTAMINE_TARTRATE	10	0.17262927	0.021275163
DRUG:CAFFEINE\DIMENHYDRINATE	14	0.22209018	-0.054555744
DRUG:CAFFEINE\DIPHENHYDRAMINE\HEXETYLAMINE\PROPYPHENAZONE\SALICYLAMIDE	2	-0.20458204	0.46970376
DRUG:CAFFEINE\DIPYRONE\ORPHENADRINE	4	-0.92016655	-0.12916291
DRUG:CAFFEINE\EPHEDRINE\PROMETHAZINE	2	-0.07684032	0.38648036
DRUG:CAFFEINE\ERGOTAMINE	4	-0.9189154	-0.10109377
DRUG:CAFFEINE\ERGOTAMINE_TARTRATE	0	-0.7610682	0.16513875
DRUG:CAFFEINE\ERGOTAMINE\ERGOTAMINE_TARTRATE	0	-0.85094917	0.08204374
DRUG:CAFFEINE\IBUPROFEN	10	0.09773723	0.15686122
DRUG:CAFFEINE\INDOMETHACIN\PROCHLORPERAZINE_MALEATE	16	-0.55179733	0.33563116
DRUG:CAFFEINE\ISOMETHEPTENE\METHIMAZOLE	0	-0.7640142	0.16546205
DRUG:CAFFEINE\MAGNESIUM_SALICYLATE	7	0.37460557	0.012208432
DRUG:CAFFEINE\MECLIZINE_MONOHYDROCHLORIDE\PYRIDOXINE_HYDROCHLORIDE	4	-0.7536753	-0.028553665
DRUG:CAFFEINE\MOXASTINE_TEOCLATE	5	0.3044195	0.22298941
DRUG:CAFFEINE\PHENACETIN\PROPYPHENAZONE	17	0.7023276	0.01854226
DRUG:CAFFEINE\PHENOBARBITAL	4	-0.88964313	-0.1235936
DRUG:CAFFEINE\PHENYLPROPANOLAMINE_HYDROCHLORIDE	10	0.26992348	0.25890532
DRUG:CAFFEINE\PROCAINE	12	-0.07386967	0.32233152
DRUG:CAFFEINE\PROPYPHENAZONE	18	0.45773965	0.16031107
DRUG:CAFFEINE\VITAMINS	12	-0.41713727	0.1757544
DRUG:CAFINITRINA	2	-0.1853157	0.3844014
DRUG:CAFSOL	10	0.3824874	0.12896106
DRUG:CAIRINA_MOSCHATA_HEART/LIVER_AUTOLYSATE	2	-0.14539772	0.35760757
DRUG:CAJUPUT_OIL\EUCALYPTUS_OIL\PEPPERMINT_OIL	2	-0.0408633	0.5305877
DRUG:CAL	0	-0.6709957	0.15429738
DRUG:CAL_+_D	2	-0.08267198	0.4949015
DRUG:CAL_C_VITA	0	-0.63945943	0.113447696
DRUG:CAL_CIT-D3	6	0.6119799	-0.44568586
DRUG:CAL_CITRATE_PLUS_VITAMIN_D	5	0.3904067	0.10332218
DRUG:CAL_D	4	-0.83363855	-0.011935294
DRUG:CAL_D_VITA	0	-0.72376686	0.11324331
DRUG:CAL_D_[CALCIUM_CARBONATE]	12	-0.04634277	0.27046123
DRUG:CAL_MAG	16	-0.5765676	0.34155616
DRUG:CAL_MAG_/00591201/	7	0.38918218	-0.025668323
DRUG:CAL_MAG_D	4	-0.736138	-0.015823156
DRUG:CAL_MAG_ZINC	7	0.44729936	0.036832124
DRUG:CAL_MAG_ZINC+D	7	0.5420001	0.051027626
DRUG:CAL_OS_D	7	0.3696245	0.08239135
DRUG:CAL-500	18	0.35705748	0.28485915
DRUG:CAL-CITRATE_PLUS_VITAMIN_D	16	-0.38925618	0.35354373
DRUG:CAL-D	12	-0.1674611	0.21100637
DRUG:CAL-D-VITA	1	0.57668376	-0.1512593
DRUG:CAL-MAG	0	-0.715223	0.20377073
DRUG:CAL-MAG_[CALCIUM_CARBONATE;MAGNESIUM_HYDROXIDE]	10	0.24698144	0.08612737
DRUG:CAL-MAG-ZINC	17	0.7122596	-0.2242493
DRUG:CAL/MAG	2	-0.17359093	0.4368802
DRUG:CALAMINE_LOTION	16	-0.29614386	0.4015936
DRUG:CALAMINE_LOTION_PHENOLATED	9	-0.8368075	-0.42826903
DRUG:CALAMINE\DIPHENHYDRAMINE_HYDROCHLORIDE\FERRIC_OXIDE_RED\PRAMOXINE_HYDROCHLORIDE\ZINC_OXIDE	16	-0.4436153	0.35493115
DRUG:CALAMINE\DIPHENHYDRAMINE_HYDROCHLORIDE\MENTHOL\ZINC_OXIDE	14	0.24213994	-0.3030325
DRUG:CALAMINE\FERRIC_OXIDE_RED\ZINC_OXIDE	4	-0.8873348	-0.070124894
DRUG:CALASPARGASE_PEGOL	4	-0.8628033	-0.16742507
DRUG:CALASPARGASE_PEGOL-MKNL	4	-0.79143184	0.0063212216
DRUG:CALBICOR	1	0.4492895	-0.22177976
DRUG:CALC	18	0.36237767	0.28123006
DRUG:CALCARB	4	-0.7763193	0.008758217
DRUG:CALCARB_WITH_VITAMIN_D	8	0.091440566	0.29343465
DRUG:CALCET	0	-0.72286785	0.05500552
DRUG:CALCI_CHEW	0	-0.71571046	0.23746309
DRUG:CALCI_D	9	-0.94926584	-0.32203713
DRUG:CALCI-CHEW	2	-0.21032694	0.469246
DRUG:CALCIA	18	0.37023613	0.2114121
DRUG:CALCIBON	5	0.25775906	0.116785794
DRUG:CALCIBON_D	2	-0.22793096	0.4970424
DRUG:CALCICARE	2	-0.20999962	0.3625348
DRUG:CALCICARE_D3	14	-0.083558716	-0.12800923
DRUG:CALCICHEW_D3_CITRON	6	0.46114838	-0.25517637
DRUG:CALCICHEW_D3_LEMON	1	0.5367749	-0.2444242
DRUG:CALCICHEW-D3_CITRON	7	0.5070027	-0.19019009
DRUG:CALCIDOC	9	-0.65116787	-0.58413523
DRUG:CALCIDON	8	0.16380456	0.19369504
DRUG:CALCIDOSE_[CALCIUM_CARBONATE;COLECALCIFEROL;PHYTOMENADIONE]	14	0.3151961	-0.3723253
DRUG:CALCIDURAN_[ASCORBIC_ACID;CALCIUM_PHOSPHATE;CITRIC_ACID;COLECALCIFEROL	0	-0.5939898	0.2563236
DRUG:CALCIFEDIOL	9	-0.9527961	-0.38742712
DRUG:CALCIFEDIOL_ANHYDROUS	14	-0.20047995	-0.24279256
DRUG:CALCIFEROL_CO	7	0.45418882	-0.09191975
DRUG:CALCIFEROL_DRO	7	0.48020804	0.03979218
DRUG:CALCIFORTE	8	0.23290733	0.29305133
DRUG:CALCIFORTE_VITAMINE_D3	7	0.36469567	0.05670482
DRUG:CALCIGEN	2	-0.2687447	0.41376188
DRUG:CALCIGEN_D3	17	0.44455314	-0.43479025
DRUG:CALCILAC_/00751524/	6	0.50546396	-0.5843326
DRUG:CALCILAC_KT	14	0.07374249	-0.10687196
DRUG:CALCILAC_[CALCIUM_LACTATE]	16	-0.6019564	0.29866537
DRUG:CALCILESS	2	-0.1616885	0.4283863
DRUG:CALCIMAGON_D3_500MG/400I.E.	5	0.32069024	0.18604496
DRUG:CALCIMAGON_D3_FORTE	16	-0.44169256	0.39885208
DRUG:CALCIMAGON_D3_UNO	12	0.082340635	0.2534977
DRUG:CALCIMAGON_[CALCIUM]	7	0.3801872	-0.10395619
DRUG:CALCIMAGON-D3_UNO	10	0.115104966	0.22340015
DRUG:CALCIMED_D3_500_MG/1000_I.E.	2	-0.07851269	0.38523468
DRUG:CALCIMED_D3_600MG/400I.E.	14	0.07446433	-0.03783211
DRUG:CALCINATE//CALCIUM_GLUCONATE	8	0.03716755	0.36863795
DRUG:CALCIO_+_MAGNESIO_WITH_VIT_D	0	-0.7576711	0.16463527
DRUG:CALCIO_+_VIT_D3	5	0.32491285	0.18313006
DRUG:CALCIO_+_VITAMINA_D	16	-0.36983365	0.39064458
DRUG:CALCIO_CARBONATO	12	-0.29633802	0.36772433
DRUG:CALCIO_D_ISDIN	1	0.5912004	-0.2753507
DRUG:CALCIO_FOLINATO	0	-0.5737057	0.097488016
DRUG:CALCIODEX	10	0.40189955	0.17051229
DRUG:CALCIODIE	0	-0.5721602	0.21168634
DRUG:CALCIORAL	10	-0.08213473	-0.029156506
DRUG:CALCIPARIN	0	-0.4799471	0.090513855
DRUG:CALCIPOTRIEN	16	-0.5342755	0.3362185
DRUG:CALCIPOTRIENE	9	-0.97978795	-0.5787364
DRUG:CALCIPOTRIENE_AND_BETAMETHASONE	10	0.33888793	0.1122534
DRUG:CALCIPOTRIOL,_BETAMETHASONE_DIPROPIONATE	10	0.20432022	0.20013162
DRUG:CALCIPOTRIOL/BETAMETHASONE_SANDOZ	7	0.39123818	-0.025498986
DRUG:CALCIPRAT	14	0.2764687	-0.16018939
DRUG:CALCIROL	8	0.13772798	0.29890093
DRUG:CALCIROL_[COLECALCIFEROL]	2	-0.30912164	0.45808598
DRUG:CALCISEDRON_D_TRIO	12	-0.02422908	0.2737914
DRUG:CALCIT	10	0.24424735	0.2274572
DRUG:CALCITAB	10	0.24291867	0.1509991
DRUG:CALCITAB_D	18	0.42451715	0.10719648
DRUG:CALCITE_+_D	1	0.6195338	-0.11191538
DRUG:CALCITE_/00751520/	14	0.26823798	-0.040249616
DRUG:CALCITE_[CALCIUM_CARBONATE]	8	0.100252114	0.49394885
DRUG:CALCITONIN	9	-0.96694493	-0.27043146
DRUG:CALCITONIN_HUMAN	6	0.54413855	-0.41335583
DRUG:CALCITONIN_NASAL_SPRAY	7	0.27827227	3.3944845e-05
DRUG:CALCITONIN_SALMON	9	-0.97317743	-0.3469599
DRUG:CALCITRAL	10	0.23056284	0.26500914
DRUG:CALCITRAT	0	-0.6784513	0.20895174
DRUG:CALCITRATE_PLUS_D	2	-0.14178813	0.4876745
DRUG:CALCITRIOL	3	-0.9156269	-0.78779364
DRUG:CALCITRIOL_0.25_MG	1	0.32659855	-0.095176876
DRUG:CALCITRIOL_0.25MCG	7	0.37133086	0.109882504
DRUG:CALCITRIOL_GRY	14	-0.087048426	-0.5173109
DRUG:CALCITRIOL_ODAN	4	-0.7943766	-0.124726266
DRUG:CALCITRIOL\CALCIUM_CARBONATE	4	-0.72582877	-0.022716641
DRUG:CALCITRIOL\CALCIUM_CARBONATE\ZINC	0	-0.7366023	0.21952572
DRUG:CALCITROL	8	0.04928843	0.44908777
DRUG:CALCITROL_[CALCIUM_CARBONATE;ERGOCALCIFEROL;RETINOL]	10	0.094042294	0.23102841
DRUG:CALCIUM	3	-0.8186067	-0.92823327
DRUG:CALCIUM__CHOLECALCIFEROL	7	0.42737228	-0.08798689
DRUG:CALCIUM__MAGNESIUM	12	-0.1544948	0.24290976
DRUG:CALCIUM_&_VITAMIN_D	10	0.073858716	0.24617723
DRUG:CALCIUM_&_VITAMIN_D_/01483701/	12	-0.004045382	0.29487166
DRUG:CALCIUM_+_D	2	-0.33472365	0.47885266
DRUG:CALCIUM_+_D_+_K	1	0.6322522	-0.12725681
DRUG:CALCIUM_+_D_CHE_500-1000M	1	0.5255604	-0.16015135
DRUG:CALCIUM_+_D_DUETTO	5	0.2468133	0.2990891
DRUG:CALCIUM_+_D3_/01483701/	1	0.61099786	-0.22200163
DRUG:CALCIUM_+_D3_[CALCIUM_CARBONATE;COLECALCIFEROL]	16	-0.62672067	0.3102738
DRUG:CALCIUM_+_IRON	8	0.16563964	0.39759275
DRUG:CALCIUM_+_MAGNESIUM_+_ZINK	4	-0.9094935	-0.071006
DRUG:CALCIUM_+_MAGNESIUM_CITRAT	5	0.3831805	0.18253073
DRUG:CALCIUM_+_MAGNESIUM_PLUS	2	-0.22673967	0.38120487
DRUG:CALCIUM_+_VIT_D3	18	0.50021356	0.098383516
DRUG:CALCIUM_+_VITAMIN_D	16	-0.57086545	0.3020902
DRUG:CALCIUM_+_VITAMIN_D_[CALCIUM_CITRATE;COLECALCIFEROL]	12	-0.15854825	0.35218123
DRUG:CALCIUM_+_VITAMIN_D3_+_K2	5	0.11227826	0.18253127
DRUG:CALCIUM_+_VITAMIN_D3_[CALCIUM;COLECALCIFEROL]	5	0.26346245	0.0018962324
DRUG:CALCIUM_+D	2	-0.25850812	0.5016717
DRUG:CALCIUM_+D_/07511201/	1	0.5969525	-0.19681968
DRUG:CALCIUM_+D_[CALCIUM_CARBONATE;COLECALCIFEROL]	0	-0.6378319	0.30682847
DRUG:CALCIUM_+D_[CALCIUM;ERGOCALCIFEROL]	16	-0.39027244	0.4105825
DRUG:CALCIUM_/_CALCIUM_GLUCONATE	0	-0.69146484	0.062992126
DRUG:CALCIUM_/_VITAMIN_D	18	0.58404696	0.014965296
DRUG:CALCIUM_/00241701/	1	0.4265477	-0.14133164
DRUG:CALCIUM_/02801801/	8	0.104307406	0.37500957
DRUG:CALCIUM_/07357001/	2	-0.087405734	0.43765184
DRUG:CALCIUM_/N/A/	5	0.116033144	0.105436355
DRUG:CALCIUM_1000	10	0.39589185	0.12557521
DRUG:CALCIUM_1000_+_D	8	0.28754842	0.33058807
DRUG:CALCIUM_1000+D	18	0.4045491	0.16601434
DRUG:CALCIUM_1200	2	-0.20966417	0.46612516
DRUG:CALCIUM_500	0	-0.71718407	0.15671292
DRUG:CALCIUM_500_+_D3	8	0.19733807	0.2718269
DRUG:CALCIUM_500_+_VIT_D	5	0.32082012	0.1487566
DRUG:CALCIUM_500_+_VITAMIN_D	5	0.21252698	0.25951627
DRUG:CALCIUM_500_+D	16	-0.3376157	0.23590252
DRUG:CALCIUM_500_D	10	0.20837185	0.26985964
DRUG:CALCIUM_500/VITAMIN_D3	18	0.48547602	0.058701962
DRUG:CALCIUM_500MG	7	0.40894607	0.048143387
DRUG:CALCIUM_600_+_D	7	0.45208573	0.03376919
DRUG:CALCIUM_600_+_D3	16	-0.3496771	0.47470555
DRUG:CALCIUM_600_+_D3_PLUS_MINERALS	16	-0.6022972	0.34882453
DRUG:CALCIUM_600_+_VIT_D	5	0.2285937	0.10547832
DRUG:CALCIUM_600_+_VITAMIN_D	14	0.37200755	-0.12118751
DRUG:CALCIUM_600_+D	7	0.5027578	0.079669565
DRUG:CALCIUM_600_MG	18	0.4188457	0.20540741
DRUG:CALCIUM_600_MG_WITH_VITAMIN_D	17	0.7217142	-0.2507541
DRUG:CALCIUM_600_PLUS_VITAMIN_D3	0	-0.77724946	0.15425041
DRUG:CALCIUM_600_TAB_+D	10	0.2909035	0.19645813
DRUG:CALCIUM_600_WITH_VIT_D	7	0.40977424	-0.24019931
DRUG:CALCIUM_600_WITH_VITAMIN_D	0	-0.64887345	0.22163704
DRUG:CALCIUM_600+_VIT_D	7	0.5141997	-0.039079636
DRUG:CALCIUM_600+D_/00944201/	8	0.27895445	0.39717743
DRUG:CALCIUM_600+D_PLUS_MINERALS	1	0.5156159	0.0019004643
DRUG:CALCIUM_600+D_[CALCIUM;COLECALCIFEROL]	2	-0.1260937	0.3868768
DRUG:CALCIUM_600+VITAMIN_D3_400	2	-0.22837886	0.45153555
DRUG:CALCIUM_600-D3_PLUS	5	0.30763483	0.09115556
DRUG:CALCIUM_600-VIT_D3	12	-0.09075605	0.30768892
DRUG:CALCIUM_600MG	5	0.25665	0.10819778
DRUG:CALCIUM_ACETATE	9	-0.9845996	-0.44636324
DRUG:CALCIUM_ACETATE;MAGNESIUM_CARBONATE	8	0.04375136	0.42850783
DRUG:CALCIUM_ACETATE\MAGNESIUM_ACETATE\POTASSIUM_ACETATE\SODIUM_ACETATE\SODIUM_CHLORI	4	-0.8410899	0.023937196
DRUG:CALCIUM_ACETATE\MAGNESIUM_ACETATE\POTASSIUM_ACETATE\SODIUM_ACETATE\SODIUM_CHLORIDE	9	-0.98728883	-0.48022193
DRUG:CALCIUM_ACETATE\MAGNESIUM_CARBONATE	16	-0.40408367	0.2877355
DRUG:CALCIUM_ACETYLSALICYLATE	8	0.13698614	0.30916688
DRUG:CALCIUM_ACTEATE	10	0.064304106	0.21122989
DRUG:CALCIUM_ALENDRONATE	6	0.58662367	-0.5522938
DRUG:CALCIUM_ALGINATE	16	-0.4297257	0.32961807
DRUG:CALCIUM_AMIDOTRIZOATE\DIATRIZOATE_MEGLUMINE\DIATRIZOATE_SODIUM	18	0.27278918	0.1735991
DRUG:CALCIUM_AND_COLECALCIFEROL	1	0.5061312	-0.06406999
DRUG:CALCIUM_AND_D3	8	0.15924504	0.32190886
DRUG:CALCIUM_ASCORBATE	9	-0.94908947	-0.4465269
DRUG:CALCIUM_ASCORBATE\CALCIUM_THREONATE\COBALAMIN\COCARBOXYLASE\FERROUS_GLUCONATE\FISH_OIL\FLAVIN_ADENINE_DINUCLEOTIDE\FOLIC_ACID\LEUCOVORIN_CALCIUM\LEVOMEFOLIC_ACID\METHYLCOBALAMIN\NADIDE\PYRIDOXAL_5-PHOSPHATE	0	-0.6606341	0.25374237
DRUG:CALCIUM_ASCORBATE\SODIUM_ASCORBATE\ZINC_CITRATE	12	0.06809429	0.18106106
DRUG:CALCIUM_ASCORBATE\VITAMIN_B_COMPLEX	8	0.31162497	0.30087885
DRUG:CALCIUM_ASPARTATE	9	-0.9571888	-0.24850008
DRUG:CALCIUM_BETA	12	-0.08631202	0.36416504
DRUG:CALCIUM_BICARBONATE	0	-0.65057206	0.29926446
DRUG:CALCIUM_BRAUSE	4	-0.7811449	-0.3052367
DRUG:CALCIUM_BROMIDE	14	0.10210314	-0.2666238
DRUG:CALCIUM_C	18	0.43158925	0.08597991
DRUG:CALCIUM_CARB-CHOLECALCIFEROL	8	0.17721269	0.48365924
DRUG:CALCIUM_CARBIMIDE	12	0.08444213	0.30776194
DRUG:CALCIUM_CARBONATE	3	-0.8147392	-0.9373107
DRUG:CALCIUM_CARBONATE_/_VITAMIN_D3	1	0.50729334	-0.26070452
DRUG:CALCIUM_CARBONATE_/CHOLECALCIFEROL	12	0.03214618	0.20364276
DRUG:CALCIUM_CARBONATE_ANTACID	16	-0.35730797	0.37717596
DRUG:CALCIUM_CARBONATE_D3	1	0.46344554	-0.029874235
DRUG:CALCIUM_CARBONATE_ETIDRONATE	4	-0.864622	-0.16630732
DRUG:CALCIUM_CARBONATE_MAGNESIUM_CARBONATE	0	-0.6942532	0.06232521
DRUG:CALCIUM_CARBONATE_SODIUM_ALGINATE_SODIUM_BICARBONATE	0	-0.6488056	0.25356755
DRUG:CALCIUM_CARBONATE_VITAMIN_D3	12	-0.21120727	0.24388394
DRUG:CALCIUM_CARBONATE_W/FAMOTIDINE/MAGNESIUM_HYDR	2	-0.16606306	0.4259121
DRUG:CALCIUM_CARBONATE_W/MAGNESIUM	18	0.58652115	0.050323933
DRUG:CALCIUM_CARBONATE_WITH_D	2	-0.20756328	0.49642387
DRUG:CALCIUM_CARBONATE_[CALCIUM_CARBONATE]	6	0.30633104	-0.39687446
DRUG:CALCIUM_CARBONATE-VIT_D3	8	0.1900112	0.35404155
