drug_id	cluster	pc1	pc2
DRUG:GUAIFENESIN\PHENYLEPHRINE\PHENYLPROPANOLAMINE	12	-0.16331917	0.3468171
DRUG:GUAIFENESIN\PHENYLPROPANOLAMINE_HYDROCHLORIDE	4	-0.8238138	-0.10228899
DRUG:GUAIFENESIN\PSEUDOEPHEDRINE_HYDROCHLORIDE	9	-0.9281885	-0.2456343
DRUG:GUAIFENESIN\SULFAMETHOXAZOLE\TRIMETHOPRIM	12	-0.031883407	0.3842812
DRUG:GUANABENZ_ACETATE	12	-0.036291286	0.21622589
DRUG:GUANFACINE	9	-0.9083017	-0.62140584
DRUG:GUANFACINE_HYDROCHLORIDE	9	-0.991354	-0.46135804
DRUG:GUANIDINE	4	-0.8629429	-0.0001784265
DRUG:GUAR_GUM	0	-0.72105247	0.21426025
DRUG:GUARANA	10	0.2797396	0.19589171
DRUG:GUMMIES	17	0.72599584	-0.0050136745
DRUG:GUMMY	18	0.50681376	0.18975917
DRUG:GUMMY_MULTIVITAMIN	8	0.1740264	0.36092016
DRUG:GUMMY_VITAMINS	16	-0.5051345	0.34527132
DRUG:GUNDRY_MD_VITAL_REDS	0	-0.5754318	0.1876795
DRUG:GUSELKUMAB	3	-0.89942396	-0.6220444
DRUG:GUSPERIMUS	17	0.72117037	-0.2700352
DRUG:GUSPERIMUS_TRIHYDROCHLORIDE	8	0.23595664	0.33980432
DRUG:GYDRELLE	4	-0.82378024	-0.15505415
DRUG:GYLENIA	10	0.24821258	0.22610298
DRUG:GYLPIZIDE	14	0.3019116	-0.26448858
DRUG:GYMNEMA	18	0.66462666	0.052363962
DRUG:GYNE_LOTRIMIN_3_DAY_CREAM	7	0.2829614	0.028506428
DRUG:GYNE_LOTRIMIN_7_DAY_CREAM	17	0.6806028	-0.056343466
DRUG:GYNEFAM	1	0.6465761	-0.19113359
DRUG:GYNO_DAKTARIN	4	-0.8145784	-0.07367054
DRUG:GYNO-TARDYFERON	8	0.22030628	0.3455725
DRUG:GYNOFERON	14	0.28564966	-0.20307997
DRUG:GYNOFERON_/02994301/	6	0.34200343	-0.33926636
DRUG:GYNOMUNAL	16	-0.45325822	0.27248594
DRUG:GYNOMUNAL_[CHOLESTEROL;HUMULUS_LUPULUS;HYALURONIC_ACID;TOCOPHERYL_ACET	2	-0.2428287	0.45066306
DRUG:GYNURA_DIVARICATA	12	-0.054093447	0.112932116
DRUG:GYNVITAL_GRAVIDA	14	0.13889432	-0.41941798
DRUG:GYREX	8	0.12064012	0.41054127
DRUG:H-C_TUSSIVE	6	0.43227327	-0.38960356
DRUG:H2_BLOCKER	8	0.25371587	0.3857647
DRUG:HACHIAZULE	4	-0.828527	0.032655597
DRUG:HACHIAZULE_/00317302/	2	-0.30500817	0.44123325
DRUG:HADENSA	6	0.17694184	-0.7344172
DRUG:HADLIMA_[ADALIMUMAB_BWWD]	10	0.3749788	0.18866858
DRUG:HAEMOCOAGULASE	2	-0.17366534	0.48068884
DRUG:HAEMOPHILUS_B_CONJUGATE_VACCINE	12	-0.07480899	0.1973463
DRUG:HAEMOPHILUS_B_CONJUGATE_VACCINE_(TETANUS_TOXOID_CONJUGATE)\HAEMOPHILUS_INFLUENZAE_TYPE_B_STRAIN_1482_CAPSULAR_POLYSACCHARIDE_TETANUS_TOXOID_CONJUGATE_ANTIGEN	2	-0.028117217	0.48555145
DRUG:HAEMOPHILUS_INFLUENZAE_BACTERIA	16	-0.3359069	0.35892496
DRUG:HAEMOPHILUS_INFLUENZAE_TYPE_B	0	-0.71501046	0.14313355
DRUG:HAEMOPHILUS_INFLUENZAE_TYPE_B_CAPSULAR_POLYSACCHARIDE_MENINGOCOCCAL_OUTER_MEMBRANE_PROTEIN_CONJUGATE_ANTIGEN	10	0.3295552	0.27515832
DRUG:HAEMOPHILUS_INFLUENZAE_VACCINE	16	-0.41955516	0.4444925
DRUG:HAIR_KERATIN_AMINO_ACIDS_GOLD_COMPLEX	4	-0.90002245	-0.26717788
DRUG:HAIR_NUTRITION	2	-0.17267835	0.3177977
DRUG:HAIR_SKIN_+_NAILS	7	0.40478382	0.039101183
DRUG:HAIR_SKIN_AND_NAILS	16	-0.360227	0.40105465
DRUG:HAIR_SKIN_AND_NAILS_FORMULA	7	0.44399667	0.059055507
DRUG:HAIR_SKIN_AND_NAILS_VITAMIN	5	0.22123605	0.17128351
DRUG:HAIR_SKIN_NAILS	4	-0.8928585	-0.13129225
DRUG:HAIR_VITAMINS	8	0.28506127	0.3158408
DRUG:HAIR,_SKIN_+_NAIL_COMPLEX	16	-0.5923259	0.3050941
DRUG:HAIR,_SKIN_+_NAILS_/00772301/	2	-0.037039507	0.5009649
DRUG:HAIR,_SKIN_+_NAILS_[AMINOBENZOIC_ACID;ASCORBIC_ACID;BIOTIN;CALCIUM;CAL	14	0.2356613	0.006832242
DRUG:HAIR,_SKIN_+_NAILS_[BIOTIN]	16	-0.5608221	0.39632216
DRUG:HAIR,_SKIN_AND_NAILS	0	-0.66580564	0.27162978
DRUG:HAIR,_SKIN_AND_NAILS_VITAMIN	18	0.5564333	0.12932286
DRUG:HAIR,_SKIN,_AND_NAILS	6	0.50433505	-0.6407317
DRUG:HAIR/SKIN_NAILS	10	0.26358438	0.22900847
DRUG:HAIR/SKIN/NAILS	5	0.22620961	0.28413388
DRUG:HALAZEPAM	1	0.52383155	-0.16186747
DRUG:HALCINONIDE	0	-0.77449083	0.16968516
DRUG:HALDOL_/00027401/	2	-0.24641627	0.45128307
DRUG:HALFDIGOXIN_KY	17	0.68308336	-0.24130966
DRUG:HALFLYTELY_[BISACODYL,ELECTROLYTES_NOS,MACROGOL_3350]	1	0.5960614	-0.1173172
DRUG:HALFPRIN	10	0.18373084	0.09979096
DRUG:HALIBUT_LIVER_OIL	12	-0.019879404	0.116377324
DRUG:HALIBUT-LIVER_OIL	7	0.46576107	-0.26611972
DRUG:HALLS_COUGH_DROPS	10	0.113842346	0.28398922
DRUG:HALOBETASOL	0	-0.8001063	0.15504637
DRUG:HALOBETASOL_PROP	16	-0.4934839	0.37927136
DRUG:HALOBETASOL_PROPIONATE	9	-0.9483294	-0.41600865
DRUG:HALOBETASOL_PROPIONATE\TAZAROTENE	0	-0.8475577	0.07601115
DRUG:HALOMETASONE	18	0.49197763	0.25552872
DRUG:HALOPERIDOL	3	-0.89237076	-0.7801597
DRUG:HALOPERIDOL_DECANOATE	9	-0.9758365	-0.47921818
DRUG:HALOPERIDOL_LACTATE	9	-0.9205684	-0.37178832
DRUG:HALOTHANE	0	-0.6256681	0.2089648
DRUG:HALSET	0	-0.6957169	0.17374972
DRUG:HALSET_[CETYLPYRIDINIUM_CHLORIDE]	16	-0.48050633	0.32891324
DRUG:HAMAMELIS_VIRGINIANA_ROOT_BARK/STEM_BARK	0	-0.800574	0.07490933
DRUG:HAMAMELIS_VIRGINIANA_TOP_WATER\PHENYLEPHRINE_HYDROCHLORIDE	0	-0.8100239	0.117323905
DRUG:HAMETUM	9	-0.8842947	-0.5433534
DRUG:HAN_ZHU_TING	8	0.20084992	0.35412833
DRUG:HANA	16	-0.50048494	0.41211793
DRUG:HAPTOGLOBIN	12	-0.0009882525	0.28097674
DRUG:HAPTOGLOBINS	6	0.6675032	-0.53587407
DRUG:HARMONILAN	10	0.32833868	0.10756418
DRUG:HARNAL_D	2	-0.042946	0.44569084
DRUG:HARNAL_ORODISPERSABLE	14	0.10441246	-0.026348978
DRUG:HARNSTOFF	0	-0.6765853	0.16361132
DRUG:HARPAGOPHYTUM_PROCUMBENS_ROOT	2	-0.030778278	0.45314267
DRUG:HARPAGOPHYTUM_PROCUMBENS_ROOT\HERBALS	0	-0.6093133	0.133113
DRUG:HARTMANN_SOLUTION	5	0.28557926	0.0048748255
DRUG:HARTMANS	2	-0.2537213	0.33852223
DRUG:HASCOVIR	0	-0.6638034	0.26539943
DRUG:HAWTHORN_BERRIES	2	-0.20600432	0.41921434
DRUG:HAWTHORN_BERRY	1	0.61146235	-0.31544435
DRUG:HAWTHORN_EXTRACT	7	0.48385823	0.0044110417
DRUG:HAWTHORN_LEAF_WITH_FLOWER	4	-0.7593908	0.0134978
DRUG:HAWTHORN_LEAF_WITH_FLOWER\QUININE	0	-0.5220843	0.22568884
DRUG:HAWTHORN_LEAF_WITH_FLOWER\VALERIAN	7	0.49759984	-0.1950784
DRUG:HAWTHORNE	2	-0.26066807	0.42127106
DRUG:HAWTHORNE_BERRY	18	0.46975905	0.2286832
DRUG:HAY_CROM	6	0.5391168	-0.4465673
DRUG:HCL	16	-0.3733894	0.42453584
DRUG:HCT_AAA	2	-0.07205241	0.47254565
DRUG:HCT_HEXAL	1	0.46762097	0.018072277
DRUG:HCT_RATIOPHARM	12	-0.23561952	0.2958286
DRUG:HCT?BETA	2	-0.20691168	0.45808592
DRUG:HCTZ	8	0.071802996	0.40642002
DRUG:HCTZ/TRIAMTERENE	2	-0.25723526	0.49017283
DRUG:HEAD_+_SHOULDERS	18	0.38715926	0.22205487
DRUG:HEALONID	8	0.044382878	0.47011122
DRUG:HEARING_AIDS	2	-0.0102900565	0.50439954
DRUG:HEART_HEALTH	6	0.52600384	-0.26387098
DRUG:HEART_MEDICATION	1	0.7045086	-0.09921065
DRUG:HEART_MONITOR	6	0.65314543	-0.35664046
DRUG:HEART_PILL	18	0.43478298	0.23075649
DRUG:HEART_PILLS	8	0.13173282	0.31296626
DRUG:HEART_TREASURE_PILL	6	0.51635087	-0.3551016
DRUG:HEARTBURN_RELIEF	2	-0.24459696	0.4762943
DRUG:HEATHER_[CALLUNA_VULGARIS]	8	0.2505086	0.31541833
DRUG:HEATHER_[NORETHISTERONE]	5	0.30236158	-0.009517044
DRUG:HEDERA_HELIX_FLOWERING_TWIG\HERBALS	6	0.43146396	-0.4267815
DRUG:HEDERIX_PLAN	8	0.253419	0.36097136
DRUG:HEDONIN	1	0.5882574	-0.13188133
DRUG:HELIOCARE	2	-0.072688274	0.47541437
DRUG:HELIUM	12	0.05983817	0.24043396
DRUG:HELIUM\OXYGEN	5	0.3186501	0.0057430267
DRUG:HELIXIA_COUGH	17	0.71030056	-0.4767373
DRUG:HELIXOR	2	-0.036233146	0.43615428
DRUG:HELPOVIN	5	0.0973245	0.07958382
DRUG:HEMATIN	4	-0.6154512	-0.23638684
DRUG:HEMATRON	12	0.0055225715	0.20932427
DRUG:HEMAX	16	-0.5888156	0.33069506
DRUG:HEMAX_/00928302/	2	-0.2201922	0.4240168
DRUG:HEMFER-XT	14	0.32057154	-0.31085384
DRUG:HEMIN	4	-0.83814883	-0.15549165
DRUG:HEMLIBRA_SDV	1	0.3756041	-0.0412907
DRUG:HEMOCOAGULASE	5	0.23837817	0.28167114
DRUG:HEMOCYTE	16	-0.591666	0.32317504
DRUG:HEMOCYTE_PLUS	2	-0.22224385	0.449025
DRUG:HEMODIALYSIS_SOLUTION	0	-0.62815964	0.22799692
DRUG:HEMOFER	12	0.04490847	0.2633033
DRUG:HEMOFOL	8	0.04752431	0.3238059
DRUG:HEMOGENIC	18	0.1818378	0.03169769
DRUG:HEMOGLOBIN_GLUTAMER-250_(BOVINE)	1	0.7017696	-0.18285638
DRUG:HEMOPORISON	8	0.13220337	0.3537458
DRUG:HEMOSIN-K	5	0.44150585	0.08490962
DRUG:HEMOSTATIC	12	-0.07662806	0.14395896
DRUG:HEMOVAS	5	0.23799706	0.24809971
DRUG:HEMP	0	-0.77501374	0.13353398
DRUG:HEMUBRA_SDV	7	0.48662168	-0.025955409
DRUG:HEP_LOCK	8	0.091745876	0.31390694
DRUG:HEPA_MERZ	16	-0.5931587	0.3041046
DRUG:HEPA-FACTOR	8	0.09639608	0.30174026
DRUG:HEPA-MERZ	2	-0.19709148	0.46129426
DRUG:HEPA?MERZ	10	0.16677788	0.24172029
DRUG:HEPAACT	2	-0.24385071	0.35341945
DRUG:HEPAR-SL_FORTE_600MG	1	0.45642525	-0.21079615
DRUG:HEPAREGEN	16	-0.5330705	0.2503511
DRUG:HEPARIN	9	-0.9282034	-0.23962016
DRUG:HEPARIN_10_UNITS/ML	1	0.58118427	0.0087607205
DRUG:HEPARIN_1000_UNITS/ML_PORCINE	1	0.6411943	-0.054692954
DRUG:HEPARIN_2000_UNITS/1000_ML_NORMAL_SALINE	6	0.7293438	-0.6400322
DRUG:HEPARIN_AL	0	-0.63025385	0.09920427
DRUG:HEPARIN_BICHSEL	12	-0.20300862	0.1658155
DRUG:HEPARIN_CALCIUM	3	-0.97123116	-0.69043356
DRUG:HEPARIN_FLUSH	18	0.38026622	0.18851528
DRUG:HEPARIN_GROUP	18	0.4892341	0.16193756
DRUG:HEPARIN_INFUSION	1	0.39996365	-0.16852295
DRUG:HEPARIN_LOCK	18	0.39998707	0.115894884
DRUG:HEPARIN_PF_NOVO	18	0.5538621	-0.025883049
DRUG:HEPARIN_PRESERVATIVE_FREE	8	0.23060179	0.34319404
DRUG:HEPARIN_SODIUM	3	-0.8692451	-0.87449396
DRUG:HEPARIN_SODIUM,_BOVINE	1	0.5545001	-0.1098741
DRUG:HEPARIN_SODIUM\SODIUM_CHLORIDE	4	-0.84189576	-0.018874109
DRUG:HEPARIN_SODIUM\ZINC_SULFATE	0	-0.79213864	0.09925136
DRUG:HEPARINE	8	0.091634415	0.42257133
DRUG:HEPATHROMBIN	9	-0.8939333	-0.46880755
DRUG:HEPATIL	2	-0.09431143	0.42507246
DRUG:HEPATITIS_A	12	-0.14940411	0.25582317
DRUG:HEPATITIS_A_VACCINE_INACT_W/HEPATITIS_B_VACCI	2	-0.21843171	0.4261438
DRUG:HEPATITIS_A_VACCINE,_INACTIVATED	0	-0.8305092	0.050929368
DRUG:HEPATITIS_A_VACCINE;HEPATITIS_B_VACCINE	8	0.22513595	0.3349875
DRUG:HEPATITIS_A_VIRUS_STRAIN_CR_326F_ANTIGEN_(FORMALDEHYDE_INACTIVATED)	9	-0.81814134	-0.45865774
DRUG:HEPATITIS_A_VIRUS_STRAIN_HM175_ANTIGEN_(FORMALDEHYDE_INACTIVATED)	9	-0.9353679	-0.5066985
DRUG:HEPATITIS_A_VIRUS_STRAIN_HM175_ANTIGEN_(FORMALDEHYDE_INACTIVATED)\HEPATITIS_B_VIRUS_SUBTYPE_ADW2_HBSAG_SURFACE_PROTEIN_ANTIGEN	0	-0.784236	0.083697826
DRUG:HEPATITIS_B_IMMUNE_GLOBULIN	6	0.39234126	-0.29209724
DRUG:HEPATITIS_B_VIRUS_HBSAG_SURFACE_PROTEIN_ANTIGEN	16	-0.48746186	0.42674825
DRUG:HEPATITIS_B_VIRUS_SUBTYPE_ADW2_HBSAG_SURFACE_PROTEIN_ANTIGEN	4	-0.78850496	0.025321752
DRUG:HEPATITIS_B_VIRUS_VACCINE	9	-0.9101836	-0.27146906
DRUG:HEPSERA_10	0	-0.7811841	0.04361099
DRUG:HEPTAMINOL	12	0.041508384	0.30877736
DRUG:HEPTAMINOL_HYDROCHLORIDE	4	-0.73260593	-0.004782617
DRUG:HEPTODIN	4	-0.73013616	-0.13840845
DRUG:HERBAL_CLEANSE	5	0.19081438	0.14685592
DRUG:HERBAL_DRUGS	12	-0.29990295	0.070310235
DRUG:HERBAL_MEDICINE	8	0.14624473	0.28780034
DRUG:HERBAL_PREPARATION	0	-0.7625265	0.16040757
DRUG:HERBAL_TEA	5	0.22900224	0.23641828
DRUG:HERBALIFE	2	-0.11191013	0.4434338
DRUG:HERBALS	3	-0.90999043	-0.71194446
DRUG:HERBALS\DIAMMONIUM_GLYCYRRHIZINATE	4	-0.8521025	-0.028216869
DRUG:HERBALS\GARCINIA_CAMBOGIA_FRUIT	2	-0.027630433	0.47725174
DRUG:HERBALS\HOMEOPATHICS	0	-0.7838778	0.11552259
DRUG:HERBALS\HOMEOPATHICS\GOLDENSEAL	4	-0.85079795	-0.20033714
DRUG:HERBALS\HOMEOPATHICS\MATRICARIA_RECUTITA	16	-0.5132257	0.3778753
DRUG:HERBALS\HOMEOPATHICS\MELISSA_OFFICINALIS	18	0.45442522	0.28973004
DRUG:HERBALS\HOMEOPATHICS\PASSIFLORA_INCARNATA_FLOWER	0	-0.6922992	0.2290537
DRUG:HERBALS\HOMEOPATHICS\PASSIFLORA_INCARNATA_FLOWERING_TOP	4	-0.747841	0.040343642
DRUG:HERBALS\HOMEOPATHICS\STRYCHNOS_IGNATII_SEED	8	0.03785582	0.40972832
DRUG:HERBALS\HONEY	18	0.42889106	0.20825359
DRUG:HERBALS\HOPS\VALERIAN	9	-0.9569529	-0.44199952
DRUG:HERBALS\HOUTTUYNIA_CORDATA_WHOLE	1	0.528239	-0.013602823
DRUG:HERBALS\JUNIPERUS_COMMUNIS_WHOLE	8	0.16134459	0.33032712
DRUG:HERBALS\KARAYA_GUM	9	-0.9422869	-0.34995574
DRUG:HERBALS\LAMINARIA_JAPONICA	8	0.11702464	0.36437574
DRUG:HERBALS\LAVANDULA_ANGUSTIFOLIA_WHOLE	5	0.29182	0.057455838
DRUG:HERBALS\LINSEED_OIL	0	-0.7795407	0.16004291
DRUG:HERBALS\MELISSA_OFFICINALIS	16	-0.44116187	0.32357797
DRUG:HERBALS\MELISSA_OFFICINALIS_LEAF\PEPPERMINT_EXTRACT\VALERIAN	8	0.107320614	0.30567315
DRUG:HERBALS\MENTHOL	2	-0.20269188	0.42119554
DRUG:HERBALS\MINERALS\VITAMINS	4	-0.9159799	-0.11528745
DRUG:HERBALS\MITRAGYNINE	9	-0.9375505	-0.4433126
DRUG:HERBALS\MUSHROOMS_UNSPECIFIED	16	-0.5666844	0.3527027
DRUG:HERBALS\ORANGE	5	0.110614516	0.053010255
DRUG:HERBALS\PANAX_NOTOGINSENG_ROOT_EXTRACT	8	0.12444932	0.32913467
DRUG:HERBALS\PAULLINIA_CUPANA_SEED	4	-0.89154506	-0.14314607
DRUG:HERBALS\PHENYL_SALICYLATE	0	-0.73790634	0.06874105
DRUG:HERBALS\PLANTAGO_INDICA_WHOLE	4	-0.880305	-0.055465013
DRUG:HERBALS\PLANTAGO_OVATA_LEAF	3	-0.848424	-0.79438543
DRUG:HERBALS\PLANTAGO_OVATA_SEED	0	-0.7219071	0.13741413
DRUG:HERBALS\PLANTAGO_OVATA_SEED_COAT	4	-0.87831044	-0.1510733
DRUG:HERBALS\PLANTAGO_OVATA_SEED\PLANTAGO_SEED	4	-0.9007219	-0.11638793
DRUG:HERBALS\SAW_PALMETTO	9	-0.9450439	-0.4709266
DRUG:HERBALS\SENNA_LEAF\SENNOSIDES	4	-0.86605805	-0.06689727
DRUG:HERBALS\SENNOSIDES	4	-0.84302354	-0.23089217
DRUG:HERBALS\SILYBUM_MARIANUM_WHOLE	2	-0.16036491	0.41945037
DRUG:HERBALS\SPIRULINA	16	-0.38888103	0.48444954
DRUG:HERBALS\STEVIA_REBAUDIUNA_LEAF	1	0.39800465	-0.13339734
DRUG:HERBALS\TARAXACUM_OFFICINALE	0	-0.730085	0.042616725
DRUG:HERBALS\TETRAHYDROCANNABINOL_MIXED	8	0.1549578	0.409115
DRUG:HERBALS\TETRAHYDROCANNABINOL_UNSPECIFIED	4	-0.93660456	-0.18076272
DRUG:HERBALS\TETRAHYDROCANNABIPHOROL	8	0.2941014	0.30534074
DRUG:HERBALS\TRIBULUS_TERRESTRIS	5	0.24329019	0.2785888
DRUG:HERBALS\TROSPIUM	7	0.5407453	-0.3085848
DRUG:HERBALS\TURMERIC	3	-0.974982	-0.6529561
DRUG:HERBALS\UNCARIA_TOMENTOSA_WHOLE	7	0.5256332	-0.15600778
DRUG:HERBALS\VITAMINS	4	-0.86460185	-0.0152722895
DRUG:HERBALS\VITIS_VINIFERA_LEAF	4	-0.7085259	0.007515639
DRUG:HERBALS\VITIS_VINIFERA_SEED	0	-0.8150814	0.12221703
DRUG:HERBALS\WITHANIA_SOMNIFERA_ROOT	9	-0.9604266	-0.20914984
DRUG:HERBALS\ZINC_OXIDE	0	-0.585389	0.28001633
DRUG:HERBESSER_R	2	-0.047952324	0.41324225
DRUG:HERBS\ROOTS	12	-0.12957586	0.2764233
DRUG:HERCEPTIN_^GENENTECH^	9	-1.0031236	-0.40900156
DRUG:HERMES_CALCIUM_D3	7	0.38504764	-0.15312615
DRUG:HERMOLEPSIN	17	0.4867301	-0.15388483
DRUG:HEROIN	0	-0.6391813	0.075015694
DRUG:HEROMBOPAG_OLAMINE	18	0.47254074	0.12910888
DRUG:HERPES_SIMPLEX_VACCINE	16	-0.39069608	0.36692032
DRUG:HERPESINE	7	0.3833629	0.008570343
DRUG:HERZ_ASS	5	0.28459293	0.1493878
DRUG:HERZASS	9	-0.9077249	-0.556173
DRUG:HERZSCHUTZ_ASS	14	0.27683842	-0.17007352
DRUG:HESPERIDIN	0	-0.7678052	0.05073318
DRUG:HESPERIDIN_METHYLCHALCONE	6	0.6803275	-0.50705653
DRUG:HETASTARCH	4	-0.75877625	0.0400002
DRUG:HETASTARCH\SODIUM_CHLORIDE	8	0.24628577	0.40939042
DRUG:HETROMBOPAG_OLAMINE	10	0.19979793	0.17848936
DRUG:HEVIRAN_COMFORT	6	0.42365512	-0.40821436
DRUG:HEXABRIX_320_UNKNOWN	1	0.6849635	-0.033745617
DRUG:HEXACHLOROPHENE	4	-0.8002463	0.046630025
DRUG:HEXADROL_TABLETS	10	0.17634502	0.18111709
DRUG:HEXAL	17	0.668161	-0.050490975
DRUG:HEXALID	12	-0.09803715	0.30343106
DRUG:HEXAMEDIN	18	0.46017766	0.07320574
DRUG:HEXAMEDINE	8	0.04627341	0.39631376
DRUG:HEXAMIDINE	6	0.4239212	-0.4800439
DRUG:HEXAMIDINE_DIISETHIONATE	16	-0.4425878	0.17883262
DRUG:HEXAVIT_[VITAMINS_NOS]	0	-0.63426113	0.20754942
DRUG:HEXAVITAMIN	2	-0.19406715	0.50617635
DRUG:HEXETIDINE	0	-0.73032033	0.07041162
DRUG:HEXETIDINE_TEVA	12	-0.015070796	0.19759426
DRUG:HEXOPRENALINE	6	0.16382784	-0.75547755
DRUG:HEXOPRENALINE_SULFATE	14	0.19252008	-0.19733158
DRUG:HICEE_/00008001/	12	0.027694747	0.10869458
DRUG:HICET	8	0.23964056	0.29503265
DRUG:HIDANTINE	6	0.47613603	-0.47866866
DRUG:HIDROCODONA/ACETAMINOFEN_MALLINCKRODT	5	0.32739118	0.17421505
DRUG:HIDROCORTIZON	14	0.24572611	-0.13329756
DRUG:HIDROLAC	1	0.5397377	-0.20107977
DRUG:HIDROSMIN	1	0.57663566	-0.08044618
DRUG:HIERRO	18	0.31503776	0.20288083
DRUG:HIGH_BLOOD_PRESSURE	18	0.37511542	0.09616944
DRUG:HIGH_BLOOD_PRESSURE_MEDICATION	7	0.50283605	-0.100782394
DRUG:HIGH_BLOOD_PRESSURE_MEDICATIONS	2	0.013171606	0.4955621
DRUG:HIGH_BLOOD_PRESSURE_TREATMENT_-_UNKNOWN	1	0.58671165	-0.05551228
DRUG:HIGH_BLOOD_PRESSURURE	7	0.3321861	-0.05000943
DRUG:HIGH_CHOLESTEROL_PILL	1	0.53946006	-0.017958313
DRUG:HIGH_DENSITY_POLYETHYLENE	4	-0.9470792	-0.1716655
DRUG:HILTONOL	6	0.6395596	-0.62000906
DRUG:HINECHOL	18	0.57146215	0.09771201
DRUG:HIPREX_[METHENAMINE_HIPPURATE]	2	-0.04139362	0.46200225
DRUG:HIRUCREME	1	0.4161837	0.010805249
DRUG:HIRUDOID	2	-0.16905	0.47468892
DRUG:HIRUDOID_FORTE	12	-0.099279456	0.27869335
DRUG:HIRUDOID_LOTION	5	0.23930523	0.0600546
DRUG:HIRUDOID_OINTMENT	8	0.22480476	0.32765254
DRUG:HISHIPHAGEN_C	8	0.09747169	0.37207064
DRUG:HISTAMINE	4	-0.8533059	-0.044222206
DRUG:HISTAMINE_DIHYDROCHLORIDE	1	0.46111095	-0.08860573
DRUG:HISTAMINE_PHOSPHATE	6	0.6080235	-0.37502432
DRUG:HISTIDINE	0	-0.5844091	0.19211462
DRUG:HISTIDINE_MONOHYDROCHLORIDE	8	0.1352233	0.3254533
DRUG:HISTINEX	5	0.3246786	0.14498356
DRUG:HISTOFIL	14	0.34883866	-0.04745683
DRUG:HISTRELIN_ACETATE	9	-0.88761353	-0.46594423
DRUG:HJERTEALBYL	16	-0.4264008	0.3074517
DRUG:HM_VITAMIN_D3	8	0.030125476	0.42350617
DRUG:HMS_90	8	0.18039644	0.47376445
DRUG:HOLISTA_OMEGA_3	2	-0.1560328	0.42662665
DRUG:HOLISTEN	17	0.7666156	-0.34145904
DRUG:HOLY_BASIL	8	0.22545478	0.3937634
DRUG:HOMATROPINE_HYDROBROMIDE	4	-0.83275175	-0.03302467
DRUG:HOMATROPINE_METHYLBROMIDE_HYDROCODONE_BITARTRATE	10	0.32463932	0.20552126
DRUG:HOMATROPINE_METHYLBROMIDE\HYDROCODONE_BITARTRATE	4	-0.86752105	-0.014523745
DRUG:HOMATROPINE/HYDROCODONE	7	0.54792845	0.046592414
DRUG:HOMEOPATHIC_REMEDIES	12	-0.0020830184	0.29408267
DRUG:HOMEOPATHICS	9	-0.88745916	-0.3506759
DRUG:HOMEOPATHICS\ZINC_ACETATE_ANHYDROUS\ZINC_GLUCONATE	0	-0.66194725	0.26483676
DRUG:HOMEOPATHICS\ZINC_ACETATE\ZINC_GLUCONATE	16	-0.46105945	0.35997036
DRUG:HOMEOPLASMINE	1	0.4634068	-0.18462245
DRUG:HOMOSALATE\OCTINOXATE\OCTISALATE\OXYBENZONE	5	0.3628061	0.054202408
DRUG:HOMOSALATE\OCTINOXATE\OCTISALATE\OXYBENZONE\TITANIUM_DIOXIDE	4	-0.747484	0.009305298
DRUG:HOMOSALATE\OCTINOXATE\OCTOCRYLENE\ZINC_OXIDE	8	0.26207963	0.2986262
DRUG:HONEY	0	-0.7830787	0.09272152
DRUG:HOPANTENIC_ACID	14	0.28845376	-0.28610536
DRUG:HOPS	2	-0.079654865	0.41093752
DRUG:HOPS\MELISSA_OFFICINALIS\VALERIAN_EXTRACT	9	-0.7150549	-0.6172393
DRUG:HORMONE_CREAM_BASE	18	0.30722407	0.1502066
DRUG:HORMONE_MEDICATION	5	0.31338158	0.16046765
DRUG:HORMONE_PATCH	18	0.526025	0.067911625
DRUG:HORMONE_REPLACEMENT	2	-0.29480582	0.42871824
DRUG:HORMONE_REPLACEMENT_THERAPY_NOS	18	0.58056027	0.029833078
DRUG:HORMONES	4	-0.6169397	-0.044962376
DRUG:HORSE_CHESTNUT	4	-0.8779463	-0.00273332
DRUG:HORSE_CHESTNUT\RUTIN	17	0.78061515	-0.45867774
DRUG:HP_ACTHAR	14	0.14070389	-0.15877342
DRUG:HPR_PLUS	1	0.44668788	-0.12698948
DRUG:HRT	8	0.2803732	0.35423115
DRUG:HRT_PATCH	10	0.17758814	0.2280154
DRUG:HTCZ	5	0.24518934	0.23443547
DRUG:HTN_MEDICATION_NOS	10	0.057700507	-0.035315514
DRUG:HUANG_QI	12	0.041322485	0.11794254
DRUG:HUMALAC_A	4	-0.81688595	0.017291427
DRUG:HUMALAC_B	0	-0.7660756	0.11471704
DRUG:HUMALOG_/00030501/	6	0.51376945	-0.3421307
DRUG:HUMALOG_100_E/ML_INJEKTIONSLOESUNG	18	0.6502421	0.057542652
DRUG:HUMALOG_25%_LISPRO,_75%_NPL	0	-0.78469294	0.030832082
DRUG:HUMALOG_50%_LISPRO,_50%_NPL	16	-0.451034	0.35217586
DRUG:HUMALOG_75-25	10	0.31844962	0.1612083
DRUG:HUMALOG_75/25	2	-0.07924697	0.5088123
DRUG:HUMALOG_HD_KWIKPEN	8	0.11161507	0.4341515
DRUG:HUMALOG_INSULIN	2	-0.27262416	0.5015147
DRUG:HUMALOG_INSULIN_10ML	7	0.31852332	-0.0037731826
