drug_name	n_signals	n_female_higher	n_male_higher	mean_log_ratio	max_log_ratio	min_log_ratio	female_pct
PRAMIPEXOLE	95	39	56	-0.12231989298846814	2.556749691222372	-2.1037021084625858	41.1
MACITENTAN	95	52	43	0.025054679609892296	1.0208193435461286	-1.804583308044414	54.7
TIRZEPATIDE	95	8	87	-0.579709672893117	1.0508291325494503	-1.5614410892687083	8.4
NALTREXONE	95	47	48	0.08767617006126616	1.8679069982759422	-0.8988696946014113	49.5
EZETIMIBE	94	38	56	-0.17070202099971013	1.7690222667971645	-2.211247313790025	40.4
MIRABEGRON	94	71	23	0.7680741144470885	2.625645970457229	-1.560593548011351	75.5
CARFILZOMIB	93	65	28	0.34649880445282105	2.1400041335723925	-1.1020512864619365	69.9
FILGRASTIM	93	41	52	-0.11866010280990882	3.1149381153062556	-2.707936770102892	44.1
TELAPREVIR	93	45	48	0.012550844862046726	1.703911577752344	-1.8797110432724313	48.4
EXENATIDE	92	36	56	-0.19875980549317465	1.0856779569125157	-1.6465338442582116	39.1
GLYCOPYRRONIUM	91	35	56	-0.2773008871520535	1.8843464910276948	-2.7065374104405215	38.5
GLICLAZIDE	91	70	21	0.6859036308701282	2.4383087101529823	-2.3008081482735996	76.9
IXAZOMIB	90	60	30	0.24019714362028166	1.3841839372705182	-1.113038425444552	66.7
BUPRENORPHINE;NALOXONE	90	28	62	-0.29083709643069583	1.4925483871485614	-1.464793209983585	31.1
DOMPERIDONE	89	54	35	0.43140522630655126	2.90776898405886	-3.409907546661131	60.7
SIROLIMUS	89	63	26	0.48012875683668615	4.504688383143007	-1.277214102215328	70.8
ACETAMINOPHEN	89	58	31	0.5139955382389907	2.455370666865982	-1.8754861077755385	65.2
PHENYTOIN	88	53	35	0.1687001505254332	1.5496674186601542	-1.358296432873276	60.2
OXAZEPAM	88	57	31	0.411458897744048	3.265498745933149	-1.904601672351565	64.8
NOREPINEPHRINE	88	57	31	0.07185691454606863	1.6649921335198679	-3.2636325415140117	64.8
MELOXICAM	87	52	35	0.2444355070423681	2.414458649558954	-1.596367133437941	59.8
CEFUROXIME	87	29	58	-0.5239904229018233	2.2114701623818602	-3.11348862513021	33.3
ZIPRASIDONE	87	39	48	-0.0695337457147196	3.031460933916627	-3.1267936961438876	44.8
MORPHINE SULFATE	86	11	75	-0.6870630792131114	1.9873177206747523	-1.7779740576845162	12.8
ISONIAZID	85	64	21	0.509668890585712	2.381864027040032	-1.4381846083231298	75.3
OSELTAMIVIR	84	28	56	-0.5527092288885592	2.4021119100994	-3.3537551674854877	33.3
CALCIUM;VITAMIN D3	84	43	41	0.06374846224241383	2.428807016575206	-3.0095645590767353	51.2
TERIPARATIDE	84	15	69	-0.4854379924598896	1.2177990127661809	-1.8778683902606277	17.9
ERLOTINIB	83	61	22	0.33532186766268535	1.2859904543390497	-1.1802850352901273	73.5
VARENICLINE	83	14	69	-0.5508193956627573	1.2122346707410578	-2.8133266899453404	16.9
RIFAMPICIN	83	65	18	0.43820271294834506	2.5517310523849215	-1.4224214570403904	78.3
PARACETAMOL;TRAMADOL	83	61	22	0.4188994092338019	2.023230802331689	-3.428261323586362	73.5
APREPITANT	83	53	30	0.5465947303203746	3.181880219664001	-2.1217232683128624	63.9
IXEKIZUMAB	82	14	68	-0.5303634563793189	1.0959195867508364	-1.8864388929505833	17.1
RALTEGRAVIR	82	38	44	-0.10772843517063647	1.7714942221154664	-2.7853285042814298	46.3
DABRAFENIB	81	55	26	0.2758962545426176	1.7870128378258254	-1.2623432716580527	67.9
DOLUTEGRAVIR	81	54	27	0.5683255921404832	2.729417960309229	-1.6500694666801727	66.7
LURASIDONE	81	19	62	-0.5076468959660408	1.9971112098364663	-2.116124951599581	23.5
UMECLIDINIUM	80	13	67	-1.0960026992309835	2.8632559494323977	-3.4422595570315697	16.2
VITAMIN D, UNSPECIFIED	80	31	49	-0.4538398412618686	1.4979893134975493	-3.242684332363624	38.8
LEDIPASVIR;SOFOSBUVIR	80	68	12	0.5655927718561979	1.6249470913461916	-1.280089597972517	85.0
THEOPHYLLINE	80	24	56	-0.5602292474219783	2.6549069389378324	-2.8317470119144517	30.0
TEMOZOLOMIDE	79	54	25	0.31080695805845304	1.7630511573909908	-1.4044828929336124	68.4
FELODIPINE	79	6	73	-1.1994191979588815	0.9238467818265628	-3.9092499714442517	7.6
VITAMIN D2	79	40	39	-0.25939848958473327	2.616851840728845	-4.893533902536879	50.6
PIRFENIDONE	79	35	44	-0.08154812561196506	1.2036240255951944	-1.3844010178267907	44.3
TRAMETINIB	79	44	35	0.09130876038870156	1.8206431124533955	-1.385438637981791	55.7
FLUTICASONE;UMECLIDINIUM;VILANTEROL	79	12	67	-0.8204433814595027	1.0612785828202855	-2.6625518978977043	15.2
DASATINIB	79	47	32	0.1506424887687853	1.7657367964203687	-1.5845750371176517	59.5
DESOXIMETASONE	79	34	45	-0.9052775816575042	2.870447690340483	-5.456000927876889	43.0
TEDUGLUTIDE	78	43	35	0.011660324259796765	1.4306312183983572	-2.3635902805719944	55.1
DEXLANSOPRAZOLE	78	40	38	-0.20518509085666567	2.3403949755471065	-2.6593655860403485	51.3
HYDROCHLOROTHIAZIDE;VALSARTAN	78	41	37	-0.030970000441948402	1.3496915990478526	-2.223884914617936	52.6
HYDROXYZINE	78	50	28	0.24611206659863574	1.7798465674048833	-1.6222250855937506	64.1
DULAGLUTIDE	77	21	56	-0.3413985240629525	1.4880667164281254	-1.363939270451628	27.3
TERIFLUNOMIDE	77	6	71	-0.6585749212581794	1.2777418247091865	-1.8914672304174185	7.8
VITAMIN C	77	49	28	0.4766300906239331	3.1694337989077637	-3.2796291056576354	63.6
SENNA SPP	76	40	36	0.08278673004460453	2.59610652673334	-3.214208355343917	52.6
IPRATROPIUM;SALBUTAMOL	76	23	53	-0.42905187876393047	1.3174875870500995	-2.362962809327299	30.3
VITAMIN B3	76	66	10	1.2219361048865232	2.6625298464296425	-1.3992168454746086	86.8
SORAFENIB	76	61	15	0.5606114481809548	1.748954697896811	-1.0252173993965203	80.3
HYDROCODONE	76	52	24	0.3337850039979288	2.14748546671029	-0.9735610422284457	68.4
ELTROMBOPAG	75	52	23	0.27608397594978845	1.2692911540142635	-1.4448785378540985	69.3
SOFOSBUVIR	75	61	14	0.5188661159054344	1.4846443818092925	-1.1064182148874322	81.3
SULFAMETHOXAZOLE	75	43	32	0.34326966452606883	3.7536293805269167	-3.3954713188269046	57.3
CYCLOBENZAPRINE	75	53	22	0.7045967285511706	2.994492915998276	-1.7794007587639151	70.7
VITAMIN B12	74	54	20	0.4761296148425964	2.5444767461214033	-5.85809251070579	73.0
COLCHICINE	74	59	15	0.5979891843476511	2.4335228495696004	-1.0224788789810526	79.7
KETAMINE	74	52	22	0.48933746724979715	2.4611832739438753	-2.1346328000843853	70.3
RIVASTIGMINE	74	28	46	-0.2173629751221124	1.2876490280521053	-1.5830815581732536	37.8
AZITHROMYCIN ANHYDROUS	74	46	28	0.147370019515998	1.2187127414703807	-1.3909472370615994	62.2
OBINUTUZUMAB	74	53	21	0.39366464290057757	1.7965921039778296	-1.189116071040053	71.6
AMIKACIN	73	42	31	0.09618282535828725	1.284342522391187	-1.4674380513941965	57.5
TELMISARTAN	73	37	36	0.012119318025190205	1.6258574716083476	-1.514715491520204	50.7
CETUXIMAB	72	41	31	0.12397723898433803	1.7463993541229044	-1.290390585194692	56.9
ENALAPRIL	72	48	24	0.38835420701763224	1.9050568595468325	-1.446424384440717	66.7
EPIRUBICIN	72	24	48	-0.3684416551471319	2.09108447547651	-2.517694615749028	33.3
TEMAZEPAM	71	36	35	0.19367927340899294	2.9764405815391832	-1.8486578069312947	50.7
BUPIVACAINE	71	13	58	-0.6095853729103498	1.1936521771672735	-2.328961908139941	18.3
DIGOXIN	70	31	39	-0.10879110600516625	1.667561235694062	-1.739595583867284	44.3
REGORAFENIB	70	52	18	0.40606963792519785	1.8334999334973505	-1.5308100132362061	74.3
GLUCOSE	70	14	56	-0.9872841013224652	1.5556125901066	-4.051133158862718	20.0
INTERFERON BETA-1B	70	4	66	-0.6876475913306302	0.725064098370926	-1.5244819511543102	5.7
CANAGLIFLOZIN	69	42	27	0.14887620871797638	2.161147213102873	-1.7428314638358264	60.9
POSACONAZOLE	69	62	7	0.6882356740257672	2.079374533915633	-1.0817507368169412	89.9
UMECLIDINIUM;VILANTEROL	68	15	53	-0.7092043740227758	1.470043157617261	-3.1220837537353114	22.1
PIMAVANSERIN	68	25	43	-0.15080046204443037	1.0714090319630554	-1.3798324010112224	36.8
ERENUMAB	68	54	14	0.7508890640169069	2.378691745704986	-1.5991278258310877	79.4
PONATINIB	68	57	11	0.4969594566055503	1.5806318716207794	-1.1934787177047106	83.8
METHYLPREDNISOLONE SODIUM SUCCINATE	68	62	6	0.7716483349780594	2.169488747506417	-0.8972413201361293	91.2
CANAKINUMAB	68	18	50	-0.7298848959464155	1.0067575111281264	-3.3285558274817797	26.5
MELATONIN	68	21	47	-0.8293837743808876	2.7013684167976866	-3.7986081252869752	30.9
SELEXIPAG	68	17	51	-0.40778861137027755	0.998832338603695	-1.7812223077351947	25.0
SODIUM AUROTHIOMALATE	68	21	47	-1.052110389684542	2.711511124679025	-4.135612535789364	30.9
BROMAZEPAM	68	36	32	0.04687360444297486	1.4397951400353852	-2.1726101918111556	52.9
GOLD (198 AU)	68	19	49	-0.9305631503453793	1.8146523990892254	-3.9299723703921012	27.9
DICLOFENAC SODIUM	67	18	49	-0.26428815737267797	3.426185186247569	-2.216132769900778	26.9
OLMESARTAN	67	33	34	-0.15651728838482148	1.3239716554753511	-2.611460615587681	49.3
OXYCODONE HYDROCHLORIDE	67	40	27	0.3655821219201159	2.628644180622544	-1.2920887508140968	59.7
PRAVASTATIN	67	25	42	-0.22668696663454174	1.3425992443226709	-2.0255406373171025	37.3
OFATUMUMAB	67	8	59	-0.6881456289483717	0.8448909913963147	-2.0739984853297004	11.9
PHENOBARBITAL	66	40	26	0.10663365372749814	1.3153486045060117	-2.009994603819612	60.6
LOPINAVIR;RITONAVIR	66	36	30	0.10211005293915418	2.904688086067256	-2.5776271392838708	54.5
CALCIUM;ICODEXTRIN;MAGNESIUM;SODIUM CHLORIDE;SODIUM LACTATE	66	36	30	0.0936002334025951	1.3301532595276329	-1.092013525940903	54.5
RABEPRAZOLE	65	21	44	-0.6044654134372607	1.8502027555377853	-2.648495809023908	32.3
ETHANOL	65	51	14	0.5210049700778608	1.7243421354250286	-1.241129901956991	78.5
COCAINE	65	48	17	0.4861358129670547	1.8068491435978071	-0.9417336422074754	73.8
CLOBAZAM	64	22	42	-0.2811489471263211	1.7846321381344172	-2.2656375733940632	34.4
VEMURAFENIB	64	39	25	0.2103911366503328	1.7537787217246803	-1.5160184746773921	60.9
NORTRIPTYLINE	64	31	33	0.042192827634561114	2.790297672584073	-3.5811966344008708	48.4
AXITINIB	64	38	26	0.1973280343953558	1.5989208533317896	-1.364994060598507	59.4
PEGINTERFERON ALFA-2B	64	35	29	0.06076503766234932	1.509795496777003	-1.3110472841331025	54.7
EPOPROSTENOL	64	18	46	-0.4231764482171462	0.9189045835299128	-2.0208665052084296	28.1
UNSATURATED FATTY ACIDS	64	39	25	0.1629678686917519	2.075758137711775	-1.4886817473962268	60.9
TERBINAFINE	63	28	35	-0.09430668631677197	1.1649735047801464	-1.5324342018150718	44.4
ATORVASTATIN CALCIUM	63	12	51	-0.41833885866216175	3.0422313204655764	-1.436699159714626	19.0
GANCICLOVIR	63	50	13	0.565578193601652	2.3310638197942417	-1.3363577995957763	79.4
ETHAMBUTOL	63	42	21	0.31895400254719625	1.9581376901078054	-1.5614717026746467	66.7
VALGANCICLOVIR	62	45	17	0.45807370263134317	1.5650497068748264	-1.2482283418379183	72.6
OXYBUTYNIN	62	9	53	-0.9384676062481782	2.0678872288066774	-2.7174213007867176	14.5
NIRMATRELVIR;RITONAVIR	62	23	39	-0.2600754545908869	1.1012358064608896	-1.7669117553469582	37.1
DONEPEZIL	62	29	33	-0.02063281247785293	2.144595015957991	-1.3432106769166163	46.8
AXICABTAGENE CILOLEUCEL	62	58	4	0.708042319626136	1.4239431722061622	-0.9202714530225922	93.5
VERAPAMIL	62	26	36	-0.1188064233161628	1.8089286093558137	-1.6989741816993886	41.9
RANIBIZUMAB	62	26	36	-0.15017674179586235	1.3612902600463868	-1.853341037872461	41.9
THALIDOMIDE	62	46	16	0.4177930227078264	1.8322574855959382	-1.6638867023223527	74.2
ALTEPLASE	62	45	17	0.3883905603953669	1.555462033984763	-0.9529051071916474	72.6
INDAPAMIDE	62	33	29	-0.1269082060008297	1.8592234145491888	-2.49252722242423	53.2
BLEOMYCIN	61	53	8	0.780996097605748	2.6366968313077717	-1.0940970912045873	86.9
BRENTUXIMAB VEDOTIN	61	45	16	0.3994555190508255	1.4905828806836674	-1.2951419505836348	73.8
ESOMEPRAZOLE MAGNESIUM	61	28	33	-0.05078664356117274	1.4309406023456785	-1.6126912216238853	45.9
PIOGLITAZONE	61	55	6	0.7549133854233656	1.7546039503556	-0.9416049101586378	90.2
DURVALUMAB	61	52	9	0.6763297027516303	1.9140841851024817	-0.9282941475287544	85.2
VORTIOXETINE	61	19	42	-0.30668198794890406	1.2723933639069878	-2.3072878847970326	31.1
KETOROLAC	60	12	48	-0.7921898323694756	1.2978912479774896	-3.3121772634421736	20.0
MULTIENZYMES	60	27	33	-0.10174437864882542	1.0419835526070023	-1.139321040556394	45.0
NIFEDIPINE	60	18	42	-0.3559193680377123	1.266066844645127	-1.4528871627653155	30.0
INFLUENZA VACCINE	60	24	36	-0.389797106837084	1.2577838675815882	-2.8806993445346833	40.0
KETOPROFEN	59	39	20	0.5920496330630745	3.047751388764272	-1.9793405400082587	66.1
METFORMIN HYDROCHLORIDE	59	30	29	0.028134377640623025	1.3526695464999101	-1.3336952660808288	50.8
C1-INHIBITOR	59	42	17	0.6237776682163971	2.2178121145724567	-2.298661588938	71.2
TOBRAMYCIN	59	20	39	-0.290622668169543	1.1393827628542808	-1.9788188011428212	33.9
DARUNAVIR	58	32	26	0.11164504736790605	1.5629395855608017	-1.696430934547858	55.2
ALBENDAZOLE	58	3	55	-1.0757247697182253	0.8161493841459866	-3.0507870288727417	5.2
DALTEPARIN	58	15	43	-0.8998590332545178	1.3048454655362693	-3.168822986914235	25.9
BECLOMETASONE	58	15	43	-0.4597509177685147	2.15605678211834	-1.8406392408906194	25.9
METFORMIN;SITAGLIPTIN	58	28	30	-0.03313463128076948	1.4504000041969194	-1.188230734777128	48.3
CHLORPROMAZINE	57	35	22	0.1723253036956182	1.915006431635699	-1.911150314718295	61.4
FENOFIBRATE	57	23	34	-0.14200335724228283	1.4964951267280924	-1.7755631193745969	40.4
AFLIBERCEPT	57	23	34	-0.214098424227967	1.0317015798555418	-1.7109177433547256	40.4
BISACODYL	57	14	43	-0.8266264644373446	3.104709115366743	-3.6395370253976176	24.6
SUMATRIPTAN	57	12	45	-0.5148334008881212	1.5549288803434367	-1.7708690656200325	21.1
DAPTOMYCIN	56	44	12	0.6106650496931719	2.0973894574924765	-1.280192054320425	78.6
ERYTHROMYCIN	55	12	43	-0.7796692488836197	0.9555779115192724	-2.505713916402579	21.8
FORMOTEROL	55	26	29	-0.1325006932025616	2.4211825378241296	-2.8269630969465216	47.3
DEFERASIROX	55	31	24	0.09141216019092145	1.0881986961201848	-1.0847894351575587	56.4
INDOMETACIN	55	46	9	0.8858159125092133	2.1463307883652436	-1.220524047474663	83.6
EFAVIRENZ;EMTRICITABINE;TENOFOVIR	54	30	24	0.2319222811588046	2.2891157470176986	-1.2432787232175366	55.6
CLADRIBINE	54	11	43	-0.5610353133533338	1.1948054382251632	-2.051060035556099	20.4
ALIROCUMAB	53	9	44	-0.5851637750792695	0.8344044938806047	-2.3756900070438194	17.0
PERTUZUMAB	53	4	49	-2.0129340262174438	1.0149770415002615	-7.391389912032977	7.5
ABACAVIR;LAMIVUDINE	53	37	16	0.7766237004497145	2.99768037275788	-1.331997542292449	69.8
OSIMERTINIB	53	38	15	0.30910588341594164	1.4120086630247846	-1.5591447776659577	71.7
COBICISTAT;ELVITEGRAVIR;EMTRICITABINE;TENOFOVIR	53	29	24	0.24649707316886163	2.9566633357752115	-1.3404854360547338	54.7
SODIUM BICARBONATE	53	18	35	-0.4158246205771567	2.2561824055660478	-2.6630698568327817	34.0
TRIMETHOPRIM	53	16	37	-0.41477829134091115	1.59920232032754	-2.2364753112512226	30.2
ACLIDINIUM	52	20	32	-0.19881991505018942	1.6947720371468808	-2.0955361482030024	38.5
PANITUMUMAB	52	38	14	0.36380336302294913	1.550029039451946	-1.9381430424120836	73.1
FAMOTIDINE	52	11	41	-0.535405843167253	1.1703116226992676	-1.9057740918862258	21.2
AMISULPRIDE	52	31	21	0.17011574301070911	2.1834116931279848	-1.89464316533847	59.6
AVAPRITINIB	52	6	46	-0.48947973479626966	0.8705940884715972	-1.2613811090209706	11.5
SOLIFENACIN	52	3	49	-0.8845078594815535	0.7483463734255451	-2.1163358762246554	5.8
CYCLOSPORINE	52	27	25	0.06578473979012327	1.5233718843568047	-1.3431310895139543	51.9
VINORELBINE	52	30	22	0.14035597369833	2.2063671041371427	-1.733311945236893	57.7
MEBEVERINE	52	0	52	-1.9206192290674766	-0.8052172202513628	-3.882838542441731	0.0
EFAVIRENZ	52	33	19	0.259403660877919	2.4237222585806775	-3.025730220442599	63.5
TAMSULOSIN	52	42	10	1.0800234073621184	3.7868658063099083	-1.2711153490351117	80.8
PSEUDOEPHEDRINE	51	25	26	0.39609699178681596	4.014515419151405	-2.1757493061512005	49.0
DOXAZOSIN	51	24	27	-0.2624217443002247	2.13891808993485	-3.5627661241000026	47.1
ASPARAGINASE	51	29	22	0.19092944487480068	2.023092088497981	-1.5483703232927875	56.9
OMBITASVIR;PARITAPREVIR;RITONAVIR	51	44	7	0.549896188541187	1.420396703437005	-1.0252313994439346	86.3
THIOTEPA	51	44	7	0.7091604092825335	2.2221205785456046	-1.1257970112119136	86.3
EDOXABAN	50	37	13	0.5002291963319084	2.256596654098908	-1.0455111827940224	74.0
DROXIDOPA	50	31	19	0.13575570023980033	1.3568903934031833	-1.521607394289032	62.0
LACTULOSE	50	32	18	0.5974858699342847	3.638654569755875	-2.3322276708509593	64.0
OXYMORPHONE	50	34	16	0.27952779175827186	1.5107702457855723	-1.5797675486042753	68.0
PRASUGREL	50	48	2	0.7561091514558973	1.8796560569003176	-0.6917279227279935	96.0
QUETIAPINE FUMARATE	50	26	24	0.08656591090932415	2.311294777437101	-1.351388666192267	52.0
RANITIDINE HYDROCHLORIDE	50	50	0	0.7909585396422939	1.6366200103735573	0.5048642199688345	100.0
BUSPIRONE	50	14	36	-0.45930195770400783	1.4484994310833987	-1.9443540865094895	28.0
RIOCIGUAT	49	30	19	0.14714799470612616	1.791896478975461	-0.9845828633588454	61.2
ROPINIROLE	49	13	36	-0.4201789731869219	1.0587080149508057	-1.411456735475867	26.5
SIPONIMOD	48	2	46	-0.8325779193209252	0.7060662120818083	-2.0760411596320454	4.2
PETHIDINE	48	13	35	-0.4503989044039649	2.3393685673484743	-3.6417617652170886	27.1
LORATADINE	48	19	29	-0.09773310892419979	2.6493969204607484	-1.7194601435794494	39.6
ZUCLOPENTHIXOL	48	29	19	0.4637767025650072	3.173050947981989	-1.4121530811192518	60.4
CEFALEXIN	48	18	30	-0.5150142987851501	1.3348796032490147	-3.6028147995410187	37.5
BLINATUMOMAB	48	29	19	0.273549051170805	2.454039773104428	-1.3962744074122215	60.4
LATANOPROST	47	15	32	-0.2681246714172691	1.1654541992819296	-1.477427967122059	31.9
ROSIGLITAZONE	47	44	3	0.5986583327544995	1.199048891056141	-0.8734407683801548	93.6
MIFEPRISTONE	47	0	47	-1.0697655841323543	-0.5398158896539534	-3.474586764549212	0.0
ZIDOVUDINE	47	28	19	0.10926609737815102	1.638666487265013	-4.388912386584256	59.6
PYRAZINAMIDE	47	38	9	0.5744112869766754	2.06257204090677	-1.3435201090493	80.9
ASENAPINE	47	20	27	-0.1218761491731634	2.486205310796189	-2.882156531602999	42.6
DASABUVIR;OMBITASVIR;PARITAPREVIR;RITONAVIR	47	23	24	0.03965331686126271	1.3415843979963031	-1.0816137281366758	48.9
BOCEPREVIR	47	30	17	0.2194689795084155	1.520287387094604	-1.31925153948402	63.8
CINACALCET	46	24	22	0.02209290148606013	1.8885603031770404	-1.4030505170915353	52.2
TESTOSTERONE	46	34	12	1.3469524677840305	8.869498849549007	-2.4065053695867817	73.9
TISAGENLECLEUCEL	46	41	5	0.5881277210574569	1.2590158594337915	-1.1495953869515816	89.1
TRIPTORELIN	46	20	26	-0.15018459454529945	1.6857072003618838	-2.789709443225209	43.5
DESVENLAFAXINE	46	5	41	-0.6694429881446385	1.1497745839455285	-3.808548130042414	10.9
PEGINTERFERON BETA-1A	46	0	46	-0.7517344310825599	-0.5041736925111012	-1.5065941973054857	0.0
ITRACONAZOLE	45	26	19	0.16767927086309678	1.825273027641308	-1.9602933641678468	57.8
LOXAPINE	45	30	15	0.17099107352168508	1.6975842766491054	-2.0679039071548306	66.7
AMFETAMINE;DEXAMFETAMINE	45	22	23	-0.045604440650539944	0.931725650999625	-1.7096670749489866	48.9
HYDRALAZINE	45	29	16	0.22311040030339518	1.5119579401699614	-1.7805544894055836	64.4
RISEDRONIC ACID	45	11	34	-0.8116379800253006	1.5209511492847083	-2.795561178994473	24.4
GENTAMICIN	45	28	17	0.22778272740113203	1.6864684392381757	-1.3249290063971877	62.2
NITROFURANTOIN	45	9	36	-0.9815258321406906	1.12203081932998	-2.8107924697289284	20.0
SKIN CARE	45	5	40	-0.85843590630174	1.1747560565329223	-2.215179315902594	11.1
ROTIGOTINE	44	9	35	-0.3990997081905779	1.1656032789244717	-1.163388284693178	20.5
PROMETHAZINE	44	14	30	-0.3444103565137065	1.5332140611743852	-1.9350117705628374	31.8
RAVULIZUMAB	44	9	35	-0.4688058488893491	0.9033995714422994	-1.500027951354817	20.5
CANNABIS SPP	44	35	9	0.6439613696846145	2.8253293979361827	-1.2958445062161796	79.5
NEVIRAPINE	44	28	16	0.13251906040647415	1.4662404133636526	-3.615341494367956	63.6
OLAPARIB	44	22	22	0.12148436151346811	3.1402422743511096	-1.4097804703524608	50.0
CORTICOTROPIN	43	7	36	-0.5161262393255638	0.6849324460356466	-1.667465247561607	16.3
ABACAVIR;DOLUTEGRAVIR;LAMIVUDINE	43	29	14	0.6249325628596957	2.528696693415055	-1.1226954479442461	67.4
EFINACONAZOLE	43	29	14	0.48057169765869306	2.0123764396642283	-2.0089393251002616	67.4
BREXPIPRAZOLE	43	14	29	-0.1951185665570979	1.7686828162407164	-1.5976199031952572	32.6
DOCUSATE	43	10	33	-0.7563779934657946	1.7926568979897732	-2.722664296957543	23.3
BIMATOPROST	43	15	28	-0.18467098915471875	2.0150417818506723	-1.3429479207651787	34.9
CLOMIPRAMINE	43	18	25	-0.25600190830169695	1.3852920990306248	-2.628729199690958	41.9
LINAGLIPTIN	42	22	20	-0.005007550654069114	1.1343374914519664	-1.8344944042043796	52.4
LEVODOPA	42	31	11	0.4440712847746328	1.5304012080800318	-0.7869526489298657	73.8
FEBUXOSTAT	42	35	7	0.5868046387559905	2.130824442896707	-1.1625190744999205	83.3
