pt	n_drugs	n_signals	mean_bias	median_bias	n_strong	n_f_biased	n_m_biased	max_bias
Prerenal failure	22	22	0.6447096181584901	0.7624270281374481	22	19	3	1.8316940333363831
Presbyopia	6	6	-0.8578286109733027	-0.7861674912556065	6	0	6	1.194569868903929
Prescribed overdose	155	155	1.0128991107386727	1.1043631282756565	155	110	45	4.296983655545008
Prescribed underdose	123	123	0.8268738550281539	0.8553655120190811	123	91	32	3.7596766605849052
Prescription drug used without a prescription	27	27	0.09410236837232465	0.5465266143949579	27	14	13	1.8691638892629288
Prescription form tampering	5	5	-0.5995514537425641	-0.7987568393150383	5	1	4	1.2554300062320272
Pressure of speech	4	4	-0.6804569098101131	-1.1013862543616526	4	1	3	1.4690278527255223
Presyncope	110	110	-0.28488315947091936	-0.555499823816828	110	37	73	1.7314058561059336
Priapism	1	1	3.0189784758039897	3.0189784758039897	1	1	0	3.0189784758039897
Primary adrenal insufficiency	1	1	1.3580053651935273	1.3580053651935273	1	1	0	1.3580053651935273
Primary amyloidosis	2	2	1.0413498988573076	1.0413498988573076	2	2	0	1.32510713443089
Primary biliary cholangitis	1	1	-0.8691700806399841	-0.8691700806399841	1	0	1	0.8691700806399841
Primary mediastinal large B-cell lymphoma	1	1	1.4139970541709557	1.4139970541709557	1	1	0	1.4139970541709557
Primary progressive multiple sclerosis	4	4	-1.079440336728679	-1.0022170301979316	4	0	4	1.7831663376646107
Primary sequestrum	15	15	-0.6313379294756001	-0.7704114673420147	15	2	13	1.3738266278094777
Prinzmetal angina	6	6	0.889734758129021	0.918907808710919	6	6	0	1.4081640386023033
Procalcitonin increased	13	13	0.3103909617488265	0.5972497103917873	13	9	4	1.045209544189373
Procedural anxiety	1	1	-0.9063396314899942	-0.9063396314899942	1	0	1	0.9063396314899942
Procedural complication	14	14	0.39415790048368854	0.5463111089536876	14	11	3	1.18305333956414
Procedural haemorrhage	35	35	-0.7926872004642127	-0.796178166830637	35	1	34	1.5567832969512456
Procedural nausea	2	2	-1.040054021491354	-1.040054021491354	2	0	2	1.1527359167467268
Procedural pain	128	128	-0.4514823360390208	-0.668719641273716	128	26	102	1.8425672325197833
Procedural site reaction	1	1	-0.7217039573082574	-0.7217039573082574	1	0	1	0.7217039573082574
Procedural vomiting	3	3	-0.8993019607820747	-0.9123311792495462	3	0	3	1.1602574279943574
Procoagulant therapy	1	1	0.7999173920751834	0.7999173920751834	1	1	0	0.7999173920751834
Proctalgia	67	67	0.2833472124237995	0.6161275766100426	67	47	20	1.9548661681519786
Proctitis	43	43	1.015548614491514	1.4408598831120918	43	32	11	2.51474752515428
Proctitis ulcerative	3	3	-0.727380371065672	-0.6732570612529019	3	0	3	0.8925282463398628
Proctocolectomy	1	1	-0.6671765671941986	-0.6671765671941986	1	0	1	0.6671765671941986
Product adhesion issue	63	63	-0.7896185495504489	-0.7430047115853337	63	1	62	1.5516242454398461
Product administered at inappropriate site	41	41	-0.5968925045054796	-0.6619168227966435	41	6	35	2.084623779295517
Product administered by wrong person	1	1	0.9869896381955641	0.9869896381955641	1	1	0	0.9869896381955641
Product administered to patient of inappropriate age	16	16	-0.4755955778581355	-0.6721575140670583	16	3	13	1.0744211485871225
Product administration error	92	92	0.027476663353121523	0.5076611548483285	92	47	45	1.6378175704612485
Product administration interrupted	50	50	0.13012006285631025	0.5219602446022479	50	28	22	1.260230089979493
Product after taste	2	2	-0.8750092846143549	-0.8750092846143549	2	0	2	0.9382119113020587
Product availability issue	47	47	0.13714595950974026	0.5356455839741928	47	28	19	1.8143163936608957
Product blister packaging issue	3	3	-0.27171707039945675	-0.9037681415872884	3	1	2	1.1260016034165894
Product cleaning inadequate	1	1	-0.6993376009418358	-0.6993376009418358	1	0	1	0.6993376009418358
Product closure removal difficult	2	2	-0.31641667390131567	-0.31641667390131567	2	1	1	1.199637830859459
Product coating issue	3	3	-0.7745970395215593	-0.776302277434306	3	0	3	0.8963243071628421
Product colour issue	11	11	-0.348106552781772	-0.5379012287165462	11	2	9	0.7289118362236277
Product commingling	2	2	-0.05558329429071612	-0.05558329429071612	2	1	1	0.759939086684251
Product communication issue	14	14	-0.6627938204066489	-0.7812561455426292	14	2	12	1.3840701610393558
Product complaint	23	23	-0.4071757637992622	-0.5918311471746341	23	5	18	1.5849317441171564
Product container issue	16	16	-0.4917714948518257	-0.7010382392909822	16	3	13	1.4387892259258885
Product container seal issue	1	1	-0.6413318315752414	-0.6413318315752414	1	0	1	0.6413318315752414
Product contamination	5	5	-0.6326522629770261	-0.60065975925233	5	0	5	0.8612808641979204
Product contamination microbial	1	1	-0.5075131832135658	-0.5075131832135658	1	0	1	0.5075131832135658
Product contamination physical	2	2	-0.6885916565114809	-0.6885916565114809	2	0	2	0.7576540366738379
Product counterfeit	4	4	-0.08690208519924383	-0.08605247450338754	4	2	2	0.7964410939084778
Product delivery mechanism issue	13	13	-0.3145693635653564	-0.7019057173112402	13	4	9	1.1051866654114375
Product deposit	7	7	0.703922593255646	0.8431516262162689	7	6	1	1.275511301257221
Product difficult to swallow	3	3	0.6999458473500728	0.7346221070940773	3	3	0	0.8102153632487479
Product dispensing error	44	44	-0.13600374217550282	-0.5627225853323099	44	18	26	2.476305702237343
Product dispensing issue	2	2	-0.6462065714044202	-0.6462065714044202	2	0	2	0.7754484012191815
Product distribution issue	23	23	0.31093778139943773	0.6369945526225922	23	16	7	1.1201166408979442
Product dosage form issue	1	1	0.7037225700577533	0.7037225700577533	1	1	0	0.7037225700577533
Product dose omission	69	69	-0.17914948280049406	-0.5406912838540788	69	27	42	3.1555203047543654
Product dose omission in error	53	53	0.12226363094015158	0.5267950376189088	53	33	20	1.5525980411044769
Product dose omission issue	201	201	0.14173274902921335	0.5343749835913845	201	125	76	3.312201340048171
Product dropper issue	5	5	-0.3012904193351302	-0.5597780630456477	5	1	4	1.0156053159813059
Product expiration date issue	2	2	-0.16281871758345862	-0.16281871758345862	2	1	1	0.8682919638515393
Product formulation issue	25	25	-0.6480854639804859	-0.7374373308876697	25	3	22	1.8960670116869858
Product impurity	2	2	-0.04234352077873649	-0.04234352077873649	2	1	1	0.731469088229921
Product ineffective	1	1	-1.7082626253117783	-1.7082626253117783	1	0	1	1.7082626253117783
Product label confusion	12	12	-0.11809724847468772	-0.5684491997040184	12	3	9	1.925448883129373
Product label issue	7	7	0.026880380000354327	-0.515721079607939	7	3	4	1.4814425202383845
Product leakage	15	15	0.37950128012729106	0.6166250677770955	15	11	4	1.2670805429729177
Product lot number issue	6	6	-0.455675191803111	-0.6074079504986445	6	1	5	1.1570905331382122
Product measured potency issue	1	1	-0.5490602323259941	-0.5490602323259941	1	0	1	0.5490602323259941
Product monitoring error	22	22	0.018975321488426043	0.5258713511412765	22	12	10	1.3005401103920418
Product odour abnormal	31	31	-0.2892001303504778	-0.6152419005285986	31	9	22	1.1231597327847824
Product package associated injury	4	4	-1.0727518009341501	-0.7455577869644694	4	0	4	2.2728871585830244
Product packaging confusion	1	1	-0.9099022248207532	-0.9099022248207532	1	0	1	0.9099022248207532
Product packaging difficult to open	5	5	-0.8250771568282996	-0.8206752240341411	5	0	5	0.9081415113434991
Product packaging issue	21	21	-0.5789928450961832	-0.6753660481651567	21	2	19	1.6968475368357658
Product packaging quantity issue	18	18	-0.29068170259198306	-0.5065010682226749	18	8	10	3.1635119540062075
Product physical consistency issue	15	15	0.4616612297043115	0.78926519838817	15	12	3	1.7821896707042926
Product physical issue	49	49	-0.5661749792022748	-0.6276708457767382	49	4	45	1.6563028014285845
Product preparation error	24	24	-0.18313437864421278	-0.5662877319421893	24	8	16	2.401491002860031
Product preparation issue	6	6	-0.614240223579228	-0.7378664823413854	6	1	5	1.3457238593368261
Product prescribing error	108	108	-0.3461003809001004	-0.6547230522153062	108	40	68	2.8299003135061858
Product prescribing issue	52	52	-0.2821637720944091	-0.6334487290526083	52	12	40	5.532785332432026
Product quality issue	164	164	0.22225490307524012	0.5109846773620808	164	84	80	3.208503483486166
Product reconstitution quality issue	1	1	0.7221813516755378	0.7221813516755378	1	1	0	0.7221813516755378
Product residue present	23	23	-0.4824556587727695	-0.7554047403166239	23	5	18	1.132046775259053
Product selection error	1	1	1.0076014727282672	1.0076014727282672	1	1	0	1.0076014727282672
Product shape issue	1	1	-0.9667872910599097	-0.9667872910599097	1	0	1	0.9667872910599097
Product size issue	15	15	0.05248440714428834	0.515490607057607	15	9	6	1.4719862673184425
Product solubility abnormal	11	11	-0.1380993230381703	-0.5730312919306118	11	4	7	0.9689137789995217
Product storage error	49	49	-0.03807806855245533	0.5031127474016152	49	25	24	2.04601401135679
Product substitution issue	72	72	-0.48563635484551093	-0.6570603204261369	72	17	55	2.645868120645239
Product supply issue	18	18	-0.24145608066076482	-0.6035912873777182	18	6	12	1.1091650811033422
Product taste abnormal	30	30	-0.43956026438950907	-0.6299006956627137	30	6	24	1.140320364307698
Product temperature excursion issue	2	2	0.861911690025262	0.861911690025262	2	2	0	1.0972098181339744
Product use complaint	47	47	-0.5351354758365346	-0.6286310588502535	47	7	40	1.578116865264218
Product use in unapproved indication	444	444	0.042282064804616444	0.5407447543554589	444	246	198	3.758881800008179
Product use in unapproved therapeutic environment	5	5	1.1528881347437956	1.1610246633516057	5	5	0	1.5119495064377924
Product use issue	352	352	0.47489399004365057	0.7078279426983576	352	227	125	4.562801496381521
Product used for unknown indication	9	9	-0.5073495819780126	-0.9101843916826033	9	3	6	1.6763950853517116
Productive cough	214	214	-0.24242441811123666	-0.5267121861415708	214	94	120	3.9868686348131632
Prognathism	1	1	-1.0937892286397224	-1.0937892286397224	1	0	1	1.0937892286397224
Progressive multifocal leukoencephalopathy	52	52	0.0726435621616263	0.5318254799092936	52	28	24	2.3270772303338627
Progressive multiple sclerosis	11	11	-0.7687203805194002	-0.8481882031088279	11	1	10	1.3203267102450142
Prohormone brain natriuretic peptide increased	1	1	-0.6968451294673955	-0.6968451294673955	1	0	1	0.6968451294673955
Prolonged expiration	7	7	1.0597470653663914	1.009578633179741	7	7	0	1.6792260085600899
Prophylaxis against transplant rejection	1	1	0.9882475836628561	0.9882475836628561	1	1	0	0.9882475836628561
Propofol infusion syndrome	10	10	1.5088795190383817	1.4743109260901779	10	10	0	2.836839975049617
Prostate cancer	2	2	0.6709498085924752	0.6709498085924752	2	2	0	0.7438057707178123
Prosthesis implantation	1	1	-0.6199991896427498	-0.6199991896427498	1	0	1	0.6199991896427498
Prosthetic valve endocarditis	1	1	1.04807403329398	1.04807403329398	1	1	0	1.04807403329398
Protein total abnormal	13	13	1.0175798001032583	1.0096374756126572	13	13	0	1.6197752245980652
Protein total decreased	24	24	0.04312648049132307	0.539224268444328	24	13	11	1.2287902455614943
Protein total increased	16	16	0.02801204127974327	0.021453825383820513	16	8	8	0.9550231603929065
Protein urine	5	5	-0.20539995610901726	-0.6700810567041051	5	2	3	1.2075071533443602
Protein urine present	47	47	0.4793393682254875	0.6776141807703482	47	37	10	1.653918308734719
Protein-losing gastroenteropathy	2	2	0.6692980261869724	0.6692980261869724	2	2	0	0.8187736410840539
Proteinuria	99	99	0.47522810650613045	0.6866028874401912	99	76	23	1.6911472869822735
Proteus infection	4	4	0.637234185343933	0.8995328982000232	4	3	1	1.5647791021158555
Prothrombin level decreased	2	2	1.213478412097789	1.213478412097789	2	2	0	1.4837132899311516
Prothrombin level increased	1	1	0.7111964169624079	0.7111964169624079	1	1	0	0.7111964169624079
Prothrombin time abnormal	3	3	0.4071137403878244	1.1436493515330002	3	2	1	1.1469487247597685
Prothrombin time prolonged	32	32	0.23401551288695563	0.5989174974134859	32	21	11	1.252272178263362
Prothrombin time ratio decreased	1	1	0.6706133781063469	0.6706133781063469	1	1	0	0.6706133781063469
Prothrombin time shortened	8	8	0.22197839465757863	0.5847803035113898	8	5	3	1.102514011866555
Protrusion tongue	2	2	0.7438224788889642	0.7438224788889642	2	2	0	0.7726519546554308
Prurigo	1	1	-0.581284981682337	-0.581284981682337	1	0	1	0.581284981682337
Pruritus	342	342	0.33786568602597034	0.585201723534172	342	225	117	3.8347078042781786
Pruritus allergic	3	3	-0.03304075866208345	-0.5773990711823455	3	1	2	1.5772901390499094
Pruritus generalised	46	46	-0.24725264150564807	-0.5414765667463348	46	16	30	1.3588907076005723
Pruritus genital	28	28	0.1527699594773305	0.566213000235445	28	17	11	3.2708213871987715
Pseudoaldosteronism	2	2	0.9110982576237439	0.9110982576237439	2	2	0	1.2890335779792086
Pseudocholelithiasis	1	1	0.688509543474482	0.688509543474482	1	1	0	0.688509543474482
Pseudohyponatraemia	1	1	0.6651040534448285	0.6651040534448285	1	1	0	0.6651040534448285
Pseudolymphoma	2	2	-1.006646047884153	-1.006646047884153	2	0	2	1.0812420524901105
Pseudomembranous colitis	16	16	0.6439107756400103	0.7441500352646768	16	14	2	1.552197913752109
Pseudomonal bacteraemia	19	19	0.8446772890340805	0.9109072800959089	19	16	3	1.9553659535633825
Pseudomonal sepsis	34	34	0.7797629177617638	0.907099310599763	34	29	5	1.6397347625230818
Pseudomonas infection	81	81	0.4229183773269167	0.5966001032639924	81	61	20	1.5380455139753242
Pseudomonas test positive	9	9	0.21621534353673585	0.5580665613729726	9	6	3	0.793926849127786
Pseudopolyp	2	2	0.13105245609958005	0.13105245609958005	2	1	1	0.7741675861882252
Pseudopolyposis	1	1	0.5096384731574989	0.5096384731574989	1	1	0	0.5096384731574989
Pseudoporphyria	3	3	0.9709656050132152	1.0905117307150387	3	3	0	1.1542719256502103
Psoas abscess	2	2	0.0416572166862022	0.0416572166862022	2	1	1	0.6336280532230518
Psoriasis	233	233	0.6323515243273146	0.740408628634768	233	188	45	2.8107534877576312
Psoriatic arthropathy	146	146	0.9457589302898637	1.043601380902905	146	110	36	3.866367713350445
Psychiatric decompensation	16	16	0.02618171844948368	0.7169850026919724	16	10	6	2.341349123859734
Psychiatric symptom	43	43	0.042053981302231806	0.542267311688666	43	23	20	1.330174384172419
Psychogenic seizure	9	9	-0.8879700655985353	-1.140413877368735	9	1	8	1.5033703630069795
Psychological trauma	18	18	-2.0525927831353408	-1.8876206375579854	18	0	18	3.114383124045452
Psychomotor hyperactivity	80	80	0.4760657364040428	0.6478807373101179	80	63	17	1.5905211208068222
Psychomotor retardation	28	28	0.15540034008713624	0.5955789736790201	28	17	11	1.9434515363767106
Psychomotor skills impaired	34	34	0.15525196782992903	0.7027102193180312	34	22	12	2.7028465860846276
Psychosexual disorder	1	1	1.419923103173305	1.419923103173305	1	1	0	1.419923103173305
Psychotic behaviour	3	3	0.2573021363214271	0.5616680998634135	3	2	1	0.9187059917215384
Psychotic disorder	162	162	0.43948591450109786	0.627878674349232	162	116	46	2.9953849099687693
Psychotic symptom	13	13	0.26164301112643384	0.5473342696945628	13	8	5	1.6018231215488314
Pubis fracture	2	2	-0.9666719264806127	-0.9666719264806127	2	0	2	1.1050041701346456
Pulmonary alveolar haemorrhage	73	73	-0.08875337177049167	0.6305963189152654	73	43	30	3.215628162878013
Pulmonary arterial hypertension	50	50	-0.2693457418526861	-0.58511346402142	50	18	32	2.3081515874063583
Pulmonary arterial pressure abnormal	3	3	-0.4540434242642614	-0.8015831293153668	3	1	2	1.1898175029059967
Pulmonary arterial pressure decreased	1	1	-1.1433401077204186	-1.1433401077204186	1	0	1	1.1433401077204186
Pulmonary arterial pressure increased	11	11	-0.10685194461044588	-0.5001542024947064	11	5	6	1.1684334335144555
Pulmonary arterial wedge pressure increased	1	1	-0.7845467988648708	-0.7845467988648708	1	0	1	0.7845467988648708
Pulmonary artery atresia	1	1	-0.6241386773943688	-0.6241386773943688	1	0	1	0.6241386773943688
Pulmonary artery dilatation	2	2	0.11615895649087593	0.11615895649087593	2	1	1	0.8488811144986033
Pulmonary artery stenosis	1	1	-1.0052726572824038	-1.0052726572824038	1	0	1	1.0052726572824038
Pulmonary artery stenosis congenital	1	1	-0.5144411324173328	-0.5144411324173328	1	0	1	0.5144411324173328
Pulmonary artery thrombosis	1	1	0.5933928461319795	0.5933928461319795	1	1	0	0.5933928461319795
Pulmonary cavitation	5	5	-0.059569675644989564	0.5237046485388903	5	3	2	1.3069384830939168
Pulmonary congestion	108	108	-0.07458228800198363	-0.5424486601312063	108	48	60	1.7406987350282674
Pulmonary contusion	1	1	-0.7068098681375948	-0.7068098681375948	1	0	1	0.7068098681375948
Pulmonary embolism	320	320	-0.4688263104562302	-0.6883670977749184	320	108	212	4.0114071538247895
Pulmonary endarterectomy	1	1	-0.5949334505291988	-0.5949334505291988	1	0	1	0.5949334505291988
Pulmonary fibrosis	196	196	0.5020078742216105	0.7090058535373487	196	120	76	3.4104924429318286
Pulmonary function test abnormal	29	29	-0.5778163466558288	-0.853016683687524	29	10	19	2.520228019242259
Pulmonary function test decreased	55	55	-0.6127518248270711	-0.6498756529159319	55	11	44	2.1270102630757837
Pulmonary granuloma	11	11	-0.7069702153985999	-0.7602887672886779	11	2	9	1.849522426003644
Pulmonary haemorrhage	72	72	0.5166144420563519	0.726302036468343	72	57	15	1.473456537035214
Pulmonary hypertension	84	84	-0.32188265308456	-0.7001453350804938	84	28	56	1.5935088066196692
Pulmonary hypertensive crisis	2	2	-0.11728140171565732	-0.11728140171565732	2	1	1	1.2061789237268319
Pulmonary hypoplasia	1	1	1.11723025048837	1.11723025048837	1	1	0	1.11723025048837
Pulmonary infarction	10	10	-0.35763137236594156	-0.5486621942214467	10	3	7	1.281064676737569
Pulmonary mass	110	110	0.07714956925493976	0.5211738736815796	110	58	52	1.716862605361004
Pulmonary mucormycosis	11	11	1.0093320952947453	0.9751649821689252	11	10	1	2.2965627276089844
Pulmonary mycosis	4	4	0.39187663039737386	0.6036360022901449	4	3	1	1.0001323868095007
Pulmonary nocardiosis	6	6	0.886203443611827	0.8388184674830482	6	6	0	1.230275361284744
Pulmonary oedema	176	176	0.19955800848835292	0.5933347993763872	176	113	63	2.2371916408155124
Pulmonary pain	21	21	-0.43574099288651136	-0.6086172722613777	21	4	17	1.3440475382014603
Pulmonary renal syndrome	1	1	0.9804647833077895	0.9804647833077895	1	1	0	0.9804647833077895
Pulmonary sarcoidosis	4	4	-0.09797620378777491	-0.03793388559426092	4	2	2	0.8459618233190832
Pulmonary sepsis	18	18	0.43931487816399994	0.6880181824570648	18	14	4	1.2517907570044011
Pulmonary thrombosis	67	67	-0.32397373221621995	-0.5008495320796036	67	32	35	4.050493188830294
Pulmonary toxicity	52	52	0.7846227631132696	0.8407676725721814	52	44	8	2.924706347328511
Pulmonary tuberculosis	29	29	0.7332000825424828	0.8587943078946572	29	25	4	1.6695619839601703
Pulmonary valve incompetence	13	13	-0.35025310506608665	-0.5709308555781809	13	3	10	0.8258748274600035
Pulmonary valve stenosis	2	2	-0.9310532817987641	-0.9310532817987641	2	0	2	1.2137672964205009
Pulmonary valve stenosis congenital	4	4	-0.826940293521306	-0.7564586948543441	4	0	4	1.1786327732871542
Pulmonary vascular disorder	4	4	-0.8465737228460548	-0.8697328783640973	4	0	4	1.019351561768675
Pulmonary vasculitis	1	1	-2.398437468412177	-2.398437468412177	1	0	1	2.398437468412177
Pulmonary vein stenosis	1	1	-0.9068022617299956	-0.9068022617299956	1	0	1	0.9068022617299956
Pulmonary veno-occlusive disease	3	3	-0.23582930373590413	-0.7507580165494017	3	1	2	1.0954750529172672
Pulpitis dental	7	7	-1.0561092920597903	-0.9744684722035932	7	0	7	1.8992614088766282
Pulse abnormal	7	7	0.12374252098198679	0.5366035730041362	7	4	3	0.9632725093428759
Pulse absent	32	32	0.25767624526743477	0.6624841755375416	32	20	12	1.2348308867052444
Pulseless electrical activity	54	54	0.41480580821322305	0.7180776620224716	54	40	14	1.6821194324660216
Punctate keratitis	1	1	-0.5774223674011892	-0.5774223674011892	1	0	1	0.5774223674011892
Puncture site haemorrhage	1	1	-0.6883185402554429	-0.6883185402554429	1	0	1	0.6883185402554429
