drug_name	n_aes	n_signals	mean_bias	n_strong	n_f_biased	n_m_biased	max_bias
CYANOCOBALAMIN\PYRIDOXINE\THIAMINE	3	3	-0.8829571655700178	3	0	3	1.1121576823350303
CYCLIZINE	45	45	0.20475451860372568	45	27	18	1.4380475035941733
CYCLOBENZAPRINE	181	181	0.21289166882385482	181	104	77	3.13703097887286
CYCLOBENZAPRINE HYDROCHLORIDE	132	132	-0.16781068331478133	132	49	83	2.2944946015071563
CYCLOPENTOLATE	2	2	-0.6719615850941474	2	0	2	0.6794607058701777
CYCLOPENTOLATE HYDROCHLORIDE	2	2	-0.6445891217617237	2	0	2	0.7138186466459218
CYCLOPHOSPHAMIDE	574	574	0.11712846935678461	574	316	258	4.511400159680646
CYCLOPHOSPHAMIDE\DOXORUBICIN\PREDNISONE\RITUXIMAB\VINCRISTINE	1	1	0.7438972193063973	1	1	0	0.7438972193063973
CYCLOPHOSPHAMIDE\DOXORUBICIN\PREDNISONE\VINCRISTINE	4	4	0.5540004068036402	4	4	0	0.5965468877382089
CYCLOSERINE	16	16	0.25303555268452577	16	10	6	1.162013181424315
CYCLOSPORINE	567	567	0.03625595054438308	567	290	277	2.772417880793605
CYNODON DACTYLON POLLEN	2	2	-0.8071093071635376	2	0	2	1.0424677929858464
CYPROHEPTADINE	24	24	-0.12331837859386892	24	10	14	1.2603304229437546
CYPROHEPTADINE HYDROCHLORIDE	20	20	0.039968496960971704	20	11	9	1.4951096620278466
CYPROTERONE	3	3	1.4365036122559447	3	3	0	1.847609229357508
CYPROTERONE ACETATE	7	7	0.9212657736583179	7	6	1	1.767983911695236
CYPROTERONE ACETATE\ETHINYL ESTRADIOL	2	2	-3.3768261785551448	2	0	2	3.4859839775135457
CYSTEAMINE BITARTRATE	5	5	0.04671837875691145	5	3	2	0.8491475094444748
CYSTEAMINE HYDROCHLORIDE	2	2	-0.6534758506880689	2	0	2	0.6771502563889541
CYTARABINE	333	333	0.5770125825189208	333	270	63	2.9100878990705223
CYTARABINE HYDROCHLORIDE	1	1	0.595058415367637	1	1	0	0.595058415367637
CYTARABINE\DAUNORUBICIN	11	11	0.7599341076685064	11	11	0	1.1941866769607798
D-MANNOSE	1	1	-1.4260584997642118	1	0	1	1.4260584997642118
DABIGATRAN	62	62	0.9384632824234878	62	57	5	2.124707789656028
DABIGATRAN ETEXILATE	11	11	0.7462436621745909	11	10	1	1.4686547450574488
DABIGATRAN ETEXILATE MESYLATE	184	184	0.3671620889017629	184	138	46	2.45032046988588
DABRAFENIB	32	32	0.12662292413757353	32	18	14	1.3720861497537984
DABRAFENIB MESYLATE	64	64	0.3113522286143753	64	45	19	1.7080266019813983
DACARBAZINE	40	40	0.4943033448289461	40	33	7	1.4195464185159443
DACLATASVIR	33	33	0.5365819053951923	33	29	4	1.3559785654534042
DACLATASVIR DIHYDROCHLORIDE	11	11	0.27490322617005847	11	7	4	1.1040767174798927
DACLIZUMAB	7	7	-0.018087558110271486	7	3	4	1.462562593598171
DACOMITINIB	2	2	0.01892277025058714	2	1	1	0.6452523653128739
DACTINOMYCIN	25	25	-0.22312899510155446	25	9	16	1.525598982671474
DAILY-VITE	1	1	-0.689643474110539	1	0	1	0.689643474110539
DALBAVANCIN	2	2	-0.00498717007877908	2	1	1	0.6872480357473849
DALFAMPRIDINE	158	158	-0.5945785797634542	158	25	133	3.964222277630423
DALTEPARIN	34	34	0.40620686818926	34	27	7	1.6446876195500433
DALTEPARIN SODIUM	107	107	-0.40493444142509016	107	45	62	3.456897598045687
DAMOCTOCOG ALFA PEGOL	1	1	2.091572835654294	1	1	0	2.091572835654294
DANAPAROID SODIUM	1	1	0.5223381744221912	1	1	0	0.5223381744221912
DANAZOL	21	21	-0.37772443489997276	21	8	13	3.363161247684047
DANTROLENE	2	2	-0.046638911158721374	2	1	1	0.6322982910976931
DANTROLENE SODIUM	4	4	0.5059876230376491	4	3	1	1.0915710906030682
DAPAGLIFLOZIN	168	168	0.24489253357204058	168	114	54	2.451399673462093
DAPAGLIFLOZIN PROPANEDIOL	66	66	0.022641654329987777	66	36	30	2.1133645309150935
DAPAGLIFLOZIN PROPANEDIOL\METFORMIN HYDROCHLORIDE	16	16	-0.007331011178085427	16	8	8	0.8714952753384279
DAPRODUSTAT	1	1	0.6489905759144824	1	1	0	0.6489905759144824
DAPSONE	56	56	-0.21267880993914082	56	19	37	1.500871473928568
DAPTOMYCIN	79	79	0.5854981206171501	79	65	14	1.8442373679077846
DARATUMUMAB	123	123	0.43963258011941175	123	93	30	1.7092026972283878
DARATUMUMAB\HYALURONIDASE-FIHJ	15	15	0.17002990197218554	15	9	6	0.9491933678551225
DARBEPOETIN ALFA	204	204	0.16846527838237366	204	135	69	2.9275730491599767
DARIDOREXANT	11	11	-0.7126485544710098	11	0	11	1.2940026072995725
DARIFENACIN	3	3	-1.205993867318738	3	0	3	1.896036889543433
DARIFENACIN HYDROBROMIDE	4	4	-0.4428438392670497	4	1	3	1.052987735472311
DARUNAVIR	43	43	0.3761935075011025	43	28	15	1.8267359047841811
DARUNAVIR ETHANOLATE	61	61	0.2741700572916002	61	36	25	1.7920026832100404
DARUNAVIR\RITONAVIR	8	8	1.0097280316504085	8	7	1	2.080098084192287
DARVOCET	2	2	-0.9005181324655898	2	0	2	1.025612306311924
DARVOCET /00220901/	3	3	0.8423671403678448	3	3	0	1.0605072784133922
DARVOCET-N	16	16	-1.151884697253512	16	0	16	1.846278334894329
DARVON /00018802/	2	2	0.9698981674027689	2	2	0	1.1266262274570693
DASABUVIR	37	37	0.4895465375265406	37	29	8	1.2429700594928839
DASABUVIR\OMBITASVIR\PARITAPREVIR\RITONAVIR	47	47	-0.019054265827383607	47	21	26	1.3346399358815206
DASATINIB	83	83	0.12143662343675309	83	46	37	1.8351649436515427
DAUNORUBICIN	108	108	0.375143453148248	108	80	28	2.065710954406572
DAUNORUBICIN HYDROCHLORIDE	15	15	-0.1398291854307366	15	7	8	1.0403470411911337
DECADRON /CAN/	20	20	0.5811882532057548	20	17	3	1.5451240050629442
DECITABINE	27	27	0.2833172865983937	27	18	9	0.9709840292477944
DEFERASIROX	62	62	0.042643930493798575	62	32	30	1.3102005658438811
DEFERIPRONE	8	8	-0.1592715327512768	8	3	5	0.6799471257345039
DEFEROXAMINE MESYLATE	7	7	-0.5185021977259294	7	1	6	0.9781830250557654
DEFIBROTIDE (BOVINE)	5	5	0.745172905258144	5	5	0	0.9769991031070339
DEFIBROTIDE SODIUM	16	16	0.8825883809701678	16	16	0	1.348908733759151
DEFLAZACORT	50	50	0.7470724725729354	50	44	6	2.6826885415839006
DEKRISTOL 20000I.E.	1	1	-1.0684667688679297	1	0	1	1.0684667688679297
DELAMANID	16	16	0.5408803873103675	16	13	3	1.169769005139401
DELORAZEPAM	8	8	0.48782959390085073	8	6	2	1.6503395329211885
DENOSUMAB	343	343	-0.6495788588279126	343	57	286	5.13443035267045
DEOXYCHOLIC ACID	2	2	-0.7640500488614446	2	0	2	0.8102969602451666
DERMATOPHAGOIDES PTERONYSSINUS	1	1	-1.7237674464677033	1	0	1	1.7237674464677033
DESFLURANE	5	5	0.11603664283482218	5	2	3	1.3624165367203758
DESIPRAMINE	2	2	-0.03749797010668238	2	1	1	0.671464044843727
DESLORATADINE	83	83	0.31967178061434093	83	59	24	1.2813757382073734
DESMETRAMADOL	1	1	0.7159435929669558	1	1	0	0.7159435929669558
DESMOPRESSIN	25	25	-0.2441258885075414	25	8	17	1.442308279222858
DESMOPRESSIN ACETATE	32	32	0.0694587886566958	32	19	13	1.2859090388005487
DESONIDE	67	67	-0.43444921877240356	67	11	56	1.752650242680631
DESOXIMETASONE	237	237	-0.4200510042399376	237	95	142	5.010089306486866
DESVENLAFAXINE	14	14	-0.6369034773350233	14	2	12	1.3397240948747817
DESVENLAFAXINE SUCCINATE	57	57	-0.5386787145057196	57	11	46	3.2842603589856316
DEUCRAVACITINIB	7	7	-0.6931091807212937	7	0	7	1.0707434794913457
DEUTETRABENAZINE	19	19	-0.6789432131964068	19	3	16	1.5928985602916572
DEVICE	91	91	-0.3400193411053543	91	28	63	1.8963060430829615
DEXAMETHASONE	663	663	0.43028449393439305	663	504	159	4.46740075311469
DEXAMETHASONE ACETATE	31	31	0.525597512760267	31	26	5	1.2909011050215515
DEXAMETHASONE PHOSPHATE	1	1	-0.637985519988098	1	0	1	0.637985519988098
DEXAMETHASONE SODIUM PHOSPHATE	77	77	0.32866878707960717	77	58	19	1.9154072501291817
DEXAMETHASONE\NEOMYCIN SULFATE	3	3	-0.24660201700928164	3	1	2	0.6770976138993803
DEXAMETHASONE\NEOMYCIN SULFATE\POLYMYXIN B SULFATE	12	12	-0.652884934065287	12	1	11	1.2936326373865252
DEXAMETHASONE\NEOMYCIN\POLYMYXIN B SULFATE	2	2	-0.5901490473248503	2	0	2	0.6382147588354191
DEXAMETHASONE\TOBRAMYCIN	19	19	-0.1494325119220496	19	8	11	1.2014064244134905
DEXCHLORPHENIRAMINE	8	8	0.2155615865210912	8	5	3	0.8696192110730219
DEXCHLORPHENIRAMINE MALEATE	44	44	-0.0017476112399201695	44	22	22	1.4186129716383227
DEXKETOPROFEN	6	6	-0.6131602112477745	6	1	5	1.1750483525833988
DEXLANSOPRAZOLE	195	195	-0.21175659023984217	195	96	99	4.340107054304883
DEXMEDETOMIDINE	20	20	0.6547580146094618	20	18	2	1.3168299114984983
DEXMEDETOMIDINE HYDROCHLORIDE	28	28	0.8739604430183652	28	28	0	1.619337577714869
DEXMETHYLPHENIDATE HYDROCHLORIDE	42	42	0.3292913189334667	42	28	14	1.6020621476431163
DEXPANTHENOL	41	41	0.20593247700338316	41	26	15	1.6817301174378896
DEXPANTHENOL\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5^-PHOSPHATE SODIUM\THIAMINE HYDROCHLORIDE	4	4	-0.6786748452799585	4	0	4	0.8849971513257061
DEXRAZOXANE	9	9	-0.020073713961248255	9	4	5	0.8496173287102475
DEXRAZOXANE HYDROCHLORIDE	6	6	0.10885170468639027	6	3	3	1.6160639044078065
DEXTRAN 70\HYPROMELLOSE 2910 (4000 MPA.S)	1	1	-0.7339025914074122	1	0	1	0.7339025914074122
DEXTROAMPHETAMINE	41	41	-0.8884916932113859	41	3	38	2.0038496244012625
DEXTROAMPHETAMINE SULFATE	24	24	-0.708586734856969	24	2	22	1.3833783462105105
DEXTROMETHORPHAN	45	45	0.21274127657239872	45	29	16	1.6738784370874966
DEXTROMETHORPHAN HYDROBROMIDE	19	19	0.3909262793064279	19	14	5	1.4035964962101544
DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN	29	29	-0.5464903200435889	29	3	26	1.04839902656385
DEXTROMETHORPHAN HYDROBROMIDE\QUINIDINE SULFATE	16	16	-0.40089598678924127	16	4	12	0.9951935338575175
DEXTROMETHORPHAN\GUAIFENESIN	4	4	0.547134777324204	4	4	0	0.5708869129396491
DEXTROSE	75	75	0.3003016330063055	75	52	23	1.4327420118971272
DEXTROSE MONOHYDRATE	1	1	1.225336314960017	1	1	0	1.225336314960017
DEXTROSE\DEXTROSE MONOHYDRATE	85	85	-0.7567999105472801	85	26	59	3.7615135048658424
DEXTROSE\LIDOCAINE HYDROCHLORIDE	1	1	-1.1067862210675496	1	0	1	1.1067862210675496
DEXTROSE\SODIUM CHLORIDE	9	9	-0.9036635148481634	9	2	7	1.8179520643543485
DIACETYLMORPHINE HYDROCHLORIDE	1	1	0.7984771886146723	1	1	0	0.7984771886146723
DIAMORPHINE	53	53	0.5714442033284727	53	42	11	1.5761436734196403
DIANEAL LOW	47	47	-0.006259020039180124	47	23	24	1.2720641948454923
DIANEAL LOW CALCIUM	21	21	0.08602846786384231	21	11	10	1.5097912508113114
"DIANEAL LOW CALCIUM PD SOLUTION WITH 2.5% DEXTROSE ""BAXTER"	1	1	1.0061118752394684	1	1	0	1.0061118752394684
DIANEAL LOW CALCIUM PERITIONEAL DIALYSIS SOLUTION WITH 1.5%	1	1	0.6747952893513735	1	1	0	0.6747952893513735
DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOL WITH 1	1	1	1.0346158082763393	1	1	0	1.0346158082763393
DIANEAL PD-2 PERITONEAL DIALISIS SOLUTION ULTRABAG WITH 2.5% DEXTROSE	2	2	0.055722458485206405	2	1	1	0.8434078010608864
DIANEAL PD-2 PERITONEAL DIALYSIS SOLUTION WITH 1.5 PERCENT DEXTROSE	2	2	0.6635911001961325	2	2	0	0.7370971668461402
DIANEAL PD-2, PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ^BAXTER^	1	1	0.909061419406427	1	1	0	0.909061419406427
DIANEAL PD-2, PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ^BAXTER^	1	1	1.355816627955493	1	1	0	1.355816627955493
DIANEAL PD-4 PERITONEAL DIALYSIS SOLUTION WITH 2.5% W_V GLUCOSE LOW CA	1	1	0.5994945140936825	1	1	0	0.5994945140936825
DIANEAL PD2	12	12	-0.043060565657663245	12	6	6	1.0700585972102725
DIANEAL PD2 WITH 1.5% DEXTROSE	4	4	0.869525493077401	4	4	0	1.4068626068812056
DIANEAL PD2 WITH 4.25% DEXTROSE	3	3	0.630219702877235	3	3	0	0.7012229863685311
DIANEAL PD4 GLUCOSE 1.36% W/V / 13.6 MG/ML	1	1	0.9720197976135332	1	1	0	0.9720197976135332
DIANEAL PD4 SOLUTION WITH 1.5% DEXTROSE AND 2.5 MEQ/L	9	9	0.651544510427613	9	8	1	1.201538790655027
DIANEAL PD4 SOLUTION WITH 2.5% DEXTROSE AND 2.5 MEQ/L	7	7	0.5665280943089911	7	6	1	0.9269760921052916
DIANEAL-N PD-4 1.5 PD SOLUTION	1	1	1.2476105333497736	1	1	0	1.2476105333497736
DIAZEPAM	412	412	0.32481363779392924	412	282	130	3.079889518816464
DIBUCAINE	1	1	-0.7959791250550993	1	0	1	0.7959791250550993
DICHLORPHENAMIDE	12	12	-0.5502160157121233	12	1	11	1.1742147270966403
DICLOFENAC	399	399	0.32028821644077204	399	227	172	3.6948583856724504
DICLOFENAC DIETHYLAMINE	88	88	0.36638951774684964	88	52	36	3.1256137077996584
DICLOFENAC EPOLAMINE	11	11	-0.34973633800827897	11	4	7	1.2821372384272955
DICLOFENAC POTASSIUM	91	91	0.8633853517757664	91	62	29	3.539135010676119
DICLOFENAC SODIUM	386	386	0.40707011112778774	386	207	179	4.317281847694325
DICLOFENAC SODIUM\MISOPROSTOL	80	80	-0.9077646397611501	80	10	70	3.161069204040125
DICLOXACILLIN	5	5	-0.6352225822021984	5	0	5	0.7940605428899385
DICLOXACILLIN SODIUM	2	2	-0.08073628415080836	2	1	1	0.7090666721237139
DICYCLOMINE HYDROCHLORIDE	71	71	-0.4771281398678659	71	15	56	1.590449216516802
DIDANOSINE	25	25	0.023874934702008833	25	14	11	2.105817262293406
DIETARY SUPPLEMENT	144	144	0.06314646614318259	144	79	65	2.4764376132155035
DIETARY SUPPLEMENT\HERBALS	21	21	0.7780742346532893	21	17	4	3.2328244961351107
DIETARY SUPPLEMENT\HERBALS\MILK THISTLE	9	9	-0.08902104383355768	9	4	5	0.8619509966708065
DIETARY SUPPLEMENT\KRILL OIL	13	13	-0.6376121318342319	13	0	13	0.9583587187655466
DIETARY SUPPLEMENT\PROBIOTICS NOS	4	4	0.06214417942112366	4	2	2	0.9418845444619847
DIETARY SUPPLEMENT\RESVERATROL	4	4	-0.7178114736768662	4	0	4	0.9017870963665786
DIETARY SUPPLEMENT\UBIDECARENONE	87	87	-0.08306873117502038	87	40	47	2.464743494786968
DIFELIKEFALIN ACETATE	1	1	0.8359900501250979	1	1	0	0.8359900501250979
DIFLUCORTOLONE VALERATE	1	1	0.5121355491597436	1	1	0	0.5121355491597436
DIFLUNISAL	5	5	-0.9647736473125041	5	0	5	1.2837166474739192
DIFLUPREDNATE	21	21	-0.23951886221282642	21	7	14	0.9100666067522506
DIGITOXIN	40	40	0.22550479891191472	40	27	13	1.7888873266457497
DIGOXIN	201	201	0.31675147137296356	201	140	61	1.9961565948310525
DIHYDRALAZINE	1	1	0.5833886797342529	1	1	0	0.5833886797342529
DIHYDROCODEINE	22	22	-0.10796805432652867	22	9	13	1.2459806179180757
DIHYDROCODEINE BITARTRATE	2	2	-0.6173700052021655	2	0	2	0.7048062399065765
DIHYDROERGOTAMINE	6	6	-1.6060752236857099	6	1	5	2.996968031068233
DIHYDROERGOTAMINE MESYLATE	5	5	-3.2306438922900336	5	0	5	4.804039511603023
DIHYDROXYALUMINUM SODIUM CARBONATE	1	1	-0.5508044853438203	1	0	1	0.5508044853438203
DILTIAZEM	259	259	0.24721331853525308	259	169	90	3.769684869162509
DILTIAZEM HYDROCHLORIDE	267	267	0.4828307074056113	267	191	76	3.4754040274880307
DIMEMORFAN PHOSPHATE	1	1	0.7787318251654568	1	1	0	0.7787318251654568
DIMENHYDRINATE	180	180	0.33519763370573	180	122	58	2.8299003135061858
DIMETHICONE	49	49	-0.29555827777715965	49	16	33	2.247649244184631
DIMETHICONE\HOMOSALATE\OCTINOXATE\OCTISALATE\TITANIUM DIOXIDE	3	3	-0.7293437428158366	3	0	3	0.8460560635517291
DIMETHICONE\LOPERAMIDE HYDROCHLORIDE	11	11	0.17610080784085416	11	7	4	0.8845393952904577
DIMETHICONE\SILICON DIOXIDE\SIMETHICONE	2	2	-0.9532390127951855	2	0	2	1.1303036126236
DIMETHINDENE	16	16	0.11591898825361376	16	9	7	1.2110811100516405
DIMETHINDENE MALEATE	1	1	-0.7485118184311724	1	0	1	0.7485118184311724
DIMETHYL FUMARATE	149	149	-0.6050852388608657	149	26	123	4.428574655229938
DIMETHYL SULFONE	11	11	-0.6172290882674086	11	1	10	1.049662273085167
DINOPROSTONE	2	2	-1.9620869178923508	2	0	2	2.1623092893352207
DINUTUXIMAB	12	12	0.6002926674901368	12	11	1	1.0200603820138425
DINUTUXIMAB BETA	1	1	-0.6222927232667829	1	0	1	0.6222927232667829
DIOSMIN	11	11	-1.05126849400528	11	0	11	1.7584577898978044
DIOSMIN\HESPERIDIN	9	9	-0.19765659121302306	9	4	5	1.6693827226356728
DIPHENHYDRAMINE	285	285	0.31584845923054233	285	198	87	2.6071539920228823
DIPHENHYDRAMINE CITRATE\IBUPROFEN	8	8	-0.7450354855135011	8	0	8	1.0930595271683234
DIPHENHYDRAMINE HYDROCHLORIDE	337	337	0.3751186520781561	337	238	99	2.2517068891916905
DIPHENHYDRAMINE HYDROCHLORIDE\IBUPROFEN	2	2	-0.6563156803890442	2	0	2	0.6937758877671769
DIPHENHYDRAMINE HYDROCHLORIDE\LIDOCAINE HYDROCHLORIDE\NYSTATIN	10	10	-0.12270833910069827	10	4	6	1.1015551264831822
DIPHENHYDRAMINE HYDROCHLORIDE\NAPROXEN SODIUM	8	8	-0.7194548275489144	8	0	8	1.095793818095759
DIPHENOXYLATE	6	6	0.31030999298214856	6	4	2	1.1268150206928131
DIPHENOXYLATE ATROPINE	1	1	-0.5929595518576518	1	0	1	0.5929595518576518
DIPHTHERIA AND TETANUS TOXOIDS AND ACELLULAR PERTUSSIS ADSORBED AND INACTIVATED POLIOVIRUS VACCINE	1	1	-1.155713523999909	1	0	1	1.155713523999909
DIPYRIDAMOLE	30	30	0.4932508227910825	30	15	15	3.7870422832145274
DIPYRONE	75	75	-0.610741032333431	75	28	47	2.880493583343356
DIROXIMEL FUMARATE	27	27	-0.879680532270712	27	0	27	1.6518761720698452
DISOPYRAMIDE	1	1	-0.5572930902329482	1	0	1	0.5572930902329482
DISTIGMINE BROMIDE	13	13	-0.7180796334910767	13	4	9	2.4270869207055896
DISULFIRAM	13	13	0.7936004103313539	13	12	1	1.6765224839416892
DIVALPROEX SODIUM	169	169	0.20846454843374476	169	98	71	2.5523780465414205
DOBUTAMINE HYDROCHLORIDE	63	63	-0.12752143995101206	63	39	24	2.7587393930214574
DOCETAXEL	344	344	-0.7024438254212386	344	40	304	4.307683887040998
DOCONEXENT	5	5	-0.8253678957988526	5	0	5	1.1129253209521195
DOCONEXENT\ICOSAPENT	36	36	0.39451789088731837	36	27	9	1.7962556789899606
DOCONEXENT\ICOSAPENT\PHOSPHATIDYL SERINE	1	1	-0.5880248679019069	1	0	1	0.5880248679019069
DOCOSANOL	14	14	-0.4097061300107588	14	4	10	1.2113214199440665
DOCUSATE	88	88	0.26156032286406106	88	60	28	2.275317241587628
DOCUSATE CALCIUM	21	21	-0.750189079643973	21	0	21	1.390394069930691
DOCUSATE SOD	2	2	-0.6430595238053007	2	0	2	0.7358288822458138
DOCUSATE SODIUM	201	201	0.12636521884481905	201	118	83	2.050289588415413
DOCUSATE SODIUM\SENNA LEAF	2	2	-0.0538898096389725	2	1	1	0.7370347213555772
DOCUSATE SODIUM\SENNOSIDES	16	16	-0.15613541130503433	16	6	10	1.0615816045817885
DOCUSATE SODIUM\SENNOSIDES A AND B	11	11	0.8684628664022143	11	11	0	1.4302831760394048
DOFETILIDE	28	28	0.1534278272422641	28	16	12	1.182846293509575
DOLASETRON MESYLATE	12	12	-0.495572416653503	12	2	10	0.9873503960833118
DOLUTEGRAVIR	42	42	0.6070041882616849	42	31	11	2.152534714283288
DOLUTEGRAVIR SODIUM	74	74	0.66481487644885	74	43	31	3.3897844618687873
DOLUTEGRAVIR SODIUM\LAMIVUDINE	13	13	0.5641590542045967	13	10	3	1.47359076853093
DOLUTEGRAVIR SODIUM\RILPIVIRINE HYDROCHLORIDE	24	24	0.8261349733452873	24	24	0	1.423433489536108
DOLUTEGRAVIR\LAMIVUDINE\TENOFOVIR DISOPROXIL FUMARATE	2	2	1.0507464019981394	2	2	0	1.10189124337602
DOMPERIDONE	243	243	0.5024970427657909	243	187	56	2.4090347524044295
DOMPERIDONE MALEATE	30	30	-0.6031201875317239	30	13	17	3.3772319462705984
DONANEMAB-AZBT	6	6	-0.4979054197563328	6	1	5	0.8480735934591274
DONEPEZIL	148	148	0.07962115920504406	148	76	72	2.9014216890467743
DONEPEZIL HYDROCHLORIDE	93	93	0.08754893089591836	93	53	40	1.7807000902777677
DONEPEZIL HYDROCHLORIDE\MEMANTINE HYDROCHLORIDE	2	2	-0.1498107034342998	2	1	1	0.8047238509626845
DONOR HUMAN STOOL	1	1	-0.5052315388358796	1	0	1	0.5052315388358796
DOPAMINE HYDROCHLORIDE	43	43	0.5736296428627041	43	38	5	1.38897828681239
DORAVIRINE	4	4	1.5993655615926452	4	4	0	2.2106402291934373
DORIPENEM MONOHYDRATE	5	5	0.6861860329148615	5	5	0	1.0487676721934043
DORNASE ALFA	67	67	0.02389449632842951	67	31	36	2.095748053740546
DORZOLAMIDE	66	66	-0.835996241823729	66	3	63	3.153400547673165
DORZOLAMIDE HYDROCHLORIDE	33	33	-1.0313037589601997	33	2	31	2.3470101699204426
DORZOLAMIDE HYDROCHLORIDE\TIMOLOL MALEATE	32	32	-0.26150000096432735	32	10	22	1.3319800855592414
DORZOLAMIDE\TIMOLOL	6	6	-0.7239060334000565	6	0	6	1.0796045657241256
DOTATATE GALLIUM GA-68	2	2	-0.6898420618085646	2	0	2	0.7574016254595173
DOTHIEPIN HYDROCHLORIDE	7	7	-1.6599219294032381	7	1	6	3.0552290131538085
DOXAZOSIN MESYLATE	207	207	0.28086522715234624	207	137	70	3.16791298872546
DOXEPIN	68	68	-0.4872686701306159	68	15	53	2.2189949872464294
DOXEPIN HYDROCHLORIDE	44	44	-0.7916723384035861	44	10	34	3.4041495859280655
DOXERCALCIFEROL	2	2	-0.8034839712587969	2	0	2	0.9921565879809173
DOXORUBICIN	232	232	0.39455173960331974	232	161	71	2.6991321850244363
DOXORUBICIN HYDROCHLORIDE	218	218	-0.056248831208716564	218	100	118	3.806649545053236
DOXYCYCLINE	292	292	0.2521257265110086	292	168	124	3.005112911362569
DOXYCYCLINE CALCIUM	1	1	0.750568124049032	1	1	0	0.750568124049032
DOXYCYCLINE HYCLATE	176	176	0.46754222204350826	176	109	67	3.0400501403299414
DOXYCYCLINE HYDROCHLORIDE	6	6	-0.5547160678113047	6	1	5	1.37277980312622
DOXYLAMINE	9	9	0.1038046211584738	9	5	4	1.098809464245546
DOXYLAMINE SUCCINATE	16	16	-0.13873080867115845	16	6	10	1.0942092195730275
DOXYLAMINE SUCCINATE\PYRIDOXINE HYDROCHLORIDE	4	4	-2.02424878806114	4	0	4	2.2268330355714627
DRONABINOL	59	59	0.1496761723445128	59	35	24	1.453045612103872
DRONEDARONE	21	21	0.5661029376091173	21	18	3	1.396127784222473
DROPERIDOL	5	5	0.45728123799526593	5	4	1	1.133288161274596
DROSPIRENONE\ETHINYL ESTRADIOL	2	2	-5.057625601672395	2	0	2	5.224409816419222
DROTAVERINE	3	3	0.11572026897707999	3	2	1	0.8007594436926717
DROXIDOPA	57	57	0.07064281149002967	57	32	25	1.3961201716766878
DULAGLUTIDE	120	120	-0.17839778148408697	120	47	73	1.4795995710194938
DULOXETINE	174	174	-0.3814294846990591	174	51	123	2.033921036560623
DULOXETINE HYDROCHLORIDE	224	224	-0.10148651569156404	224	101	123	1.9154169912132644
DUPILUMAB	301	301	-0.48609667579995347	301	56	245	2.787830827153442
DURVALUMAB	62	62	0.6679817502879972	62	53	9	1.920238825019287
DUTASTERIDE	12	12	1.1502199769274923	12	6	6	5.532785332432026
DUVELISIB	2	2	0.8445118657632803	2	2	0	0.9334271662217946
DYDROGESTERONE	1	1	-2.9365676568185104	1	0	1	2.9365676568185104
EBASTINE	45	45	-0.005381871621530245	45	25	20	2.7312267533101653
ECALLANTIDE	2	2	-0.6058265441514592	2	0	2	0.6734376526925548
ECHINACEA, UNSPECIFIED	2	2	-0.8554869084802568	2	0	2	1.0691790191141077
ECONAZOLE	3	3	-0.7618642370941426	3	0	3	0.8790283488123843
ECONAZOLE NITRATE	8	8	-0.09621478596039493	8	3	5	0.9021849223413504
ECULIZUMAB	142	142	-0.15853688883710634	142	61	81	2.9555354802888756
EDARAVONE	13	13	0.22347164169349812	13	8	5	1.170026064070876
EDOXABAN	46	46	0.740152846031403	46	40	6	2.2789736379088774
EDOXABAN TOSYLATE	64	64	0.6448249945633321	64	56	8	1.8514880703152903
EFALIZUMAB	2	2	0.7210321225999572	2	2	0	0.746009953188345
EFAVIRENZ	83	83	0.2711400293647667	83	50	33	2.7774486912752976
EFAVIRENZ\EMTRICITABINE\TENOFOVIR DISOPROXIL FUMARATE	57	57	0.19857481539855346	57	31	26	2.1942309658905854
EFGARTIGIMOD ALFA-FCAB	3	3	0.2131362347589469	3	2	1	0.6708435935946638
EFINACONAZOLE	51	51	0.40306196432051566	51	33	18	2.031590544648059
EFMOROCTOCOG ALFA	1	1	2.5514016634142664	1	1	0	2.5514016634142664
EGG PHOSPHOLIPIDS\GLYCERIN\MEDIUM-CHAIN TRIGLYCERIDES\SOYBEAN OIL	5	5	-0.18384777744722813	5	2	3	1.0029930454610156
EGG PHOSPHOLIPIDS\GLYCERIN\SOYBEAN OIL	4	4	-0.3970759557263849	4	1	3	1.0207550560998375
EGG PHOSPHOLIPIDS\SAFFLOWER OIL\SOYBEAN OIL	4	4	0.8642746077476584	4	4	0	1.1447308955385467
EISEN	3	3	0.5946126729287533	3	3	0	0.6611752154899738
ELACESTRANT	3	3	-1.0835165063644963	3	0	3	1.2563523563327508
ELASOMERAN	64	64	-0.5948927815977489	64	8	56	2.513007570761206
ELBASVIR	1	1	-0.6177946953686698	1	0	1	0.6177946953686698
ELBASVIR\GRAZOPREVIR	20	20	0.7801738512839617	20	16	4	2.0358243664187055
ELDECALCITOL	12	12	-0.6669006375764116	12	2	10	2.074496881008705
ELECTROLYTES NOS	2	2	0.031588658868325015	2	1	1	0.7479161778606918
