drug	n_signals	n_ae	n_trials	signal_rate
DRUG:EPIRUBICIN HYDROCHLORIDE	2	56	0	0.03571428571428571
DRUG:CEFACLOR	2	77	0	0.025974025974025976
DRUG:FACTOR VIIA	2	26	0	0.07692307692307693
DRUG:DUVELISIB	2	4	0	0.5
DRUG:ECALLANTIDE	2	82	0	0.024390243902439025
DRUG:FACTOR II;FACTOR IX;FACTOR VII;FACTOR X;PROTEIN C;PROTEIN S	2	24	0	0.08333333333333333
DRUG:ALUMINIUM;MAGNESIUM;SIMETICONE	2	68	0	0.029411764705882353
DRUG:GUAIFENESIN;HYDROCODONE	2	9	0	0.2222222222222222
DRUG:ETRASIMOD ARGININE	2	31	0	0.06451612903225806
DRUG:SACROSIDASE	2	2	0	1.0
DRUG:LYSERGIDE	2	21	0	0.09523809523809523
DRUG:TAZEMETOSTAT	2	25	0	0.08
DRUG:DICLOXACILLIN	2	16	0	0.125
DRUG:MUSCLE RELAXANTS, UNSPECIFIED	2	10	0	0.2
DRUG:PENICILLAMINE	2	48	0	0.041666666666666664
DRUG:CODEINE;GUAIFENESIN	2	37	0	0.05405405405405406
DRUG:TAFLUPROST	2	55	0	0.03636363636363636
DRUG:CHLORPHENAMINE;CODEINE;PSEUDOEPHEDRINE	2	3	0	0.6666666666666666
DRUG:VOGLIBOSE	2	5	0	0.4
DRUG:PENTAZOCINE	2	22	0	0.09090909090909091
DRUG:PENTOBARBITAL	2	43	0	0.046511627906976744
DRUG:COLCHICINE;PROBENECID	2	4	0	0.5
DRUG:CALCIUM GLUCONATE	2	46	0	0.043478260869565216
DRUG:COLESTIPOL HYDROCHLORIDE	2	4	0	0.5
DRUG:ABIRATERONE	2	717	0	0.002789400278940028
DRUG:PERMETHRIN	2	32	0	0.0625
DRUG:FLUTICASONE\FORMOTEROL	2	14	0	0.14285714285714285
DRUG:ARFORMOTEROL	2	43	0	0.046511627906976744
DRUG:SUZETRIGINE	2	7	0	0.2857142857142857
DRUG:PEVONEDISTAT	2	9	0	0.2222222222222222
DRUG:CROMOGLICIC ACID	2	82	0	0.024390243902439025
DRUG:PHENAZOPYRIDINE	2	27	0	0.07407407407407407
DRUG:NALMEFENE	2	8	0	0.25
DRUG:CALCIPOTRIOL	2	42	1	0.047619047619047616
DRUG:CYCLIZINE	2	84	0	0.023809523809523808
DRUG:CHLORHEXIDINE GLUCONATE	2	79	0	0.02531645569620253
DRUG:PHENTERMINE	2	94	0	0.02127659574468085
DRUG:NABILONE	2	51	0	0.0392156862745098
DRUG:CYNODON DACTYLON POLLEN	2	7	0	0.2857142857142857
DRUG:PEMIGATINIB	2	5	0	0.4
DRUG:ARGININE;LYSINE	2	5	0	0.4
DRUG:FLORBETAPIR (18F)	2	2	0	1.0
DRUG:PARAFLUOROFENTANYL	2	7	0	0.2857142857142857
DRUG:ATENOLOL;CHLORTHALIDONE	2	39	0	0.05128205128205128
DRUG:PACRITINIB	2	49	0	0.04081632653061224
DRUG:TAZAROTENE	2	14	0	0.14285714285714285
DRUG:ATOMOXETINE HYDROCHLORIDE	2	51	0	0.0392156862745098
DRUG:OXACILLIN	2	14	0	0.14285714285714285
DRUG:PALONOSETRON HYDROCHLORIDE	2	12	0	0.16666666666666666
DRUG:ORELABRUTINIB	2	5	0	0.4
DRUG:FLUOCINOLONE;HYDROQUINONE;TRETINOIN	2	27	0	0.07407407407407407
DRUG:ATROPINE SULFATE	2	5	0	0.4
DRUG:AVATROMBOPAG	2	55	0	0.03636363636363636
DRUG:CHOLESTYRAMINE	2	21	0	0.09523809523809523
DRUG:CLINDAMYCIN PHOSPHATE	2	28	0	0.07142857142857142
DRUG:CALCIUM;FAMOTIDINE;MAGNESIUM	2	30	0	0.06666666666666667
DRUG:OCRIPLASMIN	2	29	0	0.06896551724137931
DRUG:NOSCAPINE	2	40	0	0.05
DRUG:ZILUCOPLAN	2	13	0	0.15384615384615385
DRUG:CHLORTHALIDONE	2	34	0	0.058823529411764705
DRUG:CLOBETASOL PROPIONATE	2	41	0	0.04878048780487805
DRUG:PATISIRAN	2	31	0	0.06451612903225806
DRUG:FLUOXETINE;OLANZAPINE	2	7	0	0.2857142857142857
DRUG:FLUPIRTINE	2	136	0	0.014705882352941176
DRUG:CLOTIAZEPAM	2	34	0	0.058823529411764705
DRUG:CHLORPHENIRAMINE;HYDROCODONE;PSEUDOEPHEDRINE	2	3	0	0.6666666666666666
DRUG:COBAMAMIDE	2	53	0	0.03773584905660377
DRUG:DALBAVANCIN	2	28	0	0.07142857142857142
DRUG:ETHYLENE GLYCOL	2	13	0	0.15384615384615385
DRUG:VINORELBINE TARTRATE	2	53	0	0.03773584905660377
DRUG:ALCAFTADINE	2	30	0	0.06666666666666667
DRUG:SPIRAMYCIN	2	58	0	0.034482758620689655
DRUG:DESMOPRESSIN ACETATE	2	3	0	0.6666666666666666
DRUG:PROBIOTICS, UNSPECIFIED	2	64	0	0.03125
DRUG:CALCIUM;POTASSIUM;SODIUM LACTATE	2	19	0	0.10526315789473684
DRUG:MARALIXIBAT	2	19	0	0.10526315789473684
DRUG:DEXKETOPROFEN	2	31	0	0.06451612903225806
DRUG:ALDESLEUKIN	2	29	0	0.06896551724137931
DRUG:METHIMAZOLE	2	36	0	0.05555555555555555
DRUG:METHAMPHETAMINE	2	9	0	0.2222222222222222
DRUG:BEMPEDOIC ACID;EZETIMIBE	2	28	0	0.07142857142857142
DRUG:MITOXANTRONE HYDROCHLORIDE	2	11	0	0.18181818181818182
DRUG:MECASERMIN	2	18	0	0.1111111111111111
DRUG:METAXALONE	2	92	0	0.021739130434782608
DRUG:MEPROBAMATE	2	14	0	0.14285714285714285
DRUG:DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN	2	13	0	0.15384615384615385
DRUG:FAVIPIRAVIR	2	7	0	0.2857142857142857
DRUG:PREDNISOLONE SODIUM PHOSPHATE	2	28	0	0.07142857142857142
DRUG:SUCCINYLCHOLINE CHLORIDE	2	29	0	0.06896551724137931
DRUG:TENAMFETAMINE	2	8	0	0.25
DRUG:ANTIBIOTICS, UNSPECIFIED	2	59	0	0.03389830508474576
DRUG:METOCLOPRAMIDE HYDROCHLORIDE	2	49	0	0.04081632653061224
DRUG:MAGNESIUM OXIDE	2	19	0	0.10526315789473684
DRUG:DANAZOL	2	32	0	0.0625
DRUG:TERIZIDONE	2	21	0	0.09523809523809523
DRUG:DARVON /00018802/	2	8	0	0.25
DRUG:PIRACETAM	2	15	0	0.13333333333333333
DRUG:BELINOSTAT	2	12	0	0.16666666666666666
DRUG:CENOBAMATE	2	30	0	0.06666666666666667
DRUG:MAGNESIUM HYDROXIDE	2	16	0	0.125
DRUG:PLERIXAFOR	2	19	0	0.10526315789473684
DRUG:AMSACRINE	2	49	0	0.04081632653061224
DRUG:MENINGOCOCCAL VACCINE	2	42	0	0.047619047619047616
DRUG:DEOXYCHOLIC ACID	2	87	0	0.022988505747126436
DRUG:FEXOFENADINE HYDROCHLORIDE	2	14	0	0.14285714285714285
DRUG:DESFLURANE	2	14	0	0.14285714285714285
DRUG:VERICIGUAT	2	23	0	0.08695652173913043
DRUG:METYRAPONE	2	21	0	0.09523809523809523
DRUG:METRELEPTIN	2	61	0	0.03278688524590164
DRUG:TESAMORELIN	1	45	0	0.022222222222222223
DRUG:TERLIPRESSIN	1	2	0	0.5
DRUG:TECHNETIUM TC-99M SODIUM PERTECHNETATE	1	2	0	0.5
DRUG:ALCLOMETASONE	1	1	0	1.0
DRUG:TICAGRELOR, TRIAL	1	4	0	0.25
DRUG:FLUCYTOSINE	1	38	0	0.02631578947368421
DRUG:FATTY ACIDS, UNSPECIFIED	1	20	0	0.05
DRUG:TECHNETIUM (99M TC) SESTAMIBI	1	7	0	0.14285714285714285
DRUG:FECAL MICROBIOTA, UNSPECIFIED	1	3	0	0.3333333333333333
DRUG:TECHNETIUM TC 99M TETROFOSMIN	1	4	0	0.25
DRUG:TEGAFUR	1	2	0	0.5
DRUG:TIAGABINE	1	13	0	0.07692307692307693
DRUG:THYROTROPIN ALFA	1	20	0	0.05
DRUG:FILGOTINIB	1	44	0	0.022727272727272728
DRUG:FACTOR I;THROMBIN	1	3	0	0.3333333333333333
DRUG:FEZOLINETANT	1	47	0	0.02127659574468085
DRUG:TETRYZOLINE	1	13	0	0.07692307692307693
DRUG:FACTOR I	1	26	0	0.038461538461538464
DRUG:THIOCTIC ACID	1	21	0	0.047619047619047616
DRUG:CALCIUM;MAGNESIUM;VITAMIN D3	1	31	0	0.03225806451612903
DRUG:CANIS LUPUS FAMILIARIS SKIN	1	5	0	0.2
DRUG:TENELIGLIPTIN	1	1	0	1.0
DRUG:TEPLIZUMAB	1	14	0	0.07142857142857142
DRUG:FAMCICLOVIR	1	20	0	0.05
DRUG:TEPOTINIB	1	17	0	0.058823529411764705
DRUG:TETANUS VACCINE	1	46	0	0.021739130434782608
DRUG:ALFENTANIL	1	13	0	0.07692307692307693
DRUG:THIORIDAZINE	1	40	0	0.025
DRUG:TESTOSTERONE CYPIONATE	1	72	0	0.013888888888888888
DRUG:TEDIZOLID	1	29	0	0.034482758620689655
DRUG:FLECAINIDE ACETATE	1	14	0	0.07142857142857142
DRUG:OXYTETRACYCLINE	1	4	0	0.25
DRUG:ESOMEPRAZOLE;MAGNESIUM	1	2	0	0.5
DRUG:DEXTRAN;VITAMIN B2	1	11	0	0.09090909090909091
DRUG:DANTROLENE SODIUM	1	2	0	0.5
DRUG:VINBLASTINE SULFATE	1	9	0	0.1111111111111111
DRUG:CEFUROXIME SODIUM	1	8	0	0.125
DRUG:DERMATOPHAGOIDES PTERONYSSINUS	1	1	0	1.0
DRUG:DESMETRAMADOL	1	4	0	0.25
DRUG:ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN\PHENYLEPHRINE HYDROCHLORIDE	1	13	0	0.07692307692307693
DRUG:CEFUROXIME AXETIL	1	77	0	0.012987012987012988
DRUG:DEVICE	1	73	1	0.0136986301369863
DRUG:ACETAMINOPHEN\TRAMADOL	1	11	0	0.09090909090909091
DRUG:DEXMEDETOMIDINE HYDROCHLORIDE	1	18	0	0.05555555555555555
DRUG:ACETONE	1	1	0	1.0
DRUG:TIMOLOL MALEATE\TRAVOPROST	1	5	0	0.2
DRUG:DEXTROAMPHETAMINE SULFATE	1	8	0	0.125
DRUG:DEXTROMETHORPHAN HYDROBROMIDE	1	26	0	0.038461538461538464
DRUG:ACETYLFENTANYL	1	4	0	0.25
DRUG:DEXTROMETHORPHAN;DOXYLAMINE;PARACETAMOL	1	22	0	0.045454545454545456
DRUG:DEXTROSE\LIDOCAINE HYDROCHLORIDE	1	1	0	1.0
"DRUG:DIANEAL LOW CALCIUM PD SOLUTION WITH 2.5% DEXTROSE ""BAXTER"	1	1	0	1.0
DRUG:ACETYLSALICYLIC ACID;CARISOPRODOL	1	1	0	1.0
DRUG:VALERIANA SPP	1	16	0	0.0625
DRUG:VALDECOXIB	1	12	0	0.08333333333333333
DRUG:DIANEAL LOW CALCIUM PERITIONEAL DIALYSIS SOLUTION WITH 1.5%	1	7	0	0.14285714285714285
DRUG:DANTROLENE	1	11	0	0.09090909090909091
DRUG:DACOMITINIB	1	26	0	0.038461538461538464
DRUG:CYPROTERONE;ETHINYLESTRADIOL	1	89	0	0.011235955056179775
DRUG:CYCLOBENZAPRINE HYDROCHLORIDE	1	41	0	0.024390243902439025
DRUG:ZOTEPINE	1	1	0	1.0
DRUG:.ALPHA.-TOCOPHEROL ACETATE, DL-	1	70	0	0.014285714285714285
DRUG:CIMETIDINE	1	108	0	0.009259259259259259
DRUG:CICLOPIROX	1	20	0	0.05
DRUG:CISPLATIN;CYTARABINE;DEXAMETHASONE	1	8	0	0.125
DRUG:CHONDROITIN	1	51	1	0.0196078431372549
DRUG:CLASCOTERONE	1	20	0	0.05
DRUG:CLOBETASONE	1	58	0	0.017241379310344827
DRUG:CLODRONIC ACID	1	51	0	0.0196078431372549
DRUG:CLONIDINE HYDROCHLORIDE	1	9	0	0.1111111111111111
DRUG:XYLAZINE	1	7	0	0.14285714285714285
DRUG:COBICISTAT;DARUNAVIR;EMTRICITABINE;TENOFOVIR	1	24	0	0.041666666666666664
DRUG:CHLORPHENAMINE;PARACETAMOL	1	13	0	0.07692307692307693
DRUG:CHLORPHENAMINE;HYDROCODONE	1	10	0	0.1
DRUG:ABACAVIR;LAMIVUDINE;ZIDOVUDINE	1	16	0	0.0625
DRUG:CODEINE;IBUPROFEN	1	46	0	0.021739130434782608
DRUG:VITAMINS	1	4	0	0.25
DRUG:COUGH PREPARATIONS, UNSPECIFIED	1	11	0	0.09090909090909091
DRUG:COVID-19 CONVALESCENT PLASMA	1	1	0	1.0
DRUG:COVID-19 SERUM	1	6	0	0.16666666666666666
DRUG:CROMOLYN SODIUM	1	3	0	0.3333333333333333
DRUG:ACETYLSALICYLIC ACID;CLOPIDOGREL	1	48	0	0.020833333333333332
DRUG:DIANEAL PD-2, PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ^BAXTER^	1	1	0	1.0
DRUG:DIANEAL PD-2, PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ^BAXTER^	1	1	0	1.0
DRUG:ADEMETIONINE	1	7	0	0.14285714285714285
DRUG:EMPAGLIFLOZIN\LINAGLIPTIN\METFORMIN HYDROCHLORIDE	1	1	0	1.0
DRUG:CARFENTANIL	1	2	0	0.5
DRUG:TOPOTECAN HYDROCHLORIDE	1	15	0	0.06666666666666667
DRUG:TOLTERODINE TARTRATE	1	7	0	0.14285714285714285
DRUG:EPIDUO GEL 0.1% / 2.5%	1	5	0	0.2
DRUG:TOLNAFTATE	1	4	0	0.25
DRUG:EPINEPHRINE BITARTRATE\LIDOCAINE HYDROCHLORIDE	1	2	0	0.5
DRUG:AGALSIDASE ALFA	1	26	0	0.038461538461538464
DRUG:CARBIDOPA\LEVODOPA	1	16	0	0.0625
DRUG:TOBACCO LEAF	1	5	0	0.2
DRUG:TIZANIDINE HYDROCHLORIDE	1	14	0	0.07142857142857142
DRUG:TISLELIZUMAB	1	22	0	0.045454545454545456
DRUG:EPTIFIBATIDE	1	17	0	0.058823529411764705
DRUG:ERTAPENEM SODIUM	1	21	0	0.047619047619047616
DRUG:ERTUGLIFLOZIN	1	18	0	0.05555555555555555
DRUG:TIPRANAVIR	1	76	0	0.013157894736842105
DRUG:CAPREOMYCIN	1	16	0	0.0625
DRUG:ALANINE;ARGININE;CALCIUM;GLYCINE;HISTIDINE;ISOLEUCINE;LEUCINE;LYSINE;MAGNESIUM;METHIONINE;PHENYLALANINE;PROLINE;SERINE;SODIUM CHLORIDE;SODIUM LACTATE;THREONINE;TRYPTOPHAN, L-;TYROSINE;VALINE	1	6	0	0.16666666666666666
DRUG:CAPIVASERTIB	1	77	0	0.012987012987012988
DRUG:ESOMEPRAZOLE SODIUM	1	44	0	0.022727272727272728
DRUG:TIMOLOL;TRAVOPROST	1	8	0	0.125
DRUG:ADENOSINE	1	23	0	0.043478260869565216
DRUG:ELVITEGRAVIR	1	5	0	0.2
DRUG:UREA	1	31	0	0.03225806451612903
DRUG:EFALIZUMAB	1	15	0	0.06666666666666667
DRUG:DIAZOXIDE	1	15	0	0.06666666666666667
DRUG:DIETARY SUPPLEMENT	1	8	2	0.125
DRUG:DIGOXIN-SPECIFIC ANTIBODY FRAGMENTS	1	7	0	0.14285714285714285
DRUG:DIHYDRALAZINE	1	18	0	0.05555555555555555
DRUG:DIMETINDENE	1	43	0	0.023255813953488372
DRUG:DINOPROSTONE	1	21	0	0.047619047619047616
DRUG:DIOSMECTITE	1	8	0	0.125
DRUG:UMBRALISIB, TRIAL	1	6	0	0.16666666666666666
DRUG:UBIDECARENONE	1	78	0	0.01282051282051282
DRUG:DONEPEZIL HYDROCHLORIDE	1	14	0	0.07142857142857142
DRUG:TROSPIUM;XANOMELINE	1	23	0	0.043478260869565216
DRUG:DOSULEPIN	1	35	0	0.02857142857142857
DRUG:ADAGRASIB	1	17	0	0.058823529411764705
DRUG:TRIMETHOBENZAMIDE	1	2	0	0.5
DRUG:DOXERCALCIFEROL	1	9	0	0.1111111111111111
DRUG:CEFADROXIL	1	69	0	0.014492753623188406
DRUG:CATEQUENTINIB	1	4	0	0.25
DRUG:DUTASTERIDE;TAMSULOSIN	1	105	0	0.009523809523809525
DRUG:ECONAZOLE	1	20	0	0.05
DRUG:ECONAZOLE NITRATE	1	12	0	0.08333333333333333
DRUG:EDETIC ACID	1	35	0	0.02857142857142857
DRUG:DORZOLAMIDE\TIMOLOL	1	2	0	0.5
DRUG:SODIUM PHENYLBUTYRATE	1	4	0	0.25
DRUG:FLUOCINOLONE ACETONIDE	1	2	0	0.5
DRUG:ANIFROLUMAB	1	71	0	0.014084507042253521
DRUG:PRETOMANID	1	8	0	0.125
DRUG:ANAGRELIDE, TRIAL	1	3	0	0.3333333333333333
DRUG:ANAMORELIN	1	2	0	0.5
DRUG:MEPHENESIN	1	11	0	0.09090909090909091
DRUG:BENZOCAINE	1	98	0	0.01020408163265306
DRUG:METFORMIN HYDROCHLORIDE\VILDAGLIPTIN	1	2	0	0.5
DRUG:ANGIOTENSIN II	1	3	0	0.3333333333333333
DRUG:PRAMLINTIDE	1	22	0	0.045454545454545456
DRUG:METHANOL	1	4	0	0.25
DRUG:POTASSIUM NITRATE\SODIUM FLUORIDE	1	9	0	0.1111111111111111
DRUG:METHOHEXITAL	1	1	0	1.0
DRUG:POTASSIUM ASPARTATE	1	40	0	0.025
DRUG:METHOXSALEN	1	12	0	0.08333333333333333
DRUG:BENZOYLECGONINE	1	9	0	0.1111111111111111
DRUG:METHYLENE BLUE	1	11	0	0.09090909090909091
DRUG:METHYLENEDIOXYPYRROLIDINOHEXIOPHENONE	1	3	0	0.3333333333333333
DRUG:POLYMYXIN B;TRIMETHOPRIM	1	13	0	0.07692307692307693
DRUG:BENAZEPRIL HYDROCHLORIDE	1	6	0	0.16666666666666666
DRUG:POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE	1	13	0	0.07692307692307693
DRUG:PIXANTRONE	1	20	0	0.05
DRUG:MIDODRINE HYDROCHLORIDE	1	3	0	0.3333333333333333
DRUG:PIRTOBRUTINIB	1	15	0	0.06666666666666667
DRUG:PIRITRAMIDE	1	105	0	0.009523809523809525
DRUG:PIRIBEDIL	1	5	0	0.2
DRUG:ANTIHEMORRHOIDS, UNSPECIFIED	1	168	0	0.005952380952380952
DRUG:ANTIHYPERTENSIVES, UNSPECIFIED	1	9	0	0.1111111111111111
DRUG:PROCAINAMIDE	1	35	0	0.02857142857142857
DRUG:BENZTROPINE MESYLATE	1	3	0	0.3333333333333333
DRUG:MIPOMERSEN	1	19	0	0.05263157894736842
DRUG:QUIZARTINIB	1	10	0	0.1
DRUG:BICALUTAMIDE	1	322	0	0.003105590062111801
DRUG:LIOTHYRONINE SODIUM	1	52	0	0.019230769230769232
DRUG:BEXAROTENE	1	19	0	0.05263157894736842
DRUG:BETAXOLOL	1	49	0	0.02040816326530612
DRUG:BETAMETHASONE;CLOTRIMAZOLE	1	48	0	0.020833333333333332
DRUG:AMLODIPINE;RAMIPRIL	1	50	0	0.02
DRUG:BETAMETHASONE VALERATE	1	50	0	0.02
DRUG:AMMONIUM LACTATE	1	2	0	0.5
DRUG:BETAMETHASONE DIPROPIONATE\CLOTRIMAZOLE	1	13	0	0.07692307692307693
DRUG:AMOXICILLIN;CLARITHROMYCIN;ESOMEPRAZOLE	1	69	0	0.014492753623188406
DRUG:LOPRAZOLAM	1	15	0	0.06666666666666667
DRUG:RADIUM-223 DICHLORIDE	1	183	0	0.00546448087431694
DRUG:QUININE SULFATE	1	16	0	0.0625
DRUG:BENZYDAMINE	1	69	0	0.014492753623188406
DRUG:QUINIDINE	1	35	0	0.02857142857142857
DRUG:BETA BLOCKERS, UNSPECIFIED	1	4	0	0.25
DRUG:AMPHETAMINE\DEXTROAMPHETAMINE	1	3	0	0.3333333333333333
DRUG:LOW MOLECULAR WEIGHT HEPARIN	1	7	2	0.14285714285714285
DRUG:LOXAPINE SUCCINATE	1	24	0	0.041666666666666664
DRUG:BEROTRALSTAT	1	8	0	0.125
DRUG:BERACTANT	1	1	0	1.0
DRUG:MACROGOL;POTASSIUM;SODIUM BICARBONATE	1	31	0	0.03225806451612903
DRUG:BEPOTASTINE	1	6	0	0.16666666666666666
DRUG:MAGNESIUM;POTASSIUM ASPARTATE	1	62	0	0.016129032258064516
DRUG:MEASLES VACCINE;MUMPS VACCINE;RUBELLA VACCINE	1	22	0	0.045454545454545456
DRUG:MEBENDAZOLE	1	19	0	0.05263157894736842
DRUG:PIPERACILLIN SODIUM\TAZOBACTAM SODIUM	1	16	0	0.0625
DRUG:MIRIKIZUMAB	1	10	0	0.1
DRUG:LINCOMYCIN	1	5	0	0.2
DRUG:NORETHISTERONE	1	117	0	0.008547008547008548
DRUG:AZOSEMIDE	1	27	0	0.037037037037037035
DRUG:AZILSARTAN;CHLORTALIDONE	1	20	0	0.05
DRUG:AZILSARTAN	1	26	0	0.038461538461538464
DRUG:NIMODIPINE	1	31	0	0.03225806451612903
DRUG:PEGINTRON /01543001/	1	12	0	0.08333333333333333
DRUG:AZELASTINE HYDROCHLORIDE	1	20	0	0.05
DRUG:NITAZOXANIDE	1	18	0	0.05555555555555555
DRUG:ARTESUNATE	1	2	0	0.5
DRUG:PEGINESATIDE	1	10	0	0.1
DRUG:ARTICAINE	1	28	0	0.03571428571428571
DRUG:PEGCETACOPLAN	1	22	0	0.045454545454545456
DRUG:NITROPRUSSIDE	1	3	0	0.3333333333333333
DRUG:AZATHIOPRINE SODIUM	1	44	0	0.022727272727272728
DRUG:PENICILLIN G PROCAINE	1	5	0	0.2
DRUG:NORTRIPTYLINE HYDROCHLORIDE	1	68	0	0.014705882352941176
DRUG:PARALDEHYDE	1	7	0	0.14285714285714285
DRUG:ODEVIXIBAT	1	6	0	0.16666666666666666
DRUG:PARACETAMOL;PSEUDOEPHEDRINE;TRIPROLIDINE	1	4	0	0.25
DRUG:PARACETAMOL;ACETILSALYCILIC ACID;CAFFEINE;SALICYLAMIDE	1	2	0	0.5
DRUG:OLUTASIDENIB	1	5	0	0.2
DRUG:PAPAVER SPP;PARACETAMOL	1	13	0	0.07692307692307693
DRUG:OMEGA-3-ACID ETHYL ESTERS	1	17	0	0.058823529411764705
DRUG:OPIPRAMOL	1	25	0	0.04
DRUG:OPIUM;PARACETAMOL	1	17	0	0.058823529411764705
DRUG:ATROPA SPP;CALCIUM;COFFEA SPP;MATRICARIA SPP	1	5	0	0.2
DRUG:OXYBUTYNIN CHLORIDE	1	56	0	0.017857142857142856
DRUG:PENICILLIN G POTASSIUM	1	1	0	1.0
DRUG:PENICILLIN G SODIUM	1	11	0	0.09090909090909091
DRUG:ANTILYMPHOCYTE IMMUNOGLOBULIN	1	20	0	0.05
DRUG:NALOXONE HYDROCHLORIDE	1	6	0	0.16666666666666666
DRUG:PIMOZIDE	1	10	0	0.1
DRUG:MIRVASO TOPICAL GEL, 0.33%	1	26	0	0.038461538461538464
DRUG:MIZORIBINE	1	7	0	0.14285714285714285
DRUG:BECLOMETASONE;FORMOTEROL	1	59	0	0.01694915254237288
DRUG:PHENYTOIN SODIUM	1	29	0	0.034482758620689655
DRUG:APRACLONIDINE	1	1	0	1.0
DRUG:PHENYLPROPANOLAMINE	1	7	0	0.14285714285714285
DRUG:PHENYLEPHRINE;PRAMOCAINE	1	2	0	0.5
DRUG:NADOFARAGENE FIRADENOVEC	1	6	0	0.16666666666666666
DRUG:NAFCILLIN	1	8	0	0.125
DRUG:PHENELZINE SULFATE	1	1	0	1.0
DRUG:NALDEMEDINE	1	10	0	0.1
DRUG:BALSALAZIDE	1	8	0	0.125
DRUG:PENICILLIN V POTASSIUM	1	10	0	0.1
DRUG:NAPROXEN;PSEUDOEPHEDRINE	1	8	0	0.125
DRUG:PEROSPIRONE	1	8	0	0.125
DRUG:NATAMYCIN	1	58	0	0.017241379310344827
DRUG:ARGATROBAN	1	25	0	0.04
DRUG:NECITUMUMAB	1	18	0	0.05555555555555555
DRUG:PERAZINE	1	35	0	0.02857142857142857
DRUG:NEOMYCIN	1	270	0	0.003703703703703704
DRUG:NEOSTIGMINE	1	15	0	0.06666666666666667
DRUG:NETUPITANT;PALONOSETRON	1	23	0	0.043478260869565216
DRUG:NIACIN	1	14	0	0.07142857142857142
DRUG:NICARDIPINE HYDROCHLORIDE	1	13	0	0.07692307692307693
DRUG:NICORETTE OTC 4MG	1	5	0	0.2
DRUG:RELUGOLIX	1	339	0	0.0029498525073746312
DRUG:LINAGLIPTIN;METFORMIN	1	34	0	0.029411764705882353
DRUG:TAVABOROLE	1	30	0	0.03333333333333333
DRUG:ATAZANAVIR SULFATE	1	29	0	0.034482758620689655
DRUG:GLUCARPIDASE	1	12	0	0.08333333333333333
DRUG:GLUCOSE;SODIUM CHLORIDE	1	110	0	0.00909090909090909
DRUG:SORGHUM HALEPENSE POLLEN	1	6	0	0.16666666666666666
DRUG:ALOGLIPTIN;METFORMIN	1	11	0	0.09090909090909091
DRUG:SOMATROGON	1	17	0	0.058823529411764705
DRUG:CAFFEINE;CODEINE;PARACETAMOL	1	190	0	0.005263157894736842
DRUG:GLYCOPYRROLATE\INDACATEROL MALEATE	1	6	0	0.16666666666666666
DRUG:GLYCYRRHIZA SPP	1	3	0	0.3333333333333333
DRUG:GONADORELIN	1	23	0	0.043478260869565216
DRUG:SODIUM THIOSULFATE	1	6	0	0.16666666666666666
DRUG:SODIUM SULFIDE	1	7	0	0.14285714285714285
DRUG:GRAZOPREVIR	1	2	0	0.5
DRUG:HALOPERIDOL LACTATE	1	1	0	1.0
DRUG:ALOE SPP	1	97	0	0.010309278350515464
DRUG:HEMIN	1	6	0	0.16666666666666666
DRUG:BUTYLSCOPOLAMINE	1	40	0	0.025
DRUG:HERBALS, UNSPECIFIED;SENNA SPP	1	81	0	0.012345679012345678
DRUG:HEROIN	1	5	0	0.2
DRUG:SIPONIMOD, TRIAL	1	1	0	1.0
DRUG:HISTAMINE	1	2	0	0.5
DRUG:SINCALIDE	1	4	0	0.25
DRUG:HYALURONIDASE	1	245	0	0.004081632653061225
DRUG:SILODOSIN	1	134	0	0.007462686567164179
DRUG:HYDROCHLOROTHIAZIDE;NEBIVOLOL	1	3	0	0.3333333333333333
DRUG:AMBROSIA SPP	1	5	0	0.2
DRUG:SEVELAMER CARBONATE	1	2	0	0.5
DRUG:SPESOLIMAB	1	4	0	0.25
DRUG:STARCH	1	7	0	0.14285714285714285
DRUG:BUTALBITAL;CAFFEINE;CODEINE;PARACETAMOL	1	15	0	0.06666666666666667
DRUG:FOSCARNET SODIUM	1	8	0	0.125
DRUG:TAPINAROF	1	7	0	0.14285714285714285
DRUG:FLUORINE	1	21	0	0.047619047619047616
DRUG:CALCIUM;GLUCOSE;LACTIC ACID;MAGNESIUM;POTASSIUM;SODIUM BICARBONATE;SODIUM CHLORIDE	1	1	0	1.0
DRUG:FLURAZEPAM HYDROCHLORIDE	1	6	0	0.16666666666666666
DRUG:FLURBIPROFEN	1	46	0	0.021739130434782608
DRUG:FLUTEMETAMOL (18F)	1	12	0	0.08333333333333333
DRUG:TAGRAXOFUSP	1	19	0	0.05263157894736842
DRUG:CALCIUM;COPPER;VITAMIN C;VITAMIN E;ZINC	1	9	0	0.1111111111111111
DRUG:FOMEPIZOLE	1	2	0	0.5
DRUG:SUMATRIPTAN SUCCINATE	1	31	0	0.03225806451612903
DRUG:ALIZAPRIDE	1	20	0	0.05
DRUG:SULTIAME	1	30	0	0.03333333333333333
DRUG:SULINDAC	1	7	0	0.14285714285714285
